likert_nang_dong,likert_huong_noi,likert_sang_tao,likert_logic,likert_to_mo,likert_thi_nghiem,likert_moi_truong,likert_dinh_duong,likert_tranh_luan,likert_thiet_ke,ips_likert_nang_dong,ips_likert_huong_noi,ips_likert_sang_tao,ips_likert_logic,ips_likert_to_mo,ips_likert_thi_nghiem,ips_likert_moi_truong,ips_likert_dinh_duong,ips_likert_tranh_luan,ips_likert_thiet_ke,likert_tb,likert_dolech,diem_Van,diem_Dia,diem_Anh,diem_Toan,diem_Gdktpl,diem_Tin,diem_Su,diem_Ly,diem_Hoa,diem_Sinh,z_diem_Van,z_diem_Dia,z_diem_Anh,z_diem_Toan,z_diem_Gdktpl,z_diem_Tin,z_diem_Su,z_diem_Ly,z_diem_Hoa,z_diem_Sinh,diem_tb,diem_lech,z_tb,z_max,th_A00,th_A01,th_B00,th_B08,th_C00,th_C01,th_C02,th_C03,th_D01,th_D07,th_D09,th_D14,th_D15,th_X01,th_X26,gioi_tinh_nam,muc_tieu,ma_nganh,ma_nhom,nguon,is_that,sample_weight
5.0,1.0,4.0,2.0,3.0,2.0,4.0,5.0,4.0,4.0,1.6,-2.4,0.6000000000000001,-1.4,-0.3999999999999999,-1.4,0.6000000000000001,1.6,0.6000000000000001,0.6000000000000001,3.4,1.2806248474865698,,,8.4,8.25,,,,,8.6,,,,0.9839931982720196,1.0275907525431254,,,,,1.4494647277791146,,8.416666666666666,0.3499999999999996,1.1536828928647531,1.4494647277791146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7540101,7,ttth,0,1.0
3.0,5.0,3.0,3.0,5.0,3.0,3.0,3.0,3.0,3.0,-0.3999999999999999,1.6,-0.3999999999999999,-0.3999999999999999,1.6,-0.3999999999999999,-0.3999999999999999,-0.3999999999999999,-0.3999999999999999,-0.3999999999999999,3.4,0.8000000000000002,,,8.2,8.0,,,,6.8,,,,,0.7947877546097174,0.7384418545636469,,,,-0.4065112696396715,,,7.666666666666667,1.3999999999999997,0.3755727798445642,0.7947877546097174,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,7340201,2,khaosat,1,1.0
2.0,4.0,4.0,4.0,5.0,4.0,5.0,4.0,5.0,4.0,-2.0999999999999996,-0.0999999999999996,-0.0999999999999996,-0.0999999999999996,0.9000000000000004,-0.0999999999999996,0.9000000000000004,-0.0999999999999996,0.9000000000000004,-0.0999999999999996,4.1,0.8306623862918073,,,,6.0,,,,7.25,7.4,,,,,-1.5747493292721808,,,,0.0722104784051689,0.0164822176706547,,6.883333333333333,1.4000000000000004,-0.4953522110654524,0.0722104784051689,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,7510301,5,ttth,0,1.0
5.0,2.0,5.0,3.0,3.0,4.0,1.0,2.0,5.0,4.0,1.6,-1.4,1.6,-0.3999999999999999,-0.3999999999999999,0.6000000000000001,-2.4,-1.4,1.6,0.6000000000000001,3.4,1.3564659966250536,5.25,,7.0,7.8,,,,,,,-1.5443231123331065,,-0.3404449073640889,0.507122736180064,,,,,,,6.683333333333334,2.55,-0.4592150945057104,0.507122736180064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,7510605,3,bootstrap_khaosat,0,1.0
3.0,2.0,4.0,4.0,4.0,3.0,3.0,4.0,3.0,4.0,-0.3999999999999999,-1.4,0.6000000000000001,0.6000000000000001,0.6000000000000001,-0.3999999999999999,-0.3999999999999999,0.6000000000000001,-0.3999999999999999,0.6000000000000001,3.4,0.66332495807108,7.0,,7.2,7.0,,,,,,,0.0231255332784229,,-0.1512394637017876,-0.418153737354267,,,,,,,7.066666666666666,0.2000000000000001,-0.1820892225925438,0.0231255332784229,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,7480201,0,ttth,0,1.0
3.0,2.0,3.0,4.0,4.0,3.0,4.0,3.0,4.0,3.0,-0.2999999999999998,-1.2999999999999998,-0.2999999999999998,0.7000000000000002,0.7000000000000002,-0.2999999999999998,0.7000000000000002,-0.2999999999999998,0.7000000000000002,-0.2999999999999998,3.3,0.6403124237432849,,,9.2,8.6,,,,,7.5,,,,1.7408149729212232,1.432399209714395,,,,,0.1358974268463594,,8.433333333333332,1.6999999999999993,1.1030372031606592,1.7408149729212232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,7540101,7,ttth,0,1.0
3.0,2.0,3.0,5.0,3.0,3.0,5.0,2.0,4.0,5.0,-0.5,-1.5,-0.5,1.5,-0.5,-0.5,1.5,-1.5,0.5,1.5,3.5,1.118033988749895,,,,6.0,,,,6.75,6.75,,,,,-1.5747493292721808,,,,-0.4597025749779869,-0.7597166419714286,,6.5,0.75,-0.9313895154071988,-0.4597025749779869,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,7850101,7,ttth,0,1.0
1.0,3.0,2.0,3.0,3.0,3.0,2.0,2.0,1.0,3.0,-1.2999999999999998,0.7000000000000002,-0.2999999999999998,0.7000000000000002,0.7000000000000002,0.7000000000000002,-0.2999999999999998,-0.2999999999999998,-1.2999999999999998,0.7000000000000002,2.3,0.7810249675906654,,,6.6,7.75,,,,7.8,,,,,-0.7188557946886915,0.4492929565841684,,,,0.6573148371266401,,,7.383333333333333,1.2000000000000002,0.1292506663407056,0.6573148371266401,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,7480201,0,ttth,0,1.0
3.0,3.0,3.0,3.0,4.0,2.0,3.0,4.0,3.0,4.0,-0.2000000000000001,-0.2000000000000001,-0.2000000000000001,-0.2000000000000001,0.7999999999999998,-1.2000000000000002,-0.2000000000000001,0.7999999999999998,-0.2000000000000001,0.7999999999999998,3.2,0.6,7.0,,8.6,7.8,,,,,,,0.0231255332784229,,1.17319864193432,0.507122736180064,,,,,,,7.8,1.5999999999999996,0.5678156371309356,1.17319864193432,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7340201,2,ttth,0,1.0
2.0,5.0,4.0,5.0,4.0,3.0,4.0,2.0,3.0,3.0,-1.5,1.5,0.5,1.5,0.5,-0.5,0.5,-1.5,-0.5,-0.5,3.5,1.02469507659596,6.0,,5.75,5.75,,,,,,,-0.8725594070710223,,-1.522978930253471,-1.863898227251659,,,,,,,5.833333333333333,0.25,-1.419812188192051,-0.8725594070710223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7480107,0,bootstrap_khaosat,0,1.0
2.0,4.0,3.0,4.0,4.0,2.0,2.0,1.0,3.0,1.0,-0.6000000000000001,1.4,0.3999999999999999,1.4,1.4,-0.6000000000000001,-0.6000000000000001,-1.6,0.3999999999999999,-1.6,2.6,1.1135528725660044,7.4,,8.4,7.5,,,,,,,0.3813995094182014,,0.9839931982720196,0.1601440586046899,,,,,,,7.766666666666667,1.0,0.508512255431637,0.9839931982720196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,7480201,0,ttth,0,1.0
2.0,3.0,3.0,5.0,4.0,3.0,5.0,2.0,2.0,2.0,-1.1,-0.1,-0.1,1.9,0.8999999999999999,-0.1,1.9,-1.1,-1.1,-1.1,3.1,1.1357816691600549,,,,5.25,,,,7.25,6.6,,,,,-2.442196023210616,,,,0.0722104784051689,-0.9388394557349866,,6.366666666666667,2.0,-1.1029416668468113,0.0722104784051689,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7850101,7,ttth,0,1.0
4.0,5.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,4.0,0.7000000000000002,1.7000000000000002,-0.2999999999999998,-0.2999999999999998,-0.2999999999999998,-1.2999999999999998,-0.2999999999999998,-0.2999999999999998,-0.2999999999999998,0.7000000000000002,3.3,0.7810249675906654,,,8.8,8.4,,,,7.5,,,,,1.3624040855966222,1.2010800913308128,,,,0.3381670050967468,,,8.233333333333334,1.3000000000000007,0.9672170606747272,1.3624040855966222,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7340201,2,ttth,0,1.0
5.0,3.0,5.0,4.0,4.0,3.0,3.0,4.0,5.0,4.0,1.0,-1.0,1.0,0.0,0.0,-1.0,-1.0,0.0,1.0,0.0,4.0,0.7745966692414834,8.0,,6.6,8.0,,,,,,,0.9188104736278682,,-0.7188557946886915,0.7384418545636469,,,,,,,7.533333333333334,1.4000000000000004,0.3127988445009411,0.9188104736278682,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7340115,1,ttth,0,1.0
4.0,5.0,4.0,5.0,5.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,-1.0,-2.0,-2.0,-1.0,-2.0,3.0,1.6733200530681511,,,,6.25,,,,5.75,7.4,,,,,-1.2856004312927023,,,,-1.5235286817442983,0.0164822176706547,,6.466666666666666,1.6500000000000004,-0.9308822984554488,0.0164822176706547,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,7510301,5,ttth,0,1.0
2.0,4.0,2.0,3.0,3.0,2.0,3.0,4.0,3.0,4.0,-1.0,1.0,-1.0,0.0,0.0,-1.0,0.0,1.0,0.0,1.0,3.0,0.7745966692414834,,,,6.5,,,,6.75,7.6,,,,,-0.996451533313224,,,,-0.4597025749779869,0.255312636022064,,6.95,1.0999999999999996,-0.4002804907563823,0.255312636022064,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,7480201,0,ttth,0,1.0
4.0,2.0,5.0,3.0,5.0,4.0,5.0,3.0,5.0,5.0,-0.0999999999999996,-2.0999999999999996,0.9000000000000004,-1.0999999999999996,0.9000000000000004,-0.0999999999999996,0.9000000000000004,-1.0999999999999996,0.9000000000000004,0.9000000000000004,4.1,1.0440306508910548,,,,5.5,,,,5.25,5.6,,,,,-2.153047125231138,,,,-2.055441735127454,-2.132991547492037,,5.45,0.3499999999999996,-2.1138268026168765,-2.055441735127454,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7510406,7,ttth,0,1.0
4.0,3.0,2.0,5.0,3.0,4.0,2.0,4.0,3.0,2.0,0.7999999999999998,-0.2000000000000001,-1.2000000000000002,1.7999999999999998,-0.2000000000000001,0.7999999999999998,-1.2000000000000002,0.7999999999999998,-0.2000000000000001,-1.2000000000000002,3.2,0.9797958971132712,,,8.2,7.0,,,,8.0,,,,,0.7947877546097174,-0.418153737354267,,,,0.8700800584799026,,,7.733333333333333,1.1999999999999993,0.415571358578451,0.8700800584799026,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,7819010,4,ttth,0,1.0
2.0,1.0,2.0,3.0,5.0,3.0,2.0,5.0,3.0,2.0,-0.7999999999999998,-1.7999999999999998,-0.7999999999999998,0.2000000000000001,2.2,0.2000000000000001,-0.7999999999999998,2.2,0.2000000000000001,-0.7999999999999998,2.8,1.2489995996796797,,,,6.75,,,,8.5,7.4,,,,,-0.7073026353337455,,,,1.4019931118630584,0.0164822176706547,,7.55,1.75,0.2370575647333225,1.4019931118630584,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,7540106,7,ttth,0,1.0
5.0,1.0,5.0,5.0,5.0,4.0,5.0,4.0,4.0,4.0,0.7999999999999998,-3.2,0.7999999999999998,0.7999999999999998,0.7999999999999998,-0.2000000000000001,0.7999999999999998,-0.2000000000000001,-0.2000000000000001,-0.2000000000000001,4.2,1.1661903789690604,,,,7.8,,,,8.0,7.25,,,,,0.507122736180064,,,,0.8700800584799026,-0.1626405960929033,,7.683333333333334,0.75,0.404854066189021,0.8700800584799026,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,7510203,5,ttth,0,1.0
5.0,4.0,4.0,3.0,3.0,4.0,3.0,5.0,4.0,4.0,1.1,0.1,0.1,-0.8999999999999999,-0.8999999999999999,0.1,-0.8999999999999999,1.1,0.1,0.1,3.9,0.7,7.8,,6.6,8.75,,,,,,,0.739673485557979,,-0.7188557946886915,1.6058885485020824,,,,,,,7.716666666666666,2.1500000000000004,0.54223541312379,1.6058885485020824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,7340122,1,ttth,0,1.0
4.0,4.0,3.0,3.0,4.0,2.0,3.0,3.0,4.0,3.0,0.7000000000000002,0.7000000000000002,-0.2999999999999998,-0.2999999999999998,0.7000000000000002,-1.2999999999999998,-0.2999999999999998,-0.2999999999999998,0.7000000000000002,-0.2999999999999998,3.3,0.6403124237432849,,,7.2,8.0,,,,6.6,,,,,-0.1512394637017876,0.7384418545636469,,,,-0.619276490992934,,,7.266666666666666,1.4000000000000004,-0.0106913667103582,0.7384418545636469,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7480201,0,ttth,0,1.0
2.0,4.0,2.0,5.0,5.0,5.0,3.0,4.0,4.0,3.0,-1.7000000000000002,0.2999999999999998,-1.7000000000000002,1.2999999999999998,1.2999999999999998,1.2999999999999998,-0.7000000000000002,0.2999999999999998,0.2999999999999998,-0.7000000000000002,3.7,1.1,,,,8.2,,,,,7.5,5.75,,,,0.9697609729472288,,,,,0.1358974268463594,-1.3859273069406637,7.1499999999999995,2.4499999999999993,-0.0934229690490251,0.9697609729472288,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,7510401,6,ttth,0,1.0
4.0,2.0,2.0,2.0,3.0,2.0,3.0,3.0,3.0,2.0,1.4,-0.6000000000000001,-0.6000000000000001,-0.6000000000000001,0.3999999999999999,-0.6000000000000001,0.3999999999999999,0.3999999999999999,0.3999999999999999,-0.6000000000000001,2.6,0.66332495807108,7.25,5.4,8.5,,,,,,,,0.2470467683657842,-0.7127236841984068,1.0785959201031698,,,,,,,,7.05,3.0999999999999996,0.2043063347568491,1.0785959201031698,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,7810202,4,ttth,0,1.0
2.0,4.0,3.0,4.0,3.0,3.0,2.0,1.0,2.0,4.0,-0.7999999999999998,1.2000000000000002,0.2000000000000001,1.2000000000000002,0.2000000000000001,0.2000000000000001,-0.7999999999999998,-1.7999999999999998,-0.7999999999999998,1.2000000000000002,2.8,0.9797958971132712,,,6.0,7.0,,,,,7.4,,,,-1.2864721256755949,-0.418153737354267,,,,,0.0164822176706547,,6.8,1.4000000000000004,-0.562714548453069,0.0164822176706547,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,7460108,0,ttth,0,1.0
3.0,3.0,3.0,4.0,5.0,2.0,1.0,4.0,3.0,3.0,-0.1,-0.1,-0.1,0.8999999999999999,1.9,-1.1,-2.1,0.8999999999999999,-0.1,-0.1,3.1,1.044030650891055,,,7.8,7.25,,,,7.6,,,,,0.4163768672851156,-0.1290048393747885,,,,0.4445496157733776,,,7.55,0.5499999999999998,0.2439738812279015,0.4445496157733776,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,7510303,5,ttth,0,1.0
4.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,3.0,3.0,1.9,-0.1,-0.1,-1.1,-0.1,-1.1,-1.1,-0.1,0.8999999999999999,0.8999999999999999,2.1,0.9433981132056604,,,7.0,7.0,,,,9.0,,,,,-0.3404449073640889,-0.418153737354267,,,,1.9339061652462144,,,7.666666666666667,2.0,0.3917691735092861,1.9339061652462144,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,7340122,1,ttth,0,1.0
4.0,3.0,5.0,5.0,5.0,3.0,4.0,4.0,5.0,4.0,-0.2000000000000001,-1.2000000000000002,0.7999999999999998,0.7999999999999998,0.7999999999999998,-1.2000000000000002,-0.2000000000000001,-0.2000000000000001,0.7999999999999998,-0.2000000000000001,4.2,0.7483314773547882,7.5,,8.0,6.8,,,,,,,0.4709680034531456,,0.6055823109474169,-0.64947285573785,,,,,,,7.433333333333334,1.2000000000000002,0.1423591528875708,0.6055823109474169,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,7480201,0,ttth,0,1.0
3.0,2.0,4.0,4.0,5.0,2.0,3.0,3.0,2.0,2.0,0.0,-1.0,1.0,1.0,2.0,-1.0,0.0,0.0,-1.0,-1.0,3.0,1.0,,,8.6,6.8,,,,5.75,,,,,1.17319864193432,-0.64947285573785,,,,-1.5235286817442983,,,7.05,2.8499999999999996,-0.333267631849276,1.17319864193432,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,7510203,5,ttth,0,1.0
3.0,4.0,5.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,-1.5,-0.5,0.5,-1.5,0.5,0.5,0.5,0.5,0.5,0.5,4.5,0.806225774829855,,,,8.25,,,,7.25,7.2,,,,,1.0275907525431254,,,,0.0722104784051689,-0.2223482006807556,,7.566666666666666,1.0499999999999998,0.2924843434225129,1.0275907525431254,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,7340115,1,ttth,0,1.0
2.0,1.0,3.0,2.0,3.0,3.0,2.0,5.0,2.0,2.0,-0.5,-1.5,0.5,-0.5,0.5,0.5,-0.5,2.5,-0.5,-0.5,2.5,1.02469507659596,,,,6.25,,,,,9.25,7.8,,,,-1.2856004312927023,,,,,2.225663587421198,0.7757498580664824,7.766666666666667,3.0,0.571937671398326,2.225663587421198,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7540101,7,ttth,0,1.0
3.0,4.0,5.0,3.0,4.0,4.0,3.0,2.0,2.0,5.0,-0.5,0.5,1.5,-0.5,0.5,0.5,-0.5,-1.5,-1.5,1.5,3.5,1.02469507659596,7.25,,6.8,7.2,,,,,,,0.2470467683657842,,-0.5296503510263902,-0.186834618970684,,,,,,,7.083333333333333,0.4500000000000002,-0.1564794005437633,0.2470467683657842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7380107,8,ttth,0,1.0
2.0,3.0,5.0,5.0,4.0,4.0,2.0,3.0,3.0,2.0,-1.2999999999999998,-0.2999999999999998,1.7000000000000002,1.7000000000000002,0.7000000000000002,0.7000000000000002,-1.2999999999999998,-0.2999999999999998,-0.2999999999999998,-1.2999999999999998,3.3,1.1,,,8.4,8.6,,,,,7.25,,,,0.9839931982720196,1.432399209714395,,,,,-0.1626405960929033,,8.083333333333334,1.3499999999999996,0.7512506039645038,1.432399209714395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,7480201,0,ttth,0,1.0
4.0,3.0,5.0,4.0,5.0,3.0,3.0,3.0,4.0,4.0,0.2000000000000001,-0.7999999999999998,1.2000000000000002,0.2000000000000001,1.2000000000000002,-0.7999999999999998,-0.7999999999999998,-0.7999999999999998,0.2000000000000001,0.2000000000000001,3.8,0.7483314773547882,6.4,,9.4,8.0,,,,,,,-0.5142854309312439,,1.9300204165835253,0.7384418545636469,,,,,,,7.933333333333334,3.0,0.7180589467386428,1.9300204165835253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,7480201,0,ttth,0,1.0
3.0,1.0,3.0,3.0,3.0,2.0,3.0,2.0,2.0,1.0,0.7000000000000002,-1.2999999999999998,0.7000000000000002,0.7000000000000002,0.7000000000000002,-0.2999999999999998,0.7000000000000002,-0.2999999999999998,-0.2999999999999998,-1.2999999999999998,2.3,0.7810249675906654,,,7.2,8.4,,,,,8.75,,,,-0.1512394637017876,1.2010800913308128,,,,,1.6285875415426727,,8.116666666666667,1.5499999999999998,0.8928093897238994,1.6285875415426727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,7540101,7,ttth,0,1.0
4.0,5.0,3.0,3.0,4.0,3.0,4.0,3.0,3.0,3.0,0.5,1.5,-0.5,-0.5,0.5,-0.5,0.5,-0.5,-0.5,-0.5,3.5,0.6708203932499369,,,,7.25,,,,7.0,7.6,,,,,-0.1290048393747885,,,,-0.1937460482864089,0.255312636022064,,7.283333333333334,0.5999999999999996,-0.0224794172130445,0.255312636022064,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7340201,2,ttth,0,1.0
3.0,1.0,2.0,4.0,2.0,2.0,1.0,4.0,3.0,1.0,0.7000000000000002,-1.2999999999999998,-0.2999999999999998,1.7000000000000002,-0.2999999999999998,-0.2999999999999998,-1.2999999999999998,1.7000000000000002,0.7000000000000002,-1.2999999999999998,2.3,1.1,,,,7.25,,,,,8.25,7.8,,,,-0.1290048393747885,,,,,1.0315114956641471,0.7757498580664824,7.766666666666667,1.0,0.5594188381186137,1.0315114956641471,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7819010,4,ttth,0,1.0
3.0,3.0,3.0,3.0,4.0,3.0,2.0,5.0,4.0,3.0,-0.2999999999999998,-0.2999999999999998,-0.2999999999999998,-0.2999999999999998,0.7000000000000002,-0.2999999999999998,-1.2999999999999998,1.7000000000000002,0.7000000000000002,-0.2999999999999998,3.3,0.7810249675906654,,,7.8,7.6,,,,7.5,,,,,0.4163768672851156,0.2758036177964809,,,,0.3381670050967468,,,7.633333333333333,0.2999999999999998,0.343449163392781,0.4163768672851156,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7340301,2,ttth,0,1.0
1.0,1.0,3.0,4.0,1.0,3.0,3.0,5.0,3.0,3.0,-1.7000000000000002,-1.7000000000000002,0.2999999999999998,1.2999999999999998,-1.7000000000000002,0.2999999999999998,0.2999999999999998,2.3,0.2999999999999998,0.2999999999999998,2.7,1.2688577540449522,6.2,,7.6,7.0,,,,,,,-0.6934224190011331,,0.2271714236228142,-0.418153737354267,,,,,,,6.933333333333334,1.3999999999999997,-0.2948015775775286,0.2271714236228142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,7510202,5,ttth,0,1.0
5.0,3.0,5.0,4.0,5.0,4.0,5.0,3.0,5.0,5.0,0.5999999999999996,-1.4000000000000004,0.5999999999999996,-0.4000000000000003,0.5999999999999996,-0.4000000000000003,0.5999999999999996,-1.4000000000000004,0.5999999999999996,0.5999999999999996,4.4,0.7999999999999999,8.0,,8.6,6.8,,,,,,,0.9188104736278682,,1.17319864193432,-0.64947285573785,,,,,,,7.800000000000001,1.7999999999999998,0.4808454199414461,1.17319864193432,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7810201,4,ttth,0,1.0
3.0,4.0,3.0,4.0,4.0,5.0,4.0,4.0,3.0,4.0,-0.7999999999999998,0.2000000000000001,-0.7999999999999998,0.2000000000000001,0.2000000000000001,1.2000000000000002,0.2000000000000001,0.2000000000000001,-0.7999999999999998,0.2000000000000001,3.8,0.6,,,,8.2,,,,7.75,7.25,,,,,0.9697609729472288,,,,0.6041235317883247,-0.1626405960929033,,7.733333333333333,0.9499999999999992,0.4704146362142167,0.9697609729472288,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7340201,2,ttth,0,1.0
3.0,5.0,3.0,3.0,3.0,4.0,5.0,5.0,3.0,5.0,-0.8999999999999999,1.1,-0.8999999999999999,-0.8999999999999999,-0.8999999999999999,0.1,1.1,1.1,-0.8999999999999999,1.1,3.9,0.9433981132056604,5.5,8.0,6.0,,,,,,,,-1.3204018772457449,1.1144388752643983,-1.2864721256755949,,,,,,,,6.5,2.5,-0.4974783758856471,1.1144388752643983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,7380107,8,ttth,0,1.0
5.0,3.0,3.0,4.0,4.0,2.0,4.0,2.0,2.0,3.0,1.7999999999999998,-0.2000000000000001,-0.2000000000000001,0.7999999999999998,0.7999999999999998,-1.2000000000000002,0.7999999999999998,-1.2000000000000002,-1.2000000000000002,-0.2000000000000001,3.2,0.9797958971132712,6.5,,8.8,7.8,,,,,,,-0.4247169368962996,,1.3624040855966222,0.507122736180064,,,,,,,7.7,2.3000000000000007,0.4816032949601288,1.3624040855966222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7220201,8,ttth,0,1.0
1.0,5.0,4.0,4.0,4.0,4.0,5.0,4.0,3.0,5.0,-2.9,1.1,0.1,0.1,0.1,0.1,1.1,0.1,-0.8999999999999999,1.1,3.9,1.1357816691600549,,,,8.0,,,,7.0,8.0,,,,,0.7384418545636469,,,,-0.1937460482864089,0.7329734727248847,,7.666666666666667,1.0,0.4258897596673742,0.7384418545636469,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7540101,7,ttth,0,1.0
5.0,1.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,0.5,-3.5,0.5,0.5,0.5,0.5,0.5,-0.5,0.5,0.5,4.5,1.2041594578792296,7.0,,4.5,6.74,,,,,,,0.0231255332784229,,-2.7055129531428532,-0.7188685912529243,,,,,,,6.080000000000001,2.5,-1.1337520037057849,0.0231255332784229,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,7340123,3,khaosat,1,1.0
