to_hop_thi,diem_Van,diem_Dia,diem_Anh,diem_Toan,diem_Gdktpl,diem_Tin,diem_Su,diem_Ly,diem_Hoa,diem_Sinh,nguon,ma_nganh,j_nganh,ma_nhom,i_trong_nganh
D01,7.0,,7.6,8.0,,,,,,,ttth,7340301,10,2,50
A00,,,,8.5,,,,7.0,8.0,,ttth,7340301,10,2,51
A00,,,,7.8,,,,7.0,7.75,,ttth,7340301,10,2,52
A00,,,,7.6,,,,7.25,8.25,,ttth,7340301,10,2,53
D01,8.0,,7.4,7.2,,,,,,,ttth,7340301,10,2,54
D01,8.0,,7.2,7.2,,,,,,,ttth,7340301,10,2,55
A00,,,,8.0,,,,7.75,8.25,,ttth,7340301,10,2,56
A00,,,,5.5,,,,7.5,7.8,,ttth,7340301,10,2,57
A00,,,,8.4,,,,8.5,8.0,,ttth,7340301,10,2,58
D01,7.5,,7.8,7.4,,,,,,,ttth,7340301,10,2,59
A00,,,,8.2,,,,6.75,7.75,,ttth,7340301,10,2,60
A00,,,,8.6,,,,7.0,7.25,,ttth,7340301,10,2,61
A00,,,,5.5,,,,7.75,7.4,,ttth,7340301,10,2,62
A00,,,,7.8,,,,6.75,7.5,,ttth,7340301,10,2,63
D01,8.0,,6.6,8.0,,,,,,,ttth,7340301,10,2,64
D01,9.0,,7.8,7.6,,,,,,,ttth,7340301,10,2,65
D01,6.2,,7.2,7.0,,,,,,,ttth,7340301,10,2,66
A00,,,,8.0,,,,7.25,8.0,,ttth,7340301,10,2,67
D01,8.2,,6.8,8.0,,,,,,,ttth,7340301,10,2,68
D01,8.5,,7.6,8.2,,,,,,,ttth,7340301,10,2,69
A00,,,,8.25,,,,8.0,7.0,,ttth,7340301,10,2,70
D01,8.25,,8.2,7.4,,,,,,,ttth,7340301,10,2,71
A00,,,,8.2,,,,7.75,8.5,,ttth,7340301,10,2,72
D01,8.5,,8.0,6.6,,,,,,,ttth,7340301,10,2,73
A01,,,8.4,7.5,,,,8.0,,,ttth,7340301,10,2,74
D01,6.0,,7.4,6.75,,,,,,,ttth,7340301,10,2,75
A00,,,,7.5,,,,8.25,7.4,,ttth,7340301,10,2,76
A00,,,,8.0,,,,6.75,8.0,,ttth,7340301,10,2,77
A00,,,,7.8,,,,6.75,8.75,,ttth,7340301,10,2,78
A00,,,,8.2,,,,6.5,8.25,,ttth,7340301,10,2,79
A00,,,,7.25,,,,8.5,8.0,,ttth,7340301,10,2,80
D01,7.75,,8.6,7.2,,,,,,,ttth,7340301,10,2,81
D01,7.4,,7.6,9.0,,,,,,,ttth,7340301,10,2,82
A00,,,,6.25,,,,7.75,7.8,,ttth,7340301,10,2,83
A01,,,7.2,6.5,,,,6.6,,,ttth,7340301,10,2,84
A00,,,,7.0,,,,7.0,8.25,,ttth,7340301,10,2,85
A00,,,,8.0,,,,7.0,7.5,,ttth,7340301,10,2,86
A00,,,,7.25,,,,7.25,7.6,,ttth,7340301,10,2,87
D01,8.0,,6.4,7.25,,,,,,,ttth,7340301,10,2,88
D01,7.4,,6.6,7.75,,,,,,,ttth,7340301,10,2,89
D01,6.0,,6.4,8.0,,,,,,,ttth,7340301,10,2,90
A00,,,,7.6,,,,7.5,7.75,,ttth,7340301,10,2,91
A00,,,,6.75,,,,6.75,7.6,,ttth,7340301,10,2,92
A01,,,7.2,8.8,,,,8.0,,,ttth,7340301,10,2,93
D01,6.6,,7.2,8.0,,,,,,,ttth,7340301,10,2,94
A00,,,,7.75,,,,8.25,8.2,,ttth,7340301,10,2,95
A00,,,,8.0,,,,7.25,8.0,,ttth,7340301,10,2,96
A01,,,7.4,8.2,,,,7.0,,,ttth,7340301,10,2,97
D01,6.4,,6.8,6.5,,,,,,,ttth,7340301,10,2,98
A01,,,8.4,7.6,,,,7.75,,,ttth,7340301,10,2,99
A00,,,,7.5,,,,7.5,8.4,,ttth,7340301,10,2,100
A00,,,,7.75,,,,8.0,8.4,,ttth,7340301,10,2,101
D01,7.75,,7.2,7.8,,,,,,,ttth,7340301,10,2,102
D01,7.8,,6.0,7.25,,,,,,,ttth,7340301,10,2,103
A00,,,,6.0,,,,6.75,7.8,,ttth,7340301,10,2,104
D01,7.25,,7.4,7.6,,,,,,,ttth,7340301,10,2,105
A00,,,,8.0,,,,7.5,8.4,,ttth,7340301,10,2,106
A00,,,,8.0,,,,7.0,7.2,,ttth,7340301,10,2,107
D01,5.8,,7.8,7.25,,,,,,,ttth,7340301,10,2,108
D01,7.2,,6.0,8.25,,,,,,,ttth,7340301,10,2,109
A00,,,,6.75,,,,6.0,7.4,,ttth,7340301,10,2,110
D01,7.25,,7.8,8.0,,,,,,,ttth,7340301,10,2,111
A01,,,7.8,7.5,,,,8.6,,,ttth,7340301,10,2,112
A00,,,,7.0,,,,7.75,8.4,,ttth,7340301,10,2,113
A01,,,8.2,7.6,,,,7.5,,,ttth,7340301,10,2,114
A00,,,,7.5,,,,7.75,7.0,,ttth,7340301,10,2,115
D01,7.5,,8.6,7.4,,,,,,,ttth,7340301,10,2,116
D01,8.25,,6.6,8.4,,,,,,,ttth,7340301,10,2,117
D01,5.8,,7.4,7.0,,,,,,,ttth,7340301,10,2,118
A00,,,,7.5,,,,7.5,7.2,,ttth,7340301,10,2,119
A01,,,8.0,8.0,,,,8.0,,,bootstrap_khaosat,7380101,11,8,0
D07,,,6.0,7.0,,,,,7.0,,bootstrap_khaosat,7380101,11,8,1
D01,7.25,,8.75,8.25,,,,,,,bootstrap_khaosat,7380101,11,8,2
D07,,,6.0,7.0,,,,,7.0,,bootstrap_khaosat,7380101,11,8,3
X01,9.0,,,5.25,8.75,,,,,,bootstrap_khaosat,7380101,11,8,4
D07,,,6.0,7.0,,,,,7.0,,bootstrap_khaosat,7380101,11,8,5
D01,8.0,,8.25,7.5,,,,,,,bootstrap_khaosat,7380101,11,8,6
X01,6.5,,,6.75,5.0,,,,,,bootstrap_khaosat,7380101,11,8,7
A01,,,8.0,8.0,,,,8.0,,,bootstrap_khaosat,7380101,11,8,8
D01,7.25,,8.75,8.25,,,,,,,bootstrap_khaosat,7380101,11,8,9
D01,7.25,,7.0,8.0,,,,,,,bootstrap_khaosat,7380101,11,8,10
X01,9.0,,,5.25,8.75,,,,,,bootstrap_khaosat,7380101,11,8,11
A01,,,8.0,8.0,,,,8.0,,,bootstrap_khaosat,7380101,11,8,12
D01,7.25,,7.0,8.0,,,,,,,bootstrap_khaosat,7380101,11,8,13
X01,9.0,,,5.25,8.75,,,,,,bootstrap_khaosat,7380101,11,8,14
C00,7.0,5.0,,,,,6.75,,,,bootstrap_khaosat,7380101,11,8,15
D01,7.25,,7.0,8.0,,,,,,,bootstrap_khaosat,7380101,11,8,16
D01,7.25,,8.75,8.25,,,,,,,bootstrap_khaosat,7380101,11,8,17
X01,9.0,,,5.25,8.75,,,,,,bootstrap_khaosat,7380101,11,8,18
X01,6.5,,,6.75,5.0,,,,,,bootstrap_khaosat,7380101,11,8,19
D01,7.25,,8.75,8.25,,,,,,,bootstrap_khaosat,7380101,11,8,20
D07,,,6.0,7.0,,,,,7.0,,bootstrap_khaosat,7380101,11,8,21
D01,7.25,,8.75,8.25,,,,,,,bootstrap_khaosat,7380101,11,8,22
A01,,,8.0,8.0,,,,8.0,,,bootstrap_khaosat,7380101,11,8,23
D07,,,6.0,7.0,,,,,7.0,,bootstrap_khaosat,7380101,11,8,24
D01,7.25,,8.75,8.25,,,,,,,bootstrap_khaosat,7380101,11,8,25
C00,7.0,5.0,,,,,6.75,,,,bootstrap_khaosat,7380101,11,8,26
D01,7.25,,7.0,8.0,,,,,,,bootstrap_khaosat,7380101,11,8,27
X01,6.5,,,6.75,5.0,,,,,,bootstrap_khaosat,7380101,11,8,28
D01,7.25,,7.0,8.0,,,,,,,bootstrap_khaosat,7380101,11,8,29
C00,7.0,5.0,,,,,6.75,,,,bootstrap_khaosat,7380101,11,8,30
D01,7.25,,8.75,8.25,,,,,,,bootstrap_khaosat,7380101,11,8,31
D01,7.25,,8.75,8.25,,,,,,,bootstrap_khaosat,7380101,11,8,32
D01,7.25,,7.0,8.0,,,,,,,bootstrap_khaosat,7380101,11,8,33
D07,,,6.0,7.0,,,,,7.0,,bootstrap_khaosat,7380101,11,8,34
D01,7.25,,7.0,8.0,,,,,,,bootstrap_khaosat,7380101,11,8,35
D07,,,6.0,7.0,,,,,7.0,,bootstrap_khaosat,7380101,11,8,36
X01,6.5,,,6.75,5.0,,,,,,bootstrap_khaosat,7380101,11,8,37
D01,7.25,,7.0,8.0,,,,,,,bootstrap_khaosat,7380101,11,8,38
A01,,,8.0,8.0,,,,8.0,,,bootstrap_khaosat,7380101,11,8,39
D01,8.0,,8.25,7.5,,,,,,,bootstrap_khaosat,7380101,11,8,40
C00,7.0,5.0,,,,,6.75,,,,bootstrap_khaosat,7380101,11,8,41
A01,,,8.0,8.0,,,,8.0,,,bootstrap_khaosat,7380101,11,8,42
A01,,,8.0,8.0,,,,8.0,,,bootstrap_khaosat,7380101,11,8,43
D01,7.25,,8.75,8.25,,,,,,,bootstrap_khaosat,7380101,11,8,44
X01,9.0,,,5.25,8.75,,,,,,bootstrap_khaosat,7380101,11,8,45
D07,,,6.0,7.0,,,,,7.0,,bootstrap_khaosat,7380101,11,8,46
D07,,,6.0,7.0,,,,,7.0,,bootstrap_khaosat,7380101,11,8,47
X01,9.0,,,5.25,8.75,,,,,,bootstrap_khaosat,7380101,11,8,48
X01,6.5,,,6.75,5.0,,,,,,bootstrap_khaosat,7380101,11,8,49
X01,6.5,,,6.75,5.0,,,,,,bootstrap_khaosat,7380101,11,8,50
C00,7.0,5.0,,,,,6.75,,,,bootstrap_khaosat,7380101,11,8,51
D01,8.0,,8.25,7.5,,,,,,,bootstrap_khaosat,7380101,11,8,52
D01,7.25,,7.0,8.0,,,,,,,bootstrap_khaosat,7380101,11,8,53
D01,7.25,,7.0,8.0,,,,,,,bootstrap_khaosat,7380101,11,8,54
D01,7.25,,7.0,8.0,,,,,,,bootstrap_khaosat,7380101,11,8,55
D07,,,6.0,7.0,,,,,7.0,,bootstrap_khaosat,7380101,11,8,56
D01,8.0,,8.25,7.5,,,,,,,bootstrap_khaosat,7380101,11,8,57
D01,7.25,,7.0,8.0,,,,,,,bootstrap_khaosat,7380101,11,8,58
D01,7.25,,8.75,8.25,,,,,,,bootstrap_khaosat,7380101,11,8,59
D07,,,6.0,7.0,,,,,7.0,,bootstrap_khaosat,7380101,11,8,60
D01,7.25,,8.75,8.25,,,,,,,bootstrap_khaosat,7380101,11,8,61
D01,8.0,,8.25,7.5,,,,,,,bootstrap_khaosat,7380101,11,8,62
D01,7.25,,7.0,8.0,,,,,,,bootstrap_khaosat,7380101,11,8,63
D07,,,6.0,7.0,,,,,7.0,,bootstrap_khaosat,7380101,11,8,64
C00,7.0,5.0,,,,,6.75,,,,bootstrap_khaosat,7380101,11,8,65
C00,7.0,5.0,,,,,6.75,,,,bootstrap_khaosat,7380101,11,8,66
D01,7.25,,7.0,8.0,,,,,,,bootstrap_khaosat,7380101,11,8,67
D01,7.25,,8.75,8.25,,,,,,,bootstrap_khaosat,7380101,11,8,68
X01,6.5,,,6.75,5.0,,,,,,bootstrap_khaosat,7380101,11,8,69
D01,7.25,,7.0,8.0,,,,,,,bootstrap_khaosat,7380101,11,8,70
D01,7.25,,7.0,8.0,,,,,,,bootstrap_khaosat,7380101,11,8,71
C00,7.0,5.0,,,,,6.75,,,,bootstrap_khaosat,7380101,11,8,72
D01,8.0,,8.25,7.5,,,,,,,bootstrap_khaosat,7380101,11,8,73
C00,7.0,5.0,,,,,6.75,,,,bootstrap_khaosat,7380101,11,8,74
X01,6.5,,,6.75,5.0,,,,,,bootstrap_khaosat,7380101,11,8,75
C00,7.0,5.0,,,,,6.75,,,,bootstrap_khaosat,7380101,11,8,76
C00,7.0,5.0,,,,,6.75,,,,bootstrap_khaosat,7380101,11,8,77
D01,7.25,,8.75,8.25,,,,,,,bootstrap_khaosat,7380101,11,8,78
C00,7.0,5.0,,,,,6.75,,,,bootstrap_khaosat,7380101,11,8,79
X01,9.0,,,5.25,8.75,,,,,,bootstrap_khaosat,7380101,11,8,80
D01,7.25,,7.0,8.0,,,,,,,bootstrap_khaosat,7380101,11,8,81
X01,6.5,,,6.75,5.0,,,,,,bootstrap_khaosat,7380101,11,8,82
X01,9.0,,,5.25,8.75,,,,,,bootstrap_khaosat,7380101,11,8,83
C00,7.0,5.0,,,,,6.75,,,,bootstrap_khaosat,7380101,11,8,84
A01,,,8.0,8.0,,,,8.0,,,bootstrap_khaosat,7380101,11,8,85
X01,6.5,,,6.75,5.0,,,,,,bootstrap_khaosat,7380101,11,8,86
D01,8.0,,8.25,7.5,,,,,,,bootstrap_khaosat,7380101,11,8,87
D01,7.25,,8.75,8.25,,,,,,,bootstrap_khaosat,7380101,11,8,88
D01,7.25,,7.0,8.0,,,,,,,bootstrap_khaosat,7380101,11,8,89
D07,,,6.0,7.0,,,,,7.0,,bootstrap_khaosat,7380101,11,8,90
A01,,,8.0,8.0,,,,8.0,,,bootstrap_khaosat,7380101,11,8,91
D07,,,6.0,7.0,,,,,7.0,,bootstrap_khaosat,7380101,11,8,92
X01,6.5,,,6.75,5.0,,,,,,bootstrap_khaosat,7380101,11,8,93
D07,,,6.0,7.0,,,,,7.0,,bootstrap_khaosat,7380101,11,8,94
D07,,,6.0,7.0,,,,,7.0,,bootstrap_khaosat,7380101,11,8,95
X01,6.5,,,6.75,5.0,,,,,,bootstrap_khaosat,7380101,11,8,96
C00,7.0,5.0,,,,,6.75,,,,bootstrap_khaosat,7380101,11,8,97
X01,6.5,,,6.75,5.0,,,,,,bootstrap_khaosat,7380101,11,8,98
D07,,,6.0,7.0,,,,,7.0,,bootstrap_khaosat,7380101,11,8,99
D01,7.25,,8.75,8.25,,,,,,,bootstrap_khaosat,7380101,11,8,100
D01,7.25,,8.75,8.25,,,,,,,bootstrap_khaosat,7380101,11,8,101
A01,,,8.0,8.0,,,,8.0,,,bootstrap_khaosat,7380101,11,8,102
X01,6.5,,,6.75,5.0,,,,,,bootstrap_khaosat,7380101,11,8,103
X01,9.0,,,5.25,8.75,,,,,,bootstrap_khaosat,7380101,11,8,104
D01,8.0,,8.25,7.5,,,,,,,bootstrap_khaosat,7380101,11,8,105
D01,7.25,,8.75,8.25,,,,,,,bootstrap_khaosat,7380101,11,8,106
X01,9.0,,,5.25,8.75,,,,,,bootstrap_khaosat,7380101,11,8,107
D01,8.0,,8.25,7.5,,,,,,,bootstrap_khaosat,7380101,11,8,108
D01,7.25,,8.75,8.25,,,,,,,bootstrap_khaosat,7380101,11,8,109
D07,,,6.0,7.0,,,,,7.0,,bootstrap_khaosat,7380101,11,8,110
D01,7.25,,7.0,8.0,,,,,,,bootstrap_khaosat,7380101,11,8,111
X01,9.0,,,5.25,8.75,,,,,,bootstrap_khaosat,7380101,11,8,112
D01,7.25,,8.75,8.25,,,,,,,bootstrap_khaosat,7380101,11,8,113
D01,7.25,,8.75,8.25,,,,,,,bootstrap_khaosat,7380101,11,8,114
X01,6.5,,,6.75,5.0,,,,,,bootstrap_khaosat,7380101,11,8,115
D01,7.25,,8.75,8.25,,,,,,,bootstrap_khaosat,7380101,11,8,116
X01,9.0,,,5.25,8.75,,,,,,bootstrap_khaosat,7380101,11,8,117
X01,6.5,,,6.75,5.0,,,,,,bootstrap_khaosat,7380101,11,8,118
X01,9.0,,,5.25,8.75,,,,,,bootstrap_khaosat,7380101,11,8,119
D15,6.75,4.6,8.0,,,,,,,,ttth,7380107,12,8,0
A00,,,,7.0,,,,7.5,7.4,,ttth,7380107,12,8,1
A01,,,7.4,5.0,,,,7.2,,,ttth,7380107,12,8,2
D01,7.0,,6.2,7.5,,,,,,,ttth,7380107,12,8,3
A00,,,,8.4,,,,7.0,7.5,,ttth,7380107,12,8,4
D15,7.75,5.4,7.25,,,,,,,,ttth,7380107,12,8,5
D01,7.2,,8.2,7.5,,,,,,,ttth,7380107,12,8,6
D01,7.5,,5.4,8.2,,,,,,,ttth,7380107,12,8,7
D15,6.75,7.6,5.25,,,,,,,,ttth,7380107,12,8,8
D01,7.0,,6.6,8.25,,,,,,,ttth,7380107,12,8,9
D01,7.8,,6.8,7.5,,,,,,,ttth,7380107,12,8,10
A00,,,,6.25,,,,7.5,6.6,,ttth,7380107,12,8,11
D01,8.0,,7.6,7.6,,,,,,,ttth,7380107,12,8,12
A01,,,8.4,7.25,,,,7.2,,,ttth,7380107,12,8,13
D01,6.75,,7.6,7.4,,,,,,,ttth,7380107,12,8,14
D01,7.6,,7.0,8.25,,,,,,,ttth,7380107,12,8,15
A00,,,,7.6,,,,6.75,7.0,,ttth,7380107,12,8,16
A00,,,,7.0,,,,8.0,6.4,,ttth,7380107,12,8,17
A00,,,,6.0,,,,6.5,6.8,,ttth,7380107,12,8,18
D01,6.6,,7.4,7.75,,,,,,,ttth,7380107,12,8,19
D01,7.0,,7.6,7.4,,,,,,,ttth,7380107,12,8,20
D01,6.8,,6.4,6.5,,,,,,,ttth,7380107,12,8,21
D01,7.5,,7.0,7.2,,,,,,,ttth,7380107,12,8,22
D01,7.4,,7.4,7.5,,,,,,,ttth,7380107,12,8,23
D01,8.0,,7.8,7.0,,,,,,,ttth,7380107,12,8,24
D15,6.75,4.4,8.0,,,,,,,,ttth,7380107,12,8,25
D15,5.5,8.0,6.0,,,,,,,,ttth,7380107,12,8,26
D01,7.4,,7.4,7.5,,,,,,,ttth,7380107,12,8,27
D01,5.8,,7.0,7.25,,,,,,,ttth,7380107,12,8,28
A00,,,,6.8,,,,7.0,7.75,,ttth,7380107,12,8,29
A00,,,,7.75,,,,7.25,8.0,,ttth,7380107,12,8,30
A00,,,,5.75,,,,8.25,7.4,,ttth,7380107,12,8,31
A01,,,8.4,6.5,,,,6.4,,,ttth,7380107,12,8,32
D01,7.6,,6.6,7.0,,,,,,,ttth,7380107,12,8,33
A00,,,,6.0,,,,7.75,7.0,,ttth,7380107,12,8,34
A00,,,,7.4,,,,8.25,7.25,,ttth,7380107,12,8,35
A00,,,,6.25,,,,7.75,7.2,,ttth,7380107,12,8,36
D01,6.0,,8.8,8.0,,,,,,,ttth,7380107,12,8,37
D01,7.75,,7.8,7.2,,,,,,,ttth,7380107,12,8,38
A00,,,,7.25,,,,7.5,8.2,,ttth,7380107,12,8,39
A00,,,,7.25,,,,7.75,8.2,,ttth,7380107,12,8,40
D01,6.75,,8.6,8.2,,,,,,,ttth,7380107,12,8,41
D01,6.75,,8.4,7.4,,,,,,,ttth,7380107,12,8,42
A00,,,,8.6,,,,7.25,8.0,,ttth,7380107,12,8,43
D01,6.75,,8.0,7.6,,,,,,,ttth,7380107,12,8,44
A01,,,8.8,7.0,,,,6.75,,,ttth,7380107,12,8,45
A00,,,,7.8,,,,7.75,8.25,,ttth,7380107,12,8,46
D01,6.4,,7.0,8.5,,,,,,,ttth,7380107,12,8,47
D01,6.4,,6.6,7.5,,,,,,,ttth,7380107,12,8,48
A00,,,,7.5,,,,7.5,6.6,,ttth,7380107,12,8,49
D01,8.0,,6.8,7.8,,,,,,,ttth,7380107,12,8,50
A00,,,,8.8,,,,6.75,6.0,,ttth,7380107,12,8,51
D01,8.75,,7.4,6.8,,,,,,,ttth,7380107,12,8,52
D01,6.2,,7.6,8.75,,,,,,,ttth,7380107,12,8,53
D01,7.0,,8.0,8.25,,,,,,,ttth,7380107,12,8,54
D01,4.8,,6.6,7.5,,,,,,,ttth,7380107,12,8,55
A01,,,7.4,7.5,,,,8.0,,,ttth,7380107,12,8,56
A00,,,,7.0,,,,7.0,6.8,,ttth,7380107,12,8,57
D15,6.0,7.8,6.25,,,,,,,,ttth,7380107,12,8,58
A01,,,7.6,8.2,,,,6.75,,,ttth,7380107,12,8,59
A00,,,,8.2,,,,6.75,7.5,,ttth,7380107,12,8,60
A00,,,,8.4,,,,8.0,6.25,,ttth,7380107,12,8,61
D01,7.2,,5.0,8.0,,,,,,,ttth,7380107,12,8,62
D01,7.2,,5.8,6.25,,,,,,,ttth,7380107,12,8,63
D01,5.4,,7.6,7.0,,,,,,,ttth,7380107,12,8,64
D01,6.0,,6.6,8.5,,,,,,,ttth,7380107,12,8,65
A00,,,,5.75,,,,6.0,7.2,,ttth,7380107,12,8,66
D01,8.0,,8.4,8.0,,,,,,,ttth,7380107,12,8,67
D01,5.8,,8.0,7.0,,,,,,,ttth,7380107,12,8,68
D01,7.4,,7.6,7.75,,,,,,,ttth,7380107,12,8,69
D01,4.4,,7.6,7.25,,,,,,,ttth,7380107,12,8,70
D01,7.75,,6.6,7.2,,,,,,,ttth,7380107,12,8,71
D01,7.2,,6.8,7.0,,,,,,,ttth,7380107,12,8,72
D01,7.4,,7.6,7.5,,,,,,,ttth,7380107,12,8,73
D01,7.5,,8.0,7.2,,,,,,,ttth,7380107,12,8,74
A00,,,,7.75,,,,7.5,7.0,,ttth,7380107,12,8,75
D01,7.5,,6.0,8.0,,,,,,,ttth,7380107,12,8,76
D01,7.25,,8.4,7.0,,,,,,,ttth,7380107,12,8,77
D01,5.8,,7.8,7.75,,,,,,,ttth,7380107,12,8,78
D01,6.4,,8.6,6.5,,,,,,,ttth,7380107,12,8,79
A00,,,,8.2,,,,5.75,7.75,,ttth,7380107,12,8,80
D01,8.5,,7.8,8.0,,,,,,,ttth,7380107,12,8,81
D01,6.4,,8.4,6.5,,,,,,,ttth,7380107,12,8,82
A00,,,,7.6,,,,6.75,7.5,,ttth,7380107,12,8,83
D01,7.0,,8.0,7.2,,,,,,,ttth,7380107,12,8,84
A00,,,,6.75,,,,6.5,7.4,,ttth,7380107,12,8,85
A00,,,,8.2,,,,8.5,7.0,,ttth,7380107,12,8,86
A00,,,,7.8,,,,7.25,7.75,,ttth,7380107,12,8,87
D01,7.0,,7.8,7.2,,,,,,,ttth,7380107,12,8,88
A00,,,,6.8,,,,7.0,7.75,,ttth,7380107,12,8,89
D01,7.0,,7.8,7.6,,,,,,,ttth,7380107,12,8,90
A01,,,6.6,8.4,,,,8.75,,,ttth,7380107,12,8,91
D01,6.2,,6.8,8.25,,,,,,,ttth,7380107,12,8,92
A00,,,,8.25,,,,7.0,8.6,,ttth,7380107,12,8,93
A00,,,,7.2,,,,7.5,6.75,,ttth,7380107,12,8,94
D01,8.75,,7.6,7.0,,,,,,,ttth,7380107,12,8,95
D01,5.8,,6.6,9.0,,,,,,,ttth,7380107,12,8,96
D01,6.0,,8.0,7.6,,,,,,,ttth,7380107,12,8,97
A00,,,,7.75,,,,6.75,6.6,,ttth,7380107,12,8,98
A00,,,,6.0,,,,6.5,6.4,,ttth,7380107,12,8,99
D01,7.25,,8.0,7.2,,,,,,,ttth,7380107,12,8,100
A00,,,,7.0,,,,7.0,7.8,,ttth,7380107,12,8,101
A01,,,8.8,7.6,,,,8.0,,,ttth,7380107,12,8,102
D01,6.8,,7.2,7.5,,,,,,,ttth,7380107,12,8,103
D15,7.5,5.6,7.75,,,,,,,,ttth,7380107,12,8,104
A01,,,7.2,7.0,,,,7.4,,,ttth,7380107,12,8,105
D01,8.0,,7.6,7.2,,,,,,,ttth,7380107,12,8,106
D01,8.25,,5.8,7.2,,,,,,,ttth,7380107,12,8,107
A01,,,7.0,6.5,,,,5.6,,,ttth,7380107,12,8,108
A00,,,,8.2,,,,7.25,6.75,,ttth,7380107,12,8,109
D15,7.0,5.8,8.25,,,,,,,,ttth,7380107,12,8,110
D01,6.2,,7.0,8.5,,,,,,,ttth,7380107,12,8,111
D01,8.5,,7.0,6.8,,,,,,,ttth,7380107,12,8,112
D01,8.0,,6.4,7.8,,,,,,,ttth,7380107,12,8,113
A00,,,,7.25,,,,5.5,7.6,,ttth,7380107,12,8,114
D01,5.0,,7.0,8.67,,,,,,,ttth,7380107,12,8,115
D01,7.2,,6.8,9.0,,,,,,,ttth,7380107,12,8,116
D01,7.5,,8.6,6.0,,,,,,,ttth,7380107,12,8,117
D01,3.8,,8.2,7.75,,,,,,,ttth,7380107,12,8,118
A00,,,,7.4,,,,5.75,8.25,,ttth,7380107,12,8,119
A00,,,,7.4,,,,6.75,7.75,,ttth,7420201,13,7,0
B00,,,,8.2,,,,,8.0,6.25,ttth,7420201,13,7,1
B00,,,,7.75,,,,,8.75,7.6,ttth,7420201,13,7,2
B00,,,,8.0,,,,,7.5,7.75,ttth,7420201,13,7,3
B00,,,,6.5,,,,,6.25,8.0,ttth,7420201,13,7,4
D07,,,8.8,7.6,,,,,7.5,,ttth,7420201,13,7,5
B00,,,,6.5,,,,,5.75,6.8,ttth,7420201,13,7,6
A00,,,,7.0,,,,6.5,8.0,,ttth,7420201,13,7,7
B00,,,,8.2,,,,,7.25,7.75,ttth,7420201,13,7,8
B00,,,,7.5,,,,,8.25,8.0,ttth,7420201,13,7,9
B00,,,,5.0,,,,,6.0,6.2,ttth,7420201,13,7,10
B00,,,,5.0,,,,,6.25,5.0,ttth,7420201,13,7,11
A00,,,,6.4,,,,5.75,7.75,,ttth,7420201,13,7,12
D07,,,7.8,7.75,,,,,7.4,,ttth,7420201,13,7,13
A00,,,,7.2,,,,5.75,5.5,,ttth,7420201,13,7,14
A01,,,5.0,6.6,,,,6.25,,,ttth,7420201,13,7,15
A00,,,,7.8,,,,7.25,6.75,,ttth,7420201,13,7,16
B00,,,,7.75,,,,,7.0,6.8,ttth,7420201,13,7,17
A00,,,,6.2,,,,6.75,6.75,,ttth,7420201,13,7,18
B00,,,,8.25,,,,,8.0,7.8,ttth,7420201,13,7,19
B00,,,,6.5,,,,,7.75,7.0,ttth,7420201,13,7,20
B00,,,,7.8,,,,,6.75,7.5,ttth,7420201,13,7,21
A00,,,,6.75,,,,7.5,7.2,,ttth,7420201,13,7,22
B00,,,,7.0,,,,,7.75,7.2,ttth,7420201,13,7,23
B00,,,,8.6,,,,,7.5,6.5,ttth,7420201,13,7,24
B00,,,,6.2,,,,,7.75,7.0,ttth,7420201,13,7,25
A00,,,,6.6,,,,6.25,6.25,,ttth,7420201,13,7,26
A00,,,,7.75,,,,7.0,6.8,,ttth,7420201,13,7,27
B00,,,,7.5,,,,,5.5,8.0,ttth,7420201,13,7,28
A01,,,5.4,7.4,,,,6.0,,,ttth,7420201,13,7,29
D07,,,7.0,6.5,,,,,7.2,,ttth,7420201,13,7,30
B00,,,,7.6,,,,,6.75,7.5,ttth,7420201,13,7,31
B00,,,,8.0,,,,,7.75,6.25,ttth,7420201,13,7,32
A00,,,,8.4,,,,7.0,7.25,,ttth,7420201,13,7,33
A01,,,8.0,6.5,,,,8.0,,,ttth,7420201,13,7,34
A00,,,,7.0,,,,5.0,5.75,,ttth,7420201,13,7,35
D07,,,7.2,6.8,,,,,6.5,,ttth,7420201,13,7,36
A00,,,,7.75,,,,6.0,7.8,,ttth,7420201,13,7,37
B00,,,,8.0,,,,,5.75,7.8,ttth,7420201,13,7,38
A00,,,,7.0,,,,5.25,4.5,,ttth,7420201,13,7,39
B00,,,,7.2,,,,,6.5,7.25,ttth,7420201,13,7,40
A00,,,,8.4,,,,6.0,8.25,,ttth,7420201,13,7,41
A01,,,4.8,5.8,,,,5.5,,,ttth,7420201,13,7,42
A00,,,,7.0,,,,6.5,7.0,,ttth,7420201,13,7,43
A00,,,,8.0,,,,7.0,7.8,,ttth,7420201,13,7,44
D07,,,5.6,7.5,,,,,7.4,,ttth,7420201,13,7,45
B00,,,,7.75,,,,,8.25,8.4,ttth,7420201,13,7,46
A00,,,,8.4,,,,5.5,4.75,,ttth,7420201,13,7,47
A01,,,7.4,7.5,,,,8.4,,,ttth,7420201,13,7,48
B00,,,,4.8,,,,,6.25,5.5,ttth,7420201,13,7,49
B00,,,,8.0,,,,,7.75,7.25,ttth,7420201,13,7,50
A00,,,,7.0,,,,5.5,5.0,,ttth,7420201,13,7,51
