likert_nang_dong,likert_huong_noi,likert_sang_tao,likert_logic,likert_to_mo,likert_thi_nghiem,likert_moi_truong,likert_dinh_duong,likert_tranh_luan,likert_thiet_ke,ips_likert_nang_dong,ips_likert_huong_noi,ips_likert_sang_tao,ips_likert_logic,ips_likert_to_mo,ips_likert_thi_nghiem,ips_likert_moi_truong,ips_likert_dinh_duong,ips_likert_tranh_luan,ips_likert_thiet_ke,likert_tb,likert_dolech,diem_Van,diem_Dia,diem_Anh,diem_Toan,diem_Gdktpl,diem_Tin,diem_Su,diem_Ly,diem_Hoa,diem_Sinh,z_diem_Van,z_diem_Dia,z_diem_Anh,z_diem_Toan,z_diem_Gdktpl,z_diem_Tin,z_diem_Su,z_diem_Ly,z_diem_Hoa,z_diem_Sinh,diem_tb,diem_lech,z_tb,z_max,th_A00,th_A01,th_B00,th_B08,th_C00,th_C01,th_C02,th_C03,th_D01,th_D07,th_D09,th_D14,th_D15,th_X01,th_X26,gioi_tinh_nam,muc_tieu,ma_nganh,ma_nhom,nguon,is_that,sample_weight
3.0,3.0,3.0,4.0,2.0,1.0,1.0,1.0,3.0,2.0,0.7000000000000002,0.7000000000000002,0.7000000000000002,1.7000000000000002,-0.2999999999999998,-1.2999999999999998,-1.2999999999999998,-1.2999999999999998,0.7000000000000002,-0.2999999999999998,2.3,1.004987562112089,7.2,,7.6,8.75,,,,,,,0.20226252134831216,,0.22717142362281423,1.6058885485020824,,,,,,,7.8500000000000005,1.5499999999999998,0.6784408311577362,1.6058885485020824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,7340115,1,ttth,0,1.0
2.0,5.0,3.0,5.0,3.0,4.0,2.0,3.0,3.0,2.0,-1.2000000000000002,1.7999999999999998,-0.20000000000000018,1.7999999999999998,-0.20000000000000018,0.7999999999999998,-1.2000000000000002,-0.20000000000000018,-0.20000000000000018,-1.2000000000000002,3.2,1.077032961426901,,,8.2,8.25,,,,7.4,,,,,0.7947877546097174,1.0275907525431254,,,,0.23178439442011603,,,7.95,0.8499999999999996,0.6847209671909863,1.0275907525431254,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,7480201,0,ttth,0,1.0
5.0,2.0,4.0,3.0,3.0,1.0,3.0,2.0,4.0,4.0,1.9,-1.1,0.8999999999999999,-0.10000000000000009,-0.10000000000000009,-2.1,-0.10000000000000009,-1.1,0.8999999999999999,0.8999999999999999,3.1,1.1357816691600546,,,,7.0,,,,7.25,7.4,,,,,-0.418153737354267,,,,0.0722104784051689,0.016482217670654737,,7.216666666666666,0.40000000000000036,-0.10982034709281445,0.0722104784051689,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7340122,1,ttth,0,1.0
2.0,2.0,3.0,3.0,1.0,1.0,2.0,1.0,2.0,2.0,0.10000000000000009,0.10000000000000009,1.1,1.1,-0.8999999999999999,-0.8999999999999999,0.10000000000000009,-0.8999999999999999,0.10000000000000009,0.10000000000000009,1.9,0.7,8.2,,7.6,8.0,,,,,,,1.0979474616977567,,0.22717142362281423,0.7384418545636469,,,,,,,7.933333333333333,0.5999999999999996,0.687853579961406,1.0979474616977567,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7220204,8,ttth,0,1.0
5.0,2.0,5.0,3.0,3.0,1.0,1.0,2.0,2.0,3.0,2.3,-0.7000000000000002,2.3,0.2999999999999998,0.2999999999999998,-1.7000000000000002,-1.7000000000000002,-0.7000000000000002,-0.7000000000000002,0.2999999999999998,2.7,1.3453624047073711,8.5,,8.0,8.0,,,,,,,1.3666529438025907,,0.6055823109474169,0.7384418545636469,,,,,,,8.166666666666666,0.5,0.9035590364378848,1.3666529438025907,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,7340101,1,ttth,0,1.0
2.0,4.0,3.0,5.0,3.0,3.0,1.0,1.0,3.0,3.0,-0.7999999999999998,1.2000000000000002,0.20000000000000018,2.2,0.20000000000000018,0.20000000000000018,-1.7999999999999998,-1.7999999999999998,0.20000000000000018,0.20000000000000018,2.8,1.1661903789690602,,,7.0,7.75,,,,,8.6,,,,-0.3404449073640889,0.44929295658416846,,,,,1.4494647277791146,,7.783333333333334,1.5999999999999996,0.5194375923330647,1.4494647277791146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7480201,0,ttth,0,1.0
5.0,1.0,2.0,3.0,3.0,2.0,2.0,5.0,2.0,3.0,2.2,-1.7999999999999998,-0.7999999999999998,0.20000000000000018,0.20000000000000018,-0.7999999999999998,-0.7999999999999998,2.2,-0.7999999999999998,0.20000000000000018,2.8,1.2489995996796797,7.75,,7.2,7.4,,,,,,,0.6948892385405069,,-0.1512394637017876,0.044484499412898976,,,,,,,7.45,0.5499999999999998,0.19604475808387276,0.6948892385405069,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,7810201,4,ttth,0,1.0
5.0,5.0,5.0,5.0,4.0,1.0,3.0,4.0,5.0,3.0,1.0,1.0,1.0,1.0,0.0,-3.0,-1.0,0.0,1.0,-1.0,4.0,1.2649110640673518,7.75,,7.4,7.4,,,,,,,0.6948892385405069,,0.03796597996051374,0.044484499412898976,,,,,,,7.516666666666667,0.34999999999999964,0.25911323930463986,0.6948892385405069,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,7220204,8,ttth,0,1.0
3.0,4.0,4.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,-0.7000000000000002,0.2999999999999998,0.2999999999999998,-0.7000000000000002,0.2999999999999998,-0.7000000000000002,0.2999999999999998,0.2999999999999998,0.2999999999999998,0.2999999999999998,3.7,0.45825756949558405,8.0,,7.8,6.75,,,,,,,0.9188104736278682,,0.4163768672851156,-0.7073026353337455,,,,,,,7.516666666666667,1.25,0.20929490185974609,0.9188104736278682,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,7340201,2,ttth,0,1.0
5.0,1.0,4.0,3.0,3.0,1.0,3.0,2.0,3.0,2.0,2.3,-1.7000000000000002,1.2999999999999998,0.2999999999999998,0.2999999999999998,-1.7000000000000002,0.2999999999999998,-0.7000000000000002,0.2999999999999998,-0.7000000000000002,2.7,1.1874342087037917,,,8.2,7.25,,,,,8.0,,,,0.7947877546097174,-0.12900483937478852,,,,,0.7329734727248847,,7.816666666666666,0.9499999999999993,0.4662521293199378,0.7947877546097174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,7480201,0,ttth,0,1.0
2.0,5.0,3.0,3.0,3.0,4.0,4.0,5.0,4.0,5.0,-1.7999999999999998,1.2000000000000002,-0.7999999999999998,-0.7999999999999998,-0.7999999999999998,0.20000000000000018,0.20000000000000018,1.2000000000000002,0.20000000000000018,1.2000000000000002,3.8,0.9797958971132713,,,7.4,8.0,,,,,7.4,,,,0.03796597996051374,0.7384418545636469,,,,,0.016482217670654737,,7.6000000000000005,0.5999999999999996,0.26429668406493845,0.7384418545636469,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7480201,0,ttth,0,1.0
4.0,3.0,3.0,3.0,5.0,2.0,4.0,4.0,3.0,4.0,0.5,-0.5,-0.5,-0.5,1.5,-1.5,0.5,0.5,-0.5,0.5,3.5,0.806225774829855,8.6,,7.8,8.0,,,,,,,1.456221437837535,,0.4163768672851156,0.7384418545636469,,,,,,,8.133333333333333,0.7999999999999998,0.8703467198954326,1.456221437837535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7340115,1,ttth,0,1.0
5.0,4.0,5.0,4.0,3.0,3.0,2.0,3.0,1.0,4.0,1.6,0.6000000000000001,1.6,0.6000000000000001,-0.3999999999999999,-0.3999999999999999,-1.4,-0.3999999999999999,-2.4,0.6000000000000001,3.4,1.2,,,7.6,8.2,,,,7.0,,,,,0.22717142362281423,0.9697609729472288,,,,-0.19374604828640898,,,7.599999999999999,1.1999999999999993,0.334395449427878,0.9697609729472288,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,7480202,0,ttth,0,1.0
3.0,5.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,5.0,-1.0,1.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,1.0,4.0,0.6324555320336759,7.5,,7.8,5.6,,,,,,,0.4709680034531456,,0.4163768672851156,-2.037387566039347,,,,,,,6.966666666666666,2.2,-0.3833475651003619,0.4709680034531456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7340129,7,ttth,0,1.0
1.0,2.0,3.0,4.0,3.0,1.0,2.0,2.0,4.0,4.0,-1.6,-0.6000000000000001,0.3999999999999999,1.4,0.3999999999999999,-1.6,-0.6000000000000001,-0.6000000000000001,1.4,1.4,2.6,1.1135528725660042,,,,7.0,,,,7.25,6.8,,,,,-0.418153737354267,,,,0.0722104784051689,-0.7000090373835763,,7.016666666666667,0.4500000000000002,-0.3486507654442248,0.0722104784051689,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,7510303,5,ttth,0,1.0
3.0,3.0,4.0,4.0,3.0,1.0,2.0,1.0,3.0,4.0,0.20000000000000018,0.20000000000000018,1.2000000000000002,1.2000000000000002,0.20000000000000018,-1.7999999999999998,-0.7999999999999998,-1.7999999999999998,0.20000000000000018,1.2000000000000002,2.8,1.077032961426901,,,,7.25,,,,7.25,8.6,,,,,-0.12900483937478852,,,,0.0722104784051689,1.4494647277791146,,7.7,1.3499999999999996,0.464223455603165,1.4494647277791146,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7340115,1,ttth,0,1.0
2.0,4.0,4.0,3.0,4.0,2.0,5.0,4.0,4.0,4.0,-1.6,0.3999999999999999,0.3999999999999999,-0.6000000000000001,0.3999999999999999,-1.6,1.4,0.3999999999999999,0.3999999999999999,0.3999999999999999,3.6,0.9165151389911681,,,,6.5,,,,5.75,7.4,,,,,-0.996451533313224,,,,-1.5235286817442983,0.016482217670654737,,6.55,1.6500000000000004,-0.8344993324622892,0.016482217670654737,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7510406,7,ttth,0,1.0
3.0,3.0,5.0,5.0,5.0,1.0,3.0,5.0,5.0,3.0,-0.7999999999999998,-0.7999999999999998,1.2000000000000002,1.2000000000000002,1.2000000000000002,-2.8,-0.7999999999999998,1.2000000000000002,1.2000000000000002,-0.7999999999999998,3.8,1.32664991614216,8.25,,7.6,7.2,,,,,,,1.1427317087152296,,0.22717142362281423,-0.186834618970684,,,,,,,7.683333333333334,1.0499999999999998,0.39435617112245325,1.1427317087152296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7340301,2,ttth,0,1.0
2.0,5.0,5.0,5.0,5.0,4.0,4.0,3.0,3.0,4.0,-2.0,1.0,1.0,1.0,1.0,0.0,0.0,-1.0,-1.0,0.0,4.0,1.0,6.6,,7.0,7.5,,,,,,,-0.3351484428613555,,-0.3404449073640889,0.16014405860468997,,,,,,,7.033333333333334,0.9000000000000004,-0.17181643054025145,0.16014405860468997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,7480201,0,ttth,0,1.0
4.0,3.0,3.0,3.0,4.0,2.0,4.0,4.0,3.0,4.0,0.6000000000000001,-0.3999999999999999,-0.3999999999999999,-0.3999999999999999,0.6000000000000001,-1.4,0.6000000000000001,0.6000000000000001,-0.3999999999999999,0.6000000000000001,3.4,0.66332495807108,7.0,,7.4,8.6,,,,,,,0.023125533278422962,,0.03796597996051374,1.432399209714395,,,,,,,7.666666666666667,1.5999999999999996,0.4978302409844439,1.432399209714395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,7220204,8,ttth,0,1.0
5.0,4.0,5.0,5.0,5.0,2.0,2.0,2.0,4.0,3.0,1.2999999999999998,0.2999999999999998,1.2999999999999998,1.2999999999999998,1.2999999999999998,-1.7000000000000002,-1.7000000000000002,-1.7000000000000002,0.2999999999999998,-0.7000000000000002,3.7,1.2688577540449522,,,,6.0,,,,8.0,7.0,,,,,-1.5747493292721808,,,,0.8700800584799026,-0.46117861903216595,,7.0,2.0,-0.38861596327481474,0.8700800584799026,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,7510303,5,ttth,0,1.0
3.0,2.0,3.0,3.0,2.0,2.0,3.0,4.0,2.0,2.0,0.3999999999999999,-0.6000000000000001,0.3999999999999999,0.3999999999999999,-0.6000000000000001,-0.6000000000000001,0.3999999999999999,1.4,-0.6000000000000001,-0.6000000000000001,2.6,0.66332495807108,,,,6.6,,,,,6.25,5.5,,,,-0.880791974121433,,,,,-1.3567926878499539,-1.6495464734049496,6.116666666666667,1.0999999999999996,-1.295710378458779,-0.880791974121433,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7540106,7,ttth,0,1.0
3.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,-0.10000000000000009,0.8999999999999999,0.8999999999999999,-0.10000000000000009,-0.10000000000000009,-0.10000000000000009,-0.10000000000000009,-0.10000000000000009,-1.1,-0.10000000000000009,3.1,0.5385164807134504,,,,7.5,,,,,8.25,7.0,,,,0.16014405860468997,,,,,1.0315114956641473,-0.06783147461923295,7.583333333333333,1.25,0.37460802654986813,1.0315114956641473,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7540101,7,ttth,0,1.0
5.0,2.0,4.0,3.0,2.0,2.0,4.0,2.0,3.0,2.0,2.1,-0.8999999999999999,1.1,0.10000000000000009,-0.8999999999999999,-0.8999999999999999,1.1,-0.8999999999999999,0.10000000000000009,-0.8999999999999999,2.9,1.044030650891055,,,,7.75,,,,7.0,7.6,,,,,0.44929295658416846,,,,-0.19374604828640898,0.255312636022064,,7.45,0.75,0.1702865147732745,0.44929295658416846,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,7340101,1,ttth,0,1.0
2.0,4.0,5.0,3.0,3.0,2.0,1.0,1.0,2.0,3.0,-0.6000000000000001,1.4,2.4,0.3999999999999999,0.3999999999999999,-0.6000000000000001,-1.6,-1.6,-0.6000000000000001,0.3999999999999999,2.6,1.2,,,,7.0,,,,7.75,6.6,,,,,-0.418153737354267,,,,0.6041235317883247,-0.9388394557349866,,7.116666666666667,1.1500000000000004,-0.2509565537669763,0.6041235317883247,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,7340101,1,ttth,0,1.0
2.0,3.0,2.0,3.0,3.0,5.0,3.0,4.0,2.0,3.0,-1.0,0.0,-1.0,0.0,0.0,2.0,0.0,1.0,-1.0,0.0,3.0,0.8944271909999159,,,7.8,9.25,,,7.0,,,,,,0.4163768672851156,2.184186344461039,,,-0.5390953078419831,,,,8.016666666666667,2.25,0.6871559679680573,2.184186344461039,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,7220204,8,ttth,0,1.0
5.0,1.0,3.0,3.0,3.0,2.0,1.0,5.0,3.0,2.0,2.2,-1.7999999999999998,0.20000000000000018,0.20000000000000018,0.20000000000000018,-0.7999999999999998,-1.7999999999999998,2.2,0.20000000000000018,-0.7999999999999998,2.8,1.32664991614216,,,,7.5,,,,6.0,6.8,,,,,0.16014405860468997,,,,-1.2575721550527206,-0.7000090373835763,,6.766666666666667,1.5,-0.5991457112772023,0.16014405860468997,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7810201,4,ttth,0,1.0
5.0,3.0,5.0,5.0,3.0,4.0,4.0,4.0,3.0,4.0,1.0,-1.0,1.0,1.0,-1.0,0.0,0.0,0.0,-1.0,0.0,4.0,0.7745966692414834,,,8.8,8.0,,,,,8.0,,,,1.3624040855966222,0.7384418545636469,,,,,0.7329734727248847,,8.266666666666667,0.8000000000000007,0.9446064709617179,1.3624040855966222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7540101,7,ttth,0,1.0
5.0,2.0,4.0,5.0,5.0,3.0,4.0,2.0,4.0,3.0,1.2999999999999998,-1.7000000000000002,0.2999999999999998,1.2999999999999998,1.2999999999999998,-0.7000000000000002,0.2999999999999998,-1.7000000000000002,0.2999999999999998,-0.7000000000000002,3.7,1.1,,,7.6,8.75,,,7.2,,,,,,0.22717142362281423,1.6058885485020824,,,-0.3411387420390445,,,,7.8500000000000005,1.5499999999999998,0.49730707669528407,1.6058885485020824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,7220201,8,ttth,0,1.0
3.0,2.0,4.0,3.0,4.0,4.0,3.0,4.0,3.0,3.0,-0.2999999999999998,-1.2999999999999998,0.7000000000000002,-0.2999999999999998,0.7000000000000002,0.7000000000000002,-0.2999999999999998,0.7000000000000002,-0.2999999999999998,-0.2999999999999998,3.3,0.6403124237432849,,,,7.75,,,,,8.0,7.6,,,,0.44929295658416846,,,,,0.7329734727248847,0.5648545248950534,7.783333333333334,0.40000000000000036,0.5823736514013688,0.7329734727248847,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7540101,7,ttth,0,1.0
3.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,-1.7000000000000002,0.2999999999999998,0.2999999999999998,0.2999999999999998,0.2999999999999998,0.2999999999999998,0.2999999999999998,0.2999999999999998,-0.7000000000000002,0.2999999999999998,4.7,0.6403124237432849,7.5,,8.6,8.2,,,,,,,0.4709680034531456,,1.17319864193432,0.9697609729472288,,,,,,,8.1,1.0999999999999996,0.8713092061115648,1.17319864193432,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7340120,1,ttth,0,1.0
2.0,3.0,1.0,3.0,4.0,3.0,4.0,4.0,2.0,3.0,-0.8999999999999999,0.10000000000000009,-1.9,0.10000000000000009,1.1,0.10000000000000009,1.1,1.1,-0.8999999999999999,0.10000000000000009,2.9,0.9433981132056604,7.4,,6.0,7.0,,,,,,,0.3813995094182014,,-1.2864721256755947,-0.418153737354267,,,,,,,6.8,1.4000000000000004,-0.44107545120388675,0.3813995094182014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,7380107,8,ttth,0,1.0
3.0,5.0,5.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,-1.2000000000000002,0.7999999999999998,0.7999999999999998,-0.20000000000000018,-0.20000000000000018,-0.20000000000000018,-0.20000000000000018,0.7999999999999998,-0.20000000000000018,-0.20000000000000018,4.2,0.6,,,8.4,7.8,,,,6.5,,,,,0.9839931982720196,0.507122736180064,,,,-0.7256591016695648,,,7.566666666666666,1.9000000000000004,0.25515227759417286,0.9839931982720196,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7480201,0,ttth,0,1.0
2.0,1.0,3.0,1.0,3.0,3.0,2.0,4.0,3.0,3.0,-0.5,-1.5,0.5,-1.5,0.5,0.5,-0.5,1.5,0.5,0.5,2.5,0.9219544457292888,,,,4.75,,,,5.75,6.8,,,,,-3.020493819169573,,,,-1.5235286817442983,-0.7000090373835763,,5.766666666666667,2.05,-1.7480105127658156,-0.7000090373835763,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7819009,4,ttth,0,1.0
5.0,3.0,3.0,4.0,2.0,1.0,1.0,1.0,4.0,2.0,2.4,0.3999999999999999,0.3999999999999999,1.4,-0.6000000000000001,-1.6,-1.6,-1.6,1.4,-0.6000000000000001,2.6,1.3564659966250536,6.8,,7.8,8.75,,,,,,,-0.15601145479146625,,0.4163768672851156,1.6058885485020824,,,,,,,7.783333333333334,1.9500000000000002,0.6220846536652439,1.6058885485020824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7340115,1,ttth,0,1.0
3.0,3.0,3.0,4.0,3.0,1.0,4.0,3.0,4.0,4.0,-0.20000000000000018,-0.20000000000000018,-0.20000000000000018,0.7999999999999998,-0.20000000000000018,-2.2,0.7999999999999998,-0.20000000000000018,0.7999999999999998,0.7999999999999998,3.2,0.8717797887081347,7.75,,6.8,8.2,,,,,,,0.6948892385405069,,-0.5296503510263902,0.9697609729472288,,,,,,,7.583333333333333,1.3999999999999995,0.3783332868204485,0.9697609729472288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,7340301,2,ttth,0,1.0
3.0,3.0,5.0,4.0,5.0,5.0,5.0,5.0,4.0,5.0,-1.4000000000000004,-1.4000000000000004,0.5999999999999996,-0.40000000000000036,0.5999999999999996,0.5999999999999996,0.5999999999999996,0.5999999999999996,-0.40000000000000036,0.5999999999999996,4.4,0.7999999999999999,7.2,,6.8,9.0,,,,,,,0.20226252134831216,,-0.5296503510263902,1.895037446481561,,,,,,,7.666666666666667,2.2,0.5225498722678276,1.895037446481561,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,7340120,1,ttth,0,1.0
3.0,4.0,4.0,3.0,3.0,3.0,5.0,5.0,3.0,3.0,-0.6000000000000001,0.3999999999999999,0.3999999999999999,-0.6000000000000001,-0.6000000000000001,-0.6000000000000001,1.4,1.4,-0.6000000000000001,-0.6000000000000001,3.6,0.8,7.2,,7.0,7.75,,,,,,,0.20226252134831216,,-0.3404449073640889,0.44929295658416846,,,,,,,7.316666666666666,0.75,0.10370352352279726,0.44929295658416846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7380107,8,ttth,0,1.0
2.0,2.0,5.0,5.0,4.0,4.0,4.0,5.0,5.0,4.0,-2.0,-2.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,4.0,1.0954451150103321,3.8,,6.4,6.75,,,,,,,-2.843066275839802,,-0.9080612383509921,-0.7073026353337455,,,,,,,5.6499999999999995,2.95,-1.4861433831748467,-0.7073026353337455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,7480202,0,ttth,0,1.0
4.0,4.0,4.0,3.0,5.0,1.0,4.0,2.0,3.0,2.0,0.7999999999999998,0.7999999999999998,0.7999999999999998,-0.20000000000000018,1.7999999999999998,-2.2,0.7999999999999998,-1.2000000000000002,-0.20000000000000018,-1.2000000000000002,3.2,1.1661903789690602,8.0,,8.4,6.8,,,,,,,0.9188104736278682,,0.9839931982720196,-0.64947285573785,,,,,,,7.733333333333333,1.6000000000000005,0.4177769387206793,0.9839931982720196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,7220201,8,ttth,0,1.0
3.0,1.0,1.0,2.0,2.0,2.0,4.0,3.0,4.0,3.0,0.5,-1.5,-1.5,-0.5,-0.5,-0.5,1.5,0.5,1.5,0.5,2.5,1.02469507659596,,,8.8,7.8,,,,,7.5,,,,1.3624040855966222,0.507122736180064,,,,,0.1358974268463594,,8.033333333333333,1.3000000000000007,0.6684747495410153,1.3624040855966222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,7540101,7,ttth,0,1.0
1.0,4.0,3.0,1.0,2.0,2.0,4.0,3.0,3.0,5.0,-1.7999999999999998,1.2000000000000002,0.20000000000000018,-1.7999999999999998,-0.7999999999999998,-0.7999999999999998,1.2000000000000002,0.20000000000000018,0.20000000000000018,2.2,2.8,1.2489995996796797,,,,8.4,,,,,7.75,7.5,,,,1.2010800913308128,,,,,0.43443544978562204,0.4594068583093393,7.883333333333333,0.9000000000000004,0.6983074664752581,1.2010800913308128,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7540101,7,ttth,0,1.0
5.0,1.0,3.0,3.0,3.0,4.0,1.0,5.0,2.0,2.0,2.1,-1.9,0.10000000000000009,0.10000000000000009,0.10000000000000009,1.1,-1.9,2.1,-0.8999999999999999,-0.8999999999999999,2.9,1.374772708486752,6.6,,6.8,6.0,,,,,,,-0.3351484428613555,,-0.5296503510263902,-1.5747493292721808,,,,,,,6.466666666666666,0.7999999999999998,-0.8131827077199755,-0.3351484428613555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7810201,4,ttth,0,1.0
5.0,1.0,3.0,3.0,3.0,2.0,3.0,5.0,3.0,3.0,1.9,-2.1,-0.10000000000000009,-0.10000000000000009,-0.10000000000000009,-1.1,-0.10000000000000009,1.9,-0.10000000000000009,-0.10000000000000009,3.1,1.1357816691600546,,,,7.75,,,,7.5,7.6,,,,,0.44929295658416846,,,,0.3381670050967468,0.255312636022064,,7.616666666666667,0.25,0.34759086590099314,0.44929295658416846,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,7810201,4,ttth,0,1.0
