SBD,ma_nganh,to_hop_thi,diem_Van,diem_Dia,diem_Anh,diem_Toan,diem_Gdktpl,diem_Tin,diem_Su,diem_Ly,diem_Hoa,diem_Sinh,ma_nhom
2036533,7480201,A01,,,9.0,6.8,,,,6.5,,,0
53015537,7540204,D01,8.0,,6.6,8.0,,,,,,,6
50006832,7540101,A00,,,,7.75,,,,7.0,8.0,,7
30002454,7810103,D15,7.0,5.8,8.75,,,,,,,,4
2043790,7480201,A01,,,8.0,7.6,,,,7.25,,,0
45001429,7340205,A00,,,,6.75,,,,6.5,8.2,,2
44007617,7480201,A01,,,7.8,8.0,,,,7.8,,,0
2082361,7340201,D01,7.5,,7.8,8.0,,,,,,,2
37000932,7810201,A01,,,7.0,8.0,,,,6.2,,,4
47008886,7480202,D01,6.6,,6.4,6.75,,,,,,,0
46008295,7220201,D01,8.25,,8.6,6.6,,,,,,,8
52005053,7340120,A01,,,7.6,7.75,,,,9.0,,,1
2017888,7480201,D07,,,8.4,7.75,,,,,6.6,,0
48021066,7540106,A01,,,7.6,7.25,,,,6.8,,,7
37000951,7220201,A01,,,9.0,7.8,,,,6.5,,,8
2006504,7380107,A01,,,8.2,7.5,,,,7.6,,,8
56010296,7340201,D01,5.2,,7.2,7.75,,,,,,,2
49006081,7220204,D01,7.5,,8.4,7.8,,,,,,,8
53006479,7340205,A00,,,,8.25,,,,7.75,7.6,,2
48029823,7220204,D01,6.5,,8.6,7.4,,,,,,,8
40017690,7340120,A01,,,7.8,6.5,,,,8.2,,,1
38013575,7540106,A00,,,,6.75,,,,7.5,6.2,,7
2012970,7540106,A00,,,,7.4,,,,5.25,8.75,,7
2039925,7510301,A00,,,,6.75,,,,7.5,7.4,,5
35007509,7510301,D01,5.5,,3.2,7.8,,,,,,,5
2081161,7510203,D01,6.8,,7.6,6.75,,,,,,,5
37008306,7480201,A00,,,,8.4,,,,6.5,7.0,,0
46002256,7340205,A00,,,,6.25,,,,7.25,7.2,,2
48023558,7540101,B00,,,,8.25,,,,,6.25,8.0,7
48028503,7510202,A00,,,,7.2,,,,6.25,6.25,,5
2048194,7340101,A01,,,7.8,8.4,,,,7.75,,,1
34011341,7480201,A00,,,,6.75,,,,7.75,7.4,,0
40010476,7810103,A00,,,,7.0,,,,7.75,7.2,,4
2037559,7520115,D01,5.2,,7.0,7.0,,,,,,,6
61003678,7540101,A00,,,,7.5,,,,7.0,8.6,,7
2028185,7510202,D01,6.75,,4.0,7.6,,,,,,,5
2071407,7220201,D09,,,7.0,9.25,,,8.4,,,,8
48004719,7340115,A00,,,,7.25,,,,8.0,7.4,,1
46000331,7510202,D01,6.25,,4.2,6.6,,,,,,,5
48016739,7819010,A01,,,7.2,5.75,,,,6.8,,,4
37008322,7480201,A00,,,,8.8,,,,7.0,6.75,,0
48002270,7810202,D01,8.25,,7.4,7.6,,,,,,,4
2065879,7340201,D01,7.8,,7.4,8.5,,,,,,,2
2066679,7340115,D01,7.6,,9.0,7.5,,,,,,,1
2062076,7819009,A00,,,,5.5,,,,6.0,6.0,,4
37012262,7480201,D01,8.2,,8.6,6.5,,,,,,,0
44008003,7340201,D01,7.5,,7.4,7.8,,,,,,,2
30016224,7340301,D01,6.0,,8.4,8.75,,,,,,,2
54010357,7850101,B00,,,,4.25,,,,,6.5,7.4,7
53003278,7480202,A00,,,,8.25,,,,8.0,8.4,,0
48017488,7510202,D01,4.6,,5.8,8.25,,,,,,,5
35003325,7540101,A00,,,,7.5,,,,8.25,8.0,,7
2062528,7420201,B00,,,,6.0,,,,,7.0,8.4,7
39007819,7340201,D01,6.6,,7.8,8.0,,,,,,,2
52003233,7510202,D01,4.6,,7.2,6.0,,,,,,,5
2030965,7340201,A00,,,,8.0,,,,7.75,6.6,,2
41005043,7540101,A00,,,,7.8,,,,7.75,8.25,,7
2008539,7810202,A00,,,,8.4,,,,6.75,7.5,,4
44001713,7480201,A00,,,,8.0,,,,8.0,8.6,,0
38001285,7480201,A00,,,,6.5,,,,7.25,7.8,,0
38003809,7340115,D01,7.0,,8.0,9.0,,,,,,,1
2033128,7340201,A00,,,,8.0,,,,6.25,7.0,,2
2066840,7819009,D07,,,7.0,6.0,,,,,6.2,,4
35009662,7340201,A00,,,,8.2,,,,7.0,7.25,,2
40014370,7520115,D01,5.2,,6.0,7.5,,,,,,,6
2052203,7510301,D01,5.75,,5.2,6.4,,,,,,,5
2067559,7340301,A01,,,6.8,8.6,,,,8.25,,,2
52001425,7380107,D01,7.75,,7.8,7.2,,,,,,,8
40018609,7480201,A00,,,,7.25,,,,7.25,7.4,,0
37011367,7420201,B00,,,,6.6,,,,,7.0,7.75,7
2005695,7540204,A01,,,6.0,7.0,,,,6.0,,,6
40007708,7510401,B00,,,,7.0,,,,,7.0,7.0,6
2022320,7510401,A00,,,,7.25,,,,6.75,7.6,,6
48010258,7220204,D01,7.0,,7.0,7.75,,,,,,,8
2040244,7480201,D01,7.5,,8.0,6.8,,,,,,,0
2018238,7850101,A00,,,,5.75,,,,5.0,6.0,,7
2073396,7510202,D01,6.5,,8.0,6.8,,,,,,,5
52005015,7810202,D01,7.5,,8.0,7.6,,,,,,,4
2021836,7510303,D01,6.25,,8.4,7.8,,,,,,,5
4011907,7340101,A00,,,,7.0,,,,7.75,8.4,,1
38007954,7510301,D01,6.25,,6.0,7.2,,,,,,,5
2074000,7340201,A00,,,,6.75,,,,6.5,8.4,,2
2065324,7540101,A00,,,,7.25,,,,7.25,7.2,,7
39006776,7510303,A00,,,,6.8,,,,4.75,6.5,,5
37004310,7340120,A00,,,,6.75,,,,8.0,7.0,,1
2012668,7540106,A00,,,,6.0,,,,5.25,7.25,,7
35009612,7220204,D01,8.75,,6.2,7.8,,,,,,,8
2023511,7380107,D01,7.25,,8.6,7.2,,,,,,,8
2046725,7510303,D01,6.0,,6.4,6.8,,,,,,,5
42012271,7480201,D01,6.6,,7.8,7.5,,,,,,,0
46001944,7480201,A01,,,7.2,7.0,,,,7.8,,,0
37011500,7220204,A01,,,8.0,7.6,,,,7.25,,,8
53003836,7510301,A00,,,,7.0,,,,7.5,7.0,,5
2043085,7510303,A00,,,,7.0,,,,7.5,7.6,,5
2033915,7540106,D07,,,6.6,6.25,,,,,7.4,,7
53003327,7340123,D01,6.25,,7.8,7.8,,,,,,,3
37004349,7340201,A01,,,6.8,7.25,,,,7.2,,,2
44000850,7510303,D01,7.0,,6.6,6.6,,,,,,,5
37002570,7810201,D01,5.0,,6.4,7.25,,,,,,,4
41006298,7220201,D01,6.5,,8.8,7.8,,,,,,,8
35006952,7340101,A00,,,,7.8,,,,8.25,7.75,,1
2063401,7340120,A01,,,7.6,8.0,,,,8.2,,,1
2061349,7340123,D01,5.0,,7.4,8.5,,,,,,,3
43009399,7340120,D01,6.4,,7.4,7.25,,,,,,,1
61008178,7340120,A00,,,,8.4,,,,6.25,8.5,,1
2028090,7510301,A00,,,,8.4,,,,5.5,5.75,,5
40015217,7340101,A01,,,7.8,8.4,,,,7.5,,,1
51003797,7510303,A00,,,,6.25,,,,8.0,8.2,,5
2068860,7340101,D01,7.6,,7.2,7.75,,,,,,,1
2020792,7460108,D01,8.4,,6.4,7.0,,,,,,,0
54011671,7340201,A00,,,,8.2,,,,6.75,8.0,,2
47000465,7480201,D01,7.0,,8.4,8.75,,,,,,,0
2034074,7480201,D01,6.0,,7.4,7.75,,,,,,,0
40015103,7340301,D01,7.6,,7.0,7.5,,,,,,,2
46005307,7510303,A01,,,4.6,7.4,,,,6.0,,,5
2056032,7340101,D01,8.4,,7.8,7.25,,,,,,,1
2040320,7420201,A01,,,5.6,5.25,,,,8.6,,,7
2075031,7510301,D01,7.2,,7.6,6.75,,,,,,,5
37017359,7340101,A01,,,8.6,8.2,,,,7.5,,,1
2006371,7460108,A00,,,,6.75,,,,6.25,7.0,,0
53011100,7540101,D07,,,8.6,7.4,,,,,8.5,,7
37006608,7340201,A00,,,,8.2,,,,7.0,8.75,,2
34010969,7220201,A01,,,7.8,7.5,,,,8.2,,,8
58005831,7340201,D01,7.6,,7.2,8.5,,,,,,,2
46008750,7510203,A00,,,,5.8,,,,5.5,4.75,,5
48007700,7340122,A00,,,,7.5,,,,6.5,7.8,,1
38002008,7480201,D01,7.25,,8.8,6.4,,,,,,,0
2040540,7540101,D07,,,8.4,8.25,,,,,8.4,,7
63003288,7340101,A00,,,,7.5,,,,7.0,8.0,,1
2071302,7810202,D01,7.5,,8.4,7.6,,,,,,,4
61008370,7220204,D01,7.6,,8.2,8.0,,,,,,,8
49015155,7340115,A00,,,,8.0,,,,7.0,7.4,,1
44007532,7810201,A00,,,,6.75,,,,8.0,7.8,,4
53011673,7540106,D07,,,6.4,6.8,,,,,6.0,,7
48005096,7340120,D01,7.0,,6.6,8.5,,,,,,,1
49003046,7540204,A00,,,,6.4,,,,5.0,6.75,,6
53012379,7540204,A00,,,,6.2,,,,4.75,7.75,,6
48001776,7420201,B00,,,,7.0,,,,,7.75,7.5,7
2079714,7340101,D01,6.6,,7.4,7.0,,,,,,,1
48022453,7540204,D01,6.5,,8.6,6.8,,,,,,,6
40015511,7380107,D01,5.8,,7.8,7.75,,,,,,,8
47006470,7220204,D01,7.5,,8.2,8.2,,,,,,,8
47009509,7340120,A00,,,,7.75,,,,8.5,7.6,,1
2014192,7819010,A00,,,,6.0,,,,7.25,6.2,,4
44011723,7340115,A00,,,,7.5,,,,7.75,8.2,,1
32007251,7540106,B00,,,,7.2,,,,,7.0,5.25,7
2079847,7220201,D01,9.6,,8.2,7.25,,,,,,,8
35004954,7510301,D01,5.0,,7.2,6.5,,,,,,,5
37004755,7220201,D09,,,7.0,8.75,,,8.4,,,,8
46009711,7340301,A00,,,,7.5,,,,8.0,8.2,,2
53004877,7540106,A00,,,,6.2,,,,5.75,8.0,,7
2065035,7510303,D07,,,7.0,7.25,,,,,9.0,,5
53009033,7510401,A00,,,,8.4,,,,7.5,7.5,,6
2031272,7510401,A00,,,,6.5,,,,6.75,6.6,,6
2022839,7480201,A00,,,,8.2,,,,7.0,7.75,,0
2055612,7520115,D01,6.4,,7.2,5.5,,,,,,,6
50012890,7510401,B00,,,,7.0,,,,,6.5,7.0,6
43002808,7480202,D01,4.6,,6.2,7.0,,,,,,,0
2007682,7510301,D01,5.8,,7.4,7.75,,,,,,,5
49009404,7340201,A00,,,,7.0,,,,8.0,7.6,,2
53013788,7810202,D01,6.4,,7.0,8.25,,,,,,,4
53001644,7540101,A00,,,,8.2,,,,8.5,7.75,,7
50010302,7340120,A01,,,8.2,8.0,,,,6.8,,,1
30009720,7480201,A00,,,,6.5,,,,7.5,7.4,,0
50010074,7340201,D01,8.25,,6.0,8.0,,,,,,,2
2038931,7380107,A00,,,,7.4,,,,8.0,7.25,,8
49012511,7420201,A00,,,,7.4,,,,6.0,5.25,,7
40005037,7810202,A00,,,,7.6,,,,7.25,8.25,,4
56004710,7480202,A00,,,,7.8,,,,6.25,5.0,,0
2083092,7480201,A01,,,7.2,7.5,,,,8.0,,,0
41007246,7340120,A00,,,,7.75,,,,7.75,7.6,,1
40017747,7540101,D07,,,8.0,8.0,,,,,7.8,,7
49001856,7340120,A01,,,7.4,7.5,,,,7.6,,,1
35004188,7220201,D09,,,8.0,8.75,,,8.8,,,,8
43009158,7340201,D01,6.4,,8.2,8.25,,,,,,,2
42012918,7540204,A01,,,6.6,7.0,,,,7.2,,,6
35007029,7340115,D01,6.0,,8.0,9.0,,,,,,,1
46008563,7510301,D01,8.0,,7.6,7.6,,,,,,,5
2050544,7810202,D01,8.0,,8.0,7.0,,,,,,,4
61005498,7340115,D01,7.0,,7.4,9.25,,,,,,,1
46009933,7380107,D01,6.0,,6.8,7.75,,,,,,,8
39000263,7340101,A00,,,,8.0,,,,8.0,7.5,,1
37003479,7380107,D15,6.25,7.0,7.75,,,,,,,,8
59004692,7819010,A00,,,,7.0,,,,7.5,8.0,,4
2078790,7540106,A00,,,,6.2,,,,5.75,6.5,,7
48021555,7810201,A00,,,,8.0,,,,8.0,8.2,,4
2016638,7510202,D01,6.2,,7.4,7.25,,,,,,,5
60002903,7340120,A01,,,9.0,8.6,,,,7.0,,,1
2036091,7850101,D07,,,4.8,7.0,,,,,5.5,,7
48033102,7540106,B00,,,,5.75,,,,,6.5,7.2,7
47000180,7220204,D01,7.6,,7.8,8.75,,,,,,,8
37016291,7340101,D01,8.0,,7.4,8.0,,,,,,,1
48023175,7480201,A00,,,,8.4,,,,7.5,7.5,,0
47012150,7810201,D01,6.6,,7.2,6.5,,,,,,,4
49006526,7480201,A01,,,9.0,7.6,,,,7.0,,,0
35006752,7340120,D01,6.8,,7.6,9.0,,,,,,,1
37011958,7340205,D01,6.8,,6.4,6.75,,,,,,,2
48004713,7340201,D01,8.25,,7.8,7.0,,,,,,,2
53010029,7340120,D01,6.6,,7.0,9.25,,,,,,,1
2030762,7480201,A00,,,,7.0,,,,6.25,7.8,,0
51019106,7340201,A00,,,,8.25,,,,6.75,7.6,,2
47000214,7340101,A01,,,8.0,6.75,,,,7.6,,,1
40018476,7460108,D07,,,6.4,6.5,,,,,5.6,,0
2020448,7420201,B00,,,,9.0,,,,,6.25,8.4,7
44004118,7340101,A00,,,,8.2,,,,7.5,8.0,,1
49004995,7540204,D07,,,7.8,8.25,,,,,6.6,,6
40014101,7220204,D01,6.0,,6.8,8.25,,,,,,,8
46007753,7810202,A00,,,,8.4,,,,7.0,7.5,,4
37003240,7380107,D01,5.8,,7.4,8.25,,,,,,,8
59006771,7810103,D15,6.5,4.2,8.0,,,,,,,,4
2050099,7380107,D01,7.5,,8.0,7.6,,,,,,,8
60006084,7540101,A00,,,,7.75,,,,7.5,6.6,,7
53001672,7540101,B00,,,,8.0,,,,,6.5,7.8,7
2040453,7340123,D01,6.6,,7.6,8.5,,,,,,,3
53008268,7340201,D01,7.4,,6.8,8.5,,,,,,,2
38006155,7340120,D01,7.2,,7.8,7.5,,,,,,,1
48030293,7810202,D15,7.25,5.4,8.5,,,,,,,,4
2077653,7480202,A00,,,,7.25,,,,7.75,7.6,,0
2041981,7480201,A01,,,8.6,9.2,,,,7.5,,,0
42007818,7220204,D01,7.25,,6.8,8.2,,,,,,,8
42007284,7340115,A00,,,,6.75,,,,8.25,7.0,,1
40018804,7340120,D01,8.2,,7.4,7.5,,,,,,,1
1029751,7810103,D01,8.4,,7.8,8.5,,,,,,,4
56002172,7340201,A01,,,7.2,7.8,,,,7.25,,,2
2082527,7480201,D01,7.0,,8.8,7.6,,,,,,,0
2056058,7340115,A01,,,8.2,8.2,,,,8.25,,,1
39006807,7480201,A01,,,8.0,8.5,,,,8.6,,,0
2043936,7480201,A01,,,8.8,8.0,,,,7.25,,,0
39008958,7480201,D07,,,7.6,7.25,,,,,7.2,,0
37013425,7460108,A00,,,,6.25,,,,6.25,6.8,,0
2063188,7340301,D01,7.25,,8.6,7.6,,,,,,,2
2062852,7340129,D01,7.0,,8.0,6.75,,,,,,,7
35009034,7810103,D01,6.0,,8.0,8.5,,,,,,,4
13001543,7510303,D01,7.25,,7.8,7.6,,,,,,,5
48002442,7340101,A00,,,,7.5,,,,7.5,8.0,,1
2083475,7510202,A00,,,,7.0,,,,6.75,6.8,,5
47009735,7340115,D01,8.6,,7.2,8.5,,,,,,,1
52004634,7420201,B00,,,,8.6,,,,,7.5,6.5,7
48011956,7510203,A01,,,6.8,6.25,,,,7.8,,,5
64002636,7340122,A00,,,,7.0,,,,8.0,6.6,,1
48016208,7540204,D01,5.5,,7.0,6.4,,,,,,,6
2023526,7540101,B00,,,,8.0,,,,,7.0,8.2,7
52009490,7540101,B00,,,,7.5,,,,,6.25,7.0,7
18014708,7340101,D01,6.0,,6.4,8.25,,,,,,,1
2064705,7340123,D01,5.75,,6.8,7.8,,,,,,,3
2059368,7420201,B00,,,,7.6,,,,,6.75,7.25,7
2083274,7340120,A00,,,,7.25,,,,8.75,7.0,,1
2035348,7510301,D01,7.0,,7.0,6.2,,,,,,,5
30013977,7810202,A01,,,8.8,7.2,,,,7.0,,,4
35010143,7340120,A00,,,,8.4,,,,7.75,7.5,,1
46002840,7510203,A00,,,,7.75,,,,6.5,7.2,,5
44001821,7340301,A00,,,,8.25,,,,8.5,7.6,,2
2011177,7540101,D07,,,9.0,7.4,,,,,7.75,,7
2068242,7220201,D01,7.75,,7.8,8.0,,,,,,,8
2075664,7340101,A00,,,,7.5,,,,7.0,7.0,,1
2039115,7540101,A00,,,,7.0,,,,7.25,7.8,,7
47008396,7340115,A00,,,,8.0,,,,8.0,8.0,,1
2070199,7340123,D01,5.4,,7.6,7.0,,,,,,,3
52008782,7340115,D01,7.6,,8.6,8.25,,,,,,,1
52005283,7340101,A00,,,,8.6,,,,7.5,7.5,,1
53011576,7480201,D01,7.0,,8.2,7.4,,,,,,,0
35009241,7340120,A00,,,,7.75,,,,6.0,7.4,,1
2040888,7540101,B00,,,,8.5,,,,,6.0,8.4,7
2069627,7510203,D01,5.75,,4.2,7.0,,,,,,,5
2068439,7810201,D01,6.5,,8.8,8.0,,,,,,,4
50006079,7510401,A00,,,,7.6,,,,6.75,7.75,,6
2027488,7340201,D01,7.0,,9.4,6.6,,,,,,,2
35006772,7340201,D01,5.6,,6.2,8.75,,,,,,,2
29018765,7340123,A00,,,,8.0,,,,7.25,7.6,,3
2069615,7480201,D01,7.2,,7.4,6.75,,,,,,,0
49007252,7220201,D01,8.25,,7.6,8.4,,,,,,,8
40015252,7510203,D01,5.4,,7.6,5.75,,,,,,,5
59007054,7340201,A00,,,,8.8,,,,7.75,7.5,,2
45001168,7220204,D01,8.5,,8.2,8.0,,,,,,,8
44006384,7380107,A00,,,,5.75,,,,8.25,7.4,,8
46002676,7340301,D01,8.25,,6.8,7.4,,,,,,,2
35011324,7380107,A00,,,,8.0,,,,7.5,6.8,,8
2068592,7340201,A00,,,,6.5,,,,6.75,7.4,,2
49007349,7850101,A00,,,,5.4,,,,5.5,7.75,,7
2044695,7480201,A00,,,,7.6,,,,7.5,8.5,,0
46009843,7340120,A00,,,,7.25,,,,8.5,8.4,,1
2030039,7540106,D07,,,8.4,7.0,,,,,7.75,,7
52006824,7340120,A01,,,7.4,7.5,,,,7.4,,,1
50011781,7510401,A00,,,,8.0,,,,6.75,6.75,,6
46001801,7340129,A00,,,,5.75,,,,7.5,9.2,,7
54003444,7380107,D01,5.8,,7.0,7.25,,,,,,,8
2001307,7380107,D01,8.0,,7.8,7.0,,,,,,,8
2062374,7510203,A00,,,,6.5,,,,4.0,6.8,,5
48013216,7220201,D01,7.6,,7.6,7.75,,,,,,,8
42006637,7340101,A00,,,,8.0,,,,7.75,8.0,,1
53013958,7510401,A00,,,,6.25,,,,6.75,5.6,,6
45005391,7540101,B00,,,,7.25,,,,,7.75,7.6,7
46009166,7340120,A00,,,,7.25,,,,7.75,8.2,,1
64006704,7220201,D01,8.0,,7.4,7.8,,,,,,,8
47000379,7480201,A01,,,6.4,7.0,,,,9.0,,,0
44010926,7220201,A01,,,7.6,8.2,,,,7.5,,,8
2032857,7480201,D01,8.0,,6.6,6.75,,,,,,,0
49013994,7340205,D01,6.8,,7.0,6.25,,,,,,,2
37002395,7340205,A00,,,,8.0,,,,8.0,7.8,,2
51012697,7340120,A00,,,,7.25,,,,6.75,7.4,,1
46007975,7850101,D07,,,7.2,7.4,,,,,7.5,,7
52003573,7340201,A00,,,,7.6,,,,7.5,7.75,,2
56002913,7340115,A00,,,,6.75,,,,8.0,8.0,,1
49012494,7510401,A00,,,,7.0,,,,4.0,5.25,,6
28021924,7340115,D01,6.6,,8.0,8.75,,,,,,,1
53003892,7480202,A01,,,8.2,7.5,,,,7.2,,,0
53015746,7540106,A01,,,8.2,6.8,,,,7.5,,,7
37016116,7340205,A00,,,,6.25,,,,6.0,6.0,,2
42000386,7340120,A01,,,8.2,8.6,,,,7.5,,,1
35004069,7510202,D01,4.0,,5.8,6.25,,,,,,,5
49012245,7340301,A00,,,,7.25,,,,8.0,7.8,,2
36001089,7480202,A00,,,,7.25,,,,8.0,6.8,,0
2007144,7340201,D01,7.0,,8.6,7.6,,,,,,,2
39005255,7340120,A00,,,,8.0,,,,7.25,8.0,,1
38012925,7340101,D01,7.25,,7.8,8.0,,,,,,,1
48021514,7510301,A01,,,7.4,7.0,,,,7.2,,,5
53008600,7340122,D01,7.4,,8.2,8.75,,,,,,,1
52011410,7220201,D01,8.0,,8.0,7.5,,,,,,,8
2008384,7340115,D01,8.0,,8.0,7.25,,,,,,,1
37011872,7340120,A00,,,,7.5,,,,6.5,7.4,,1
2049447,7819009,D07,,,6.2,3.75,,,,,7.0,,4
37008068,7510203,D01,6.5,,6.8,6.2,,,,,,,5
2022004,7510303,A01,,,6.6,7.2,,,,7.25,,,5
2037400,7540106,A00,,,,6.25,,,,7.25,7.2,,7
2038623,7510203,D01,7.5,,8.8,7.4,,,,,,,5
35006910,7340101,D01,9.25,,6.6,7.6,,,,,,,1
30012373,7340201,D01,5.8,,5.8,9.0,,,,,,,2
38011457,7540101,A00,,,,7.75,,,,7.0,7.8,,7
2038885,7340122,D01,8.4,,7.2,8.25,,,,,,,1
2045669,7420201,A00,,,,6.2,,,,5.5,6.25,,7
47002952,7810201,D01,7.75,,7.0,7.6,,,,,,,4
33005233,7340101,A01,,,8.6,8.0,,,,6.6,,,1
35008448,7340101,D01,5.6,,6.2,9.0,,,,,,,1
2050207,7340120,D01,8.75,,8.0,7.4,,,,,,,1
2020244,7510303,D01,6.0,,6.8,6.6,,,,,,,5
2008273,7380107,D01,7.75,,8.8,7.4,,,,,,,8
2025498,7340129,D01,6.2,,7.6,7.0,,,,,,,7
43008539,7819009,A01,,,6.2,5.5,,,,5.0,,,4
2036791,7810201,D15,8.5,6.4,7.5,,,,,,,,4
49000159,7510202,A00,,,,6.8,,,,4.25,4.5,,5
2045022,7220204,D01,7.0,,8.4,7.8,,,,,,,8
44009433,7480201,D01,7.2,,7.4,8.0,,,,,,,0
2064744,7480201,D01,6.0,,7.8,8.0,,,,,,,0
48026166,7220201,D01,8.4,,6.4,6.5,,,,,,,8
54010087,7340101,D01,7.0,,6.4,7.75,,,,,,,1
56010120,7810202,A00,,,,8.0,,,,6.75,7.5,,4
52010227,7340101,D01,7.75,,8.2,8.0,,,,,,,1
2037544,7540101,A00,,,,7.25,,,,8.75,7.6,,7
2081731,7510203,D01,5.25,,6.0,6.4,,,,,,,5
56010606,7480202,D07,,,7.2,7.25,,,,,6.6,,0
2040009,7380107,A00,,,,7.25,,,,8.25,8.4,,8
2049748,7510202,D01,5.2,,6.4,7.0,,,,,,,5
51005690,7540101,A01,,,7.0,7.25,,,,6.4,,,7
53012365,7340129,D01,7.2,,6.2,8.25,,,,,,,7
2078658,7480201,D07,,,7.6,7.2,,,,,8.5,,0
2088061,7480201,D01,7.0,,9.6,7.8,,,,,,,0
53006746,7480201,D01,7.6,,8.2,7.25,,,,,,,0
2056587,7340120,D01,7.75,,8.4,7.8,,,,,,,1
2030584,7220201,D09,,,7.6,9.25,,,6.8,,,,8
47010126,7340201,A00,,,,6.5,,,,6.5,7.4,,2
34005829,7420201,B00,,,,7.5,,,,,7.5,8.8,7
56008771,7340129,A01,,,8.2,7.0,,,,6.8,,,7
42014614,7540101,B00,,,,7.25,,,,,7.75,7.8,7
59009768,7480202,D01,5.6,,8.4,8.0,,,,,,,0
48006211,7480201,A00,,,,7.0,,,,7.0,8.75,,0
63002214,7340301,A00,,,,5.5,,,,7.5,7.8,,2
38001467,7480201,D01,7.0,,8.0,8.6,,,,,,,0
41004883,7480201,A00,,,,8.0,,,,7.75,8.25,,0
35005538,7340101,A00,,,,6.25,,,,7.0,8.0,,1
35011351,7340101,A00,,,,8.4,,,,7.0,8.75,,1
48031019,7340123,D01,6.0,,7.0,8.25,,,,,,,3
50010375,7340120,A00,,,,7.75,,,,8.25,7.6,,1
48011822,7480201,A01,,,6.6,6.0,,,,9.4,,,0
2084448,7220201,D01,8.4,,6.4,6.25,,,,,,,8
37016601,7340301,A01,,,6.2,7.0,,,,7.6,,,2
2070827,7340201,A01,,,7.6,7.75,,,,8.2,,,2
49014949,7380107,D01,6.75,,9.0,7.6,,,,,,,8
38006593,7380107,A00,,,,7.0,,,,7.5,7.4,,8
54007981,7480201,A01,,,6.0,8.2,,,,7.75,,,0
2048456,7510303,A00,,,,8.0,,,,6.5,7.5,,5
2060804,7810201,A00,,,,6.5,,,,6.25,6.6,,4
42011290,7810201,D01,7.8,,6.4,8.0,,,,,,,4
48028850,7480201,A00,,,,8.5,,,,8.0,8.0,,0
37002270,7340120,D01,7.25,,9.0,8.0,,,,,,,1
57003337,7220204,A01,,,8.4,7.4,,,,7.0,,,8
35006492,7540204,A00,,,,7.2,,,,7.25,7.25,,6
37008472,7480202,D07,,,6.0,6.25,,,,,6.8,,0
2049869,7480201,D01,7.0,,9.0,6.8,,,,,,,0
50013149,7810103,A01,,,7.6,7.6,,,,7.75,,,4
43007024,7340301,D01,6.0,,7.2,8.75,,,,,,,2
2056670,7220201,D01,9.0,,6.4,6.25,,,,,,,8
40003952,7340120,A00,,,,7.4,,,,7.5,8.25,,1
58006426,7340101,A00,,,,6.5,,,,7.25,7.8,,1
2022973,7340201,D01,7.8,,7.2,6.75,,,,,,,2
37004890,7510301,D01,6.0,,5.2,6.4,,,,,,,5
2044962,7540101,D07,,,8.4,8.4,,,,,9.0,,7
46006401,7220201,D01,8.4,,6.8,6.0,,,,,,,8
49001635,7480201,D01,7.25,,7.8,7.2,,,,,,,0
47004457,7810201,D01,5.0,,6.4,8.25,,,,,,,4
2078032,7340129,A00,,,,7.0,,,,7.25,7.6,,7
47001627,7220204,D09,,,7.2,8.5,,,6.0,,,,8
46005876,7340201,D01,8.5,,6.6,7.4,,,,,,,2
2066429,7480201,D01,8.4,,7.8,7.0,,,,,,,0
35005924,7340201,A00,,,,8.4,,,,6.5,7.75,,2
60005470,7810201,A00,,,,8.4,,,,7.0,7.5,,4
51002423,7420201,B00,,,,3.75,,,,,6.25,6.4,7
44001282,7340101,D01,7.0,,6.4,8.0,,,,,,,1
44009824,7340101,D01,6.8,,7.4,8.25,,,,,,,1
2011216,7510301,D01,6.8,,7.6,7.0,,,,,,,5
2083778,7340115,D01,8.25,,8.0,7.6,,,,,,,1
40004169,7380107,D01,7.5,,7.6,6.8,,,,,,,8
44008148,7340201,D01,7.0,,8.2,7.6,,,,,,,2
52005908,7340301,A00,,,,7.0,,,,7.0,7.8,,2
2034820,7220204,D01,7.5,,8.2,7.6,,,,,,,8
2043107,7819010,B00,,,,4.5,,,,,7.75,7.2,4
46006374,7340129,A01,,,6.8,8.25,,,,5.4,,,7
2006816,7220201,D01,7.0,,8.6,8.0,,,,,,,8
44002743,7540101,A01,,,7.0,8.25,,,,7.6,,,7
2035609,7340301,A00,,,,8.0,,,,6.5,8.25,,2
2088120,7340115,D01,7.25,,9.6,7.4,,,,,,,1
44011689,7220204,D01,6.2,,7.0,7.5,,,,,,,8
56004660,7810201,D01,5.8,,8.2,7.75,,,,,,,4
2063282,7510301,A00,,,,7.25,,,,7.25,7.8,,5
2035486,7510203,A00,,,,6.25,,,,6.0,7.0,,5
42011204,7220201,D01,7.4,,5.8,8.5,,,,,,,8
2014241,7220204,D01,6.5,,8.8,8.0,,,,,,,8
37000847,7340120,A00,,,,8.25,,,,7.75,6.8,,1
43004773,7510203,D01,5.4,,6.8,5.5,,,,,,,5
46006382,7510301,D07,,,6.8,6.25,,,,,5.4,,5
38005785,7420201,A00,,,,8.2,,,,6.0,6.75,,7
56005777,7510202,D01,6.0,,4.8,5.4,,,,,,,5
53007210,7540106,B00,,,,7.4,,,,,8.0,6.75,7
47002973,7540204,D01,7.08,,6.4,5.8,,,,,,,6
37000553,7540101,A01,,,7.4,7.0,,,,8.0,,,7
