thoi_gian,nganh_hoc,gioi_tinh,to_hop_thi,likert_nang_dong,likert_huong_noi,likert_sang_tao,likert_logic,likert_to_mo,likert_thi_nghiem,likert_moi_truong,likert_dinh_duong,likert_tranh_luan,likert_thiet_ke,diem_Van,diem_Dia,diem_Anh,diem_Toan,diem_Gdktpl,diem_Tin,diem_Su,diem_Ly,diem_Hoa,diem_Sinh,muc_tieu_ma,muc_tieu_nhan,ghi_chu_thieu_du_lieu,ma_nganh,nguon_du_lieu,sample_weight
,,Nam,A00,3,4,2,3,3,5,3,3,4,1,,,,6.75,,,,6.5,6.6,,1,Đi làm,,7510402,ga_can_bang_lop,1
,,Nu,B00,3,4,3,2,5,5,5,2,5,1,,,,7.8,,,,,6.5,6.5,1,Đi làm,,7510402,ga_can_bang_lop,1
,,Nam,A01,4,3,5,2,4,3,3,3,3,4,,,8.8,8.0,,,,7.0,,,4,Chưa xác định,,7510402,ga_can_bang_lop,1
,,Nam,A01,4,3,5,2,4,3,3,3,3,4,,,6.4,5.25,,,,5.6,,,4,Chưa xác định,,7510402,ga_can_bang_lop,1
,,Nam,A00,4,3,3,5,3,5,5,5,2,2,,,,5.0,,,,6.5,7.0,,1,Đi làm,,7510402,ga_can_bang_lop,1
,,Nu,A00,5,4,2,5,3,5,3,4,3,3,,,,7.2,,,,6.75,4.25,,4,Chưa xác định,,7510402,ga_can_bang_lop,1
,,Nam,A01,4,4,3,4,3,5,3,2,2,3,,,8.8,8.0,,,,7.0,,,1,Đi làm,,7510402,ga_can_bang_lop,1
,,Nu,A00,1,5,4,5,5,5,4,4,4,1,,,,5.0,,,,6.5,7.0,,1,Đi làm,,7510402,ga_can_bang_lop,1
,,Nam,A01,5,3,3,5,3,5,2,5,2,1,,,7.4,7.0,,,,6.5,,,1,Đi làm,,7510402,ga_can_bang_lop,1
,,Nam,A01,3,2,1,4,3,4,5,2,3,3,,,6.4,5.25,,,,5.6,,,1,Đi làm,,7510402,ga_can_bang_lop,1
,,Nam,A00,5,3,4,3,3,4,4,3,4,4,,,,6.75,,,,6.5,6.6,,1,Đi làm,,7510402,ga_can_bang_lop,1
,,Nam,A01,4,3,3,5,3,5,4,4,4,1,,,7.4,7.0,,,,6.5,,,3,Kinh doanh,,7510402,ga_can_bang_lop,1
,,Nam,A00,4,4,3,5,3,4,2,4,5,4,,,,7.0,,,,5.5,7.8,,3,Kinh doanh,,7510402,ga_can_bang_lop,1
,,Nam,D07,3,3,3,5,5,5,4,2,1,4,,,7.8,6.6,,,,,5.25,,1,Đi làm,,7510402,ga_can_bang_lop,1
,,Nu,A01,3,4,3,2,5,5,5,2,5,1,,,8.8,8.0,,,,7.0,,,4,Chưa xác định,,7510402,ga_can_bang_lop,1
,,Nu,A00,2,1,3,1,4,5,2,3,3,3,,,,8.0,,,,6.0,6.75,,1,Đi làm,,7510402,ga_can_bang_lop,1
,,Nam,A01,4,4,3,3,3,5,4,5,2,4,,,7.4,7.0,,,,6.5,,,1,Đi làm,,7510402,ga_can_bang_lop,1
,,Nu,A00,2,2,5,3,5,5,5,4,3,3,,,,7.6,,,,6.75,7.5,,1,Đi làm,,7510402,ga_can_bang_lop,1
,,Nu,A00,3,4,2,3,3,5,3,3,4,1,,,,7.0,,,,5.5,7.8,,4,Chưa xác định,,7510402,ga_can_bang_lop,1
,,Nu,B00,3,3,5,3,5,5,5,1,3,4,,,,6.8,,,,,5.5,4.25,1,Đi làm,,7510402,ga_can_bang_lop,1
,,Nu,A01,4,4,3,5,4,5,5,4,2,4,,,7.4,7.0,,,,6.5,,,1,Đi làm,,7510402,ga_can_bang_lop,1
,,Nam,D07,2,4,5,3,3,2,3,2,3,4,,,8.0,7.2,,,,,7.25,,4,Chưa xác định,,7510402,ga_can_bang_lop,1
,,Nam,A01,4,3,5,4,3,3,2,5,4,4,,,8.8,8.0,,,,7.0,,,1,Đi làm,,7510402,ga_can_bang_lop,1
,,Nam,A00,2,1,5,3,4,3,4,3,4,4,,,,7.0,,,,4.25,5.25,,4,Chưa xác định,,7510402,ga_can_bang_lop,1
,,Nam,A00,3,4,2,3,3,5,3,3,4,1,,,,6.5,,,,7.5,8.4,,1,Đi làm,,7510402,ga_can_bang_lop,1
,,Nam,A00,3,3,3,5,5,5,4,2,1,4,,,,6.5,,,,4.0,7.8,,4,Chưa xác định,,7510402,ga_can_bang_lop,1
,,Nam,A00,4,4,3,5,3,4,2,4,5,4,,,,7.0,,,,5.5,7.8,,1,Đi làm,,7510402,ga_can_bang_lop,1
,,Nam,A00,2,4,2,5,4,4,2,4,3,3,,,,6.75,,,,6.25,4.8,,1,Đi làm,,7510402,ga_can_bang_lop,1
,,Nam,B00,3,2,1,4,3,4,5,2,3,3,,,,6.8,,,,,5.5,4.25,1,Đi làm,,7510402,ga_can_bang_lop,1
,,Nam,A00,1,3,3,4,5,1,3,5,3,2,,,,6.5,,,,7.5,8.4,,1,Đi làm,,7510402,ga_can_bang_lop,1
,,Nam,A01,4,4,3,5,3,4,2,4,5,4,,,6.4,5.25,,,,5.6,,,1,Đi làm,,7510402,ga_can_bang_lop,1
,,Nam,A00,4,1,3,2,3,4,5,4,1,1,,,,7.0,,,,4.25,5.25,,1,Đi làm,,7510402,ga_can_bang_lop,1
,,Nam,A00,2,3,4,2,2,5,4,3,4,4,,,,6.75,,,,6.25,4.8,,1,Đi làm,,7510402,ga_can_bang_lop,1
,,Nu,A00,2,4,2,5,4,4,4,3,5,4,,,,8.2,,,,5.5,5.75,,1,Đi làm,,7510406,ga_can_bang_lop,1
,,Nam,D07,2,3,2,4,4,2,5,3,3,2,,,8.6,8.0,,,,,7.0,,1,Đi làm,,7510406,ga_can_bang_lop,1
,,Nam,D07,3,3,2,2,5,1,5,2,2,1,,,7.2,6.5,,,,,5.8,,1,Đi làm,,7510406,ga_can_bang_lop,1
,,Nu,A00,3,4,4,1,5,3,5,2,2,2,,,,6.5,,,,6.75,6.2,,1,Đi làm,,7510406,ga_can_bang_lop,1
,,Nam,A00,3,3,2,2,5,1,5,2,2,1,,,,6.75,,,,5.5,6.2,,1,Đi làm,,7510406,ga_can_bang_lop,1
,,Nam,D07,3,1,4,3,4,3,4,2,1,4,,,6.2,6.5,,,,,6.8,,4,Chưa xác định,,7510406,ga_can_bang_lop,1
,,Nu,A00,2,3,3,5,3,3,5,4,3,1,,,,5.0,,,,6.0,5.6,,1,Đi làm,,7510406,ga_can_bang_lop,1
,,Nam,D07,1,3,4,1,5,3,5,3,1,1,,,6.2,5.0,,,,,5.4,,1,Đi làm,,7510406,ga_can_bang_lop,1
,,Nam,A00,3,3,2,2,5,1,5,2,2,1,,,,8.4,,,,7.5,5.0,,1,Đi làm,,7510406,ga_can_bang_lop,1
,,Nu,A01,2,3,3,5,5,3,3,5,3,5,,,7.0,5.0,,,,4.6,,,1,Đi làm,,7510406,ga_can_bang_lop,1
,,Nam,A01,4,2,2,2,2,3,4,4,4,3,,,5.8,5.0,,,,5.2,,,1,Đi làm,,7510406,ga_can_bang_lop,1
,,Nam,A00,5,3,3,5,5,1,5,3,2,1,,,,6.75,,,,5.5,6.2,,1,Đi làm,,7510406,ga_can_bang_lop,1
,,Nam,A00,2,3,3,5,5,3,3,5,3,5,,,,6.75,,,,5.5,6.2,,4,Chưa xác định,,7510406,ga_can_bang_lop,1
,,Nu,A00,2,4,2,5,4,4,4,3,5,4,,,,6.75,,,,5.5,6.2,,4,Chưa xác định,,7510406,ga_can_bang_lop,1
,,Nam,B00,2,1,4,5,3,5,4,3,3,2,,,,5.5,,,,,4.25,7.4,1,Đi làm,,7510406,ga_can_bang_lop,1
,,Nu,A00,4,3,2,2,2,4,4,3,5,1,,,,8.2,,,,5.5,5.75,,1,Đi làm,,7510406,ga_can_bang_lop,1
,,Nu,A00,4,2,2,5,3,3,5,3,3,1,,,,7.0,,,,6.25,6.25,,1,Đi làm,,7510406,ga_can_bang_lop,1
,,Nu,A00,1,4,2,4,5,3,4,3,5,1,,,,6.5,,,,6.0,6.6,,4,Chưa xác định,,7510406,ga_can_bang_lop,1
,,Nam,A00,2,3,3,5,3,3,5,4,3,1,,,,6.0,,,,6.25,7.2,,1,Đi làm,,7510406,ga_can_bang_lop,1
,,Nu,A00,4,3,2,2,2,4,4,3,5,1,,,,7.0,,,,6.5,7.2,,1,Đi làm,,7510406,ga_can_bang_lop,1
,,Nam,A01,1,3,2,5,5,3,5,2,4,1,,,7.0,8.0,,,,6.8,,,4,Chưa xác định,,7510406,ga_can_bang_lop,1
,,Nam,A01,4,3,1,2,3,4,3,3,2,4,,,7.0,6.25,,,,8.2,,,1,Đi làm,,7510406,ga_can_bang_lop,1
,,Nam,D07,3,1,4,3,4,3,4,2,1,4,,,7.8,5.0,,,,,7.0,,1,Đi làm,,7510406,ga_can_bang_lop,1
,,Nu,B00,1,3,2,1,3,2,5,5,2,3,,,,7.0,,,,,7.25,4.75,1,Đi làm,,7510406,ga_can_bang_lop,1
,,Nam,A00,1,4,2,4,5,3,4,3,5,1,,,,7.0,,,,6.5,7.2,,1,Đi làm,,7510406,ga_can_bang_lop,1
,,Nu,A00,1,1,1,3,4,3,5,3,1,3,,,,6.5,,,,6.0,6.6,,4,Chưa xác định,,7510406,ga_can_bang_lop,1
,,Nam,A00,1,2,4,5,3,3,5,4,2,1,,,,5.5,,,,5.25,5.6,,1,Đi làm,,7510406,ga_can_bang_lop,1
,,Nam,A00,4,4,2,3,5,3,4,4,2,1,,,,6.0,,,,6.25,7.2,,1,Đi làm,,7510406,ga_can_bang_lop,1
,,Nam,A00,5,2,1,3,4,3,5,3,4,3,,,,6.5,,,,6.25,7.4,,1,Đi làm,,7510406,ga_can_bang_lop,1
,,Nam,B00,2,1,3,1,3,2,5,5,3,1,,,,5.5,,,,,6.25,6.4,4,Chưa xác định,,7510406,ga_can_bang_lop,1
,,Nam,D07,3,3,4,5,5,3,5,4,1,1,,,7.2,6.5,,,,,5.8,,1,Đi làm,,7510406,ga_can_bang_lop,1
,,Nam,D07,3,1,4,3,4,3,4,2,1,4,,,7.2,6.5,,,,,5.8,,4,Chưa xác định,,7510406,ga_can_bang_lop,1
,,Nam,A01,1,2,3,5,3,3,4,4,1,1,,,7.0,5.0,,,,4.6,,,4,Chưa xác định,,7510406,ga_can_bang_lop,1
,,Nu,A00,4,4,2,3,5,3,4,4,2,1,,,,4.75,,,,6.25,5.8,,1,Đi làm,,7510406,ga_can_bang_lop,1
,,Nam,A01,3,2,3,5,3,3,4,5,3,1,,,5.8,5.0,,,,5.2,,,1,Đi làm,,7510406,ga_can_bang_lop,1
,,Nu,A01,3,3,2,2,5,1,5,2,2,1,,,7.0,5.0,,,,4.6,,,1,Đi làm,,7510406,ga_can_bang_lop,1
,,Nam,A00,2,3,2,4,4,2,5,3,3,2,,,,6.5,,,,5.75,7.4,,1,Đi làm,,7510406,ga_can_bang_lop,1
,,Nu,A00,3,1,3,4,5,3,4,3,1,4,,,,6.75,,,,5.5,6.2,,4,Chưa xác định,,7510406,ga_can_bang_lop,1
,,Nam,A00,4,3,3,1,5,4,3,3,3,2,,,,8.6,,,,7.75,6.75,,1,Đi làm,,7510406,ga_can_bang_lop,1
8/14/2026 11:17,Quản lý Công nghiệp,Nam,A00,4,2,3,5,2,2,1,2,4,3,,,,6.0,,,,9.25,9.0,,1,Đi làm,,7510601,ga_can_bang_lop,1
7/22/2026 18:16,Quản lý Công nghiệp,Nam,D07,5,3,4,4,3,1,1,2,2,3,,,5.25,5.0,,,,,7.5,,1,Đi làm,,7510601,ga_can_bang_lop,1
8/11/2026 17:17,Quản lý Công nghiệp,Nu,D07,4,2,3,4,3,1,1,2,2,2,,,9.0,9.25,,,,,6.25,,1,Đi làm,,7510601,ga_can_bang_lop,1
7/22/2026 18:16,Quản lý Công nghiệp,Nam,D07,3,2,5,3,3,3,1,2,3,3,,,5.25,5.0,,,,,7.5,,1,Đi làm,,7510601,ga_can_bang_lop,1
8/11/2026 17:17,Quản lý Công nghiệp,Nam,D07,4,2,3,4,3,2,1,2,2,2,,,9.0,9.25,,,,,6.25,,1,Đi làm,,7510601,ga_can_bang_lop,1
8/15/2026 19:37,Quản lý Công nghiệp,Nam,A00,4,2,5,5,2,1,1,2,5,3,,,,5.5,,,,8.0,8.0,,1,Đi làm,,7510601,ga_can_bang_lop,1
8/14/2026 10:14,Quản lý Công nghiệp,Nam,A00,3,2,5,3,3,1,1,2,3,2,,,,6.25,,,,5.5,7.0,,1,Đi làm,,7510601,ga_can_bang_lop,1
8/11/2026 17:17,Quản lý Công nghiệp,Nam,D07,5,3,5,3,2,1,1,1,3,2,,,9.0,9.25,,,,,6.25,,1,Đi làm,,7510601,ga_can_bang_lop,1
7/22/2026 18:18,Quản lý Công nghiệp,Nam,D01,4,3,3,4,3,1,1,2,3,3,8.25,,8.25,6.75,,,,,,,3,Kinh doanh,,7510601,ga_can_bang_lop,1
7/22/2026 18:16,Quản lý Công nghiệp,Nam,D07,4,3,3,4,3,1,1,1,2,3,,,5.25,5.0,,,,,7.5,,1,Đi làm,,7510601,ga_can_bang_lop,1
8/14/2026 11:17,Quản lý Công nghiệp,Nu,A00,4,2,3,3,2,2,2,1,4,3,,,,6.0,,,,9.25,9.0,,1,Đi làm,,7510601,ga_can_bang_lop,1
7/22/2026 18:16,Quản lý Công nghiệp,Nu,D07,5,3,5,5,3,2,1,2,4,2,,,5.25,5.0,,,,,7.5,,1,Đi làm,,7510601,ga_can_bang_lop,1
7/22/2026 18:18,Quản lý Công nghiệp,Nam,D01,5,3,5,5,3,2,1,2,4,2,8.25,,8.25,6.75,,,,,,,3,Kinh doanh,,7510601,ga_can_bang_lop,1
8/14/2026 11:17,Quản lý Công nghiệp,Nu,A00,4,2,3,4,3,2,1,2,2,2,,,,6.0,,,,9.25,9.0,,1,Đi làm,,7510601,ga_can_bang_lop,1
8/14/2026 10:14,Quản lý Công nghiệp,Nam,A00,5,3,3,5,2,1,2,1,3,2,,,,6.25,,,,5.5,7.0,,1,Đi làm,,7510601,ga_can_bang_lop,1
8/14/2026 10:14,Quản lý Công nghiệp,Nu,A00,5,2,5,4,1,1,1,1,3,2,,,,6.25,,,,5.5,7.0,,3,Kinh doanh,,7510601,ga_can_bang_lop,1
7/22/2026 18:16,Quản lý Công nghiệp,Nam,D07,4,3,5,5,3,2,2,2,2,3,,,5.25,5.0,,,,,7.5,,3,Kinh doanh,,7510601,ga_can_bang_lop,1
8/11/2026 17:17,Quản lý Công nghiệp,Nu,D07,5,2,5,4,3,1,2,1,2,2,,,9.0,9.25,,,,,6.25,,1,Đi làm,,7510601,ga_can_bang_lop,1
8/14/2026 10:14,Quản lý Công nghiệp,Nam,A00,5,2,5,5,3,2,1,1,3,2,,,,6.25,,,,5.5,7.0,,1,Đi làm,,7510601,ga_can_bang_lop,1
8/15/2026 19:37,Quản lý Công nghiệp,Nu,A00,5,3,4,4,3,1,1,2,2,3,,,,5.5,,,,8.0,8.0,,1,Đi làm,,7510601,ga_can_bang_lop,1
8/14/2026 11:17,Quản lý Công nghiệp,Nam,A00,5,2,5,4,2,1,1,1,3,2,,,,6.0,,,,9.25,9.0,,3,Kinh doanh,,7510601,ga_can_bang_lop,1
8/15/2026 19:37,Quản lý Công nghiệp,Nu,A00,4,3,3,5,3,2,2,1,3,2,,,,5.5,,,,8.0,8.0,,1,Đi làm,,7510601,ga_can_bang_lop,1
8/14/2026 10:14,Quản lý Công nghiệp,Nu,A00,4,2,5,5,3,1,2,1,3,3,,,,6.25,,,,5.5,7.0,,1,Đi làm,,7510601,ga_can_bang_lop,1
8/14/2026 10:14,Quản lý Công nghiệp,Nu,A00,4,2,3,5,2,2,1,2,4,3,,,,6.25,,,,5.5,7.0,,3,Kinh doanh,,7510601,ga_can_bang_lop,1
7/22/2026 18:18,Quản lý Công nghiệp,Nu,D01,4,3,5,5,2,1,2,2,3,2,8.25,,8.25,6.75,,,,,,,3,Kinh doanh,,7510601,ga_can_bang_lop,1
8/15/2026 19:37,Quản lý Công nghiệp,Nam,A00,5,2,5,4,2,1,1,1,2,3,,,,5.5,,,,8.0,8.0,,1,Đi làm,,7510601,ga_can_bang_lop,1
8/14/2026 10:14,Quản lý Công nghiệp,Nu,A00,4,2,5,4,2,2,1,2,5,2,,,,6.25,,,,5.5,7.0,,1,Đi làm,,7510601,ga_can_bang_lop,1
7/22/2026 18:18,Quản lý Công nghiệp,Nam,D01,5,2,4,5,1,1,3,2,2,3,8.25,,8.25,6.75,,,,,,,3,Kinh doanh,,7510601,ga_can_bang_lop,1
7/22/2026 18:16,Quản lý Công nghiệp,Nu,D07,5,2,5,5,3,2,1,1,3,2,,,5.25,5.0,,,,,7.5,,1,Đi làm,,7510601,ga_can_bang_lop,1
7/22/2026 18:18,Quản lý Công nghiệp,Nu,D01,4,1,4,3,2,1,1,1,2,3,8.25,,8.25,6.75,,,,,,,1,Đi làm,,7510601,ga_can_bang_lop,1
8/14/2026 11:17,Quản lý Công nghiệp,Nam,A00,4,2,5,5,3,1,2,1,3,3,,,,6.0,,,,9.25,9.0,,3,Kinh doanh,,7510601,ga_can_bang_lop,1
8/14/2026 10:14,Quản lý Công nghiệp,Nu,A00,5,2,5,4,3,1,2,1,2,2,,,,6.25,,,,5.5,7.0,,1,Đi làm,,7510601,ga_can_bang_lop,1
8/15/2026 19:37,Quản lý Công nghiệp,Nam,A00,4,2,5,5,2,2,1,1,3,2,,,,5.5,,,,8.0,8.0,,3,Kinh doanh,,7510601,ga_can_bang_lop,1
7/22/2026 18:18,Quản lý Công nghiệp,Nam,D01,4,2,3,3,3,2,1,1,4,2,8.25,,8.25,6.75,,,,,,,3,Kinh doanh,,7510601,ga_can_bang_lop,1
8/14/2026 11:17,Quản lý Công nghiệp,Nam,A00,5,3,5,3,3,1,1,2,2,3,,,,6.0,,,,9.25,9.0,,1,Đi làm,,7510601,ga_can_bang_lop,1
7/22/2026 18:18,Quản lý Công nghiệp,Nu,D01,4,2,4,2,2,1,1,2,4,2,8.25,,8.25,6.75,,,,,,,1,Đi làm,,7510601,ga_can_bang_lop,1
7/22/2026 18:16,Quản lý Công nghiệp,Nu,D07,5,2,4,5,1,1,3,2,2,3,,,5.25,5.0,,,,,7.5,,1,Đi làm,,7510601,ga_can_bang_lop,1
7/22/2026 18:16,Quản lý Công nghiệp,Nam,D07,4,2,5,5,2,1,1,2,5,3,,,5.25,5.0,,,,,7.5,,1,Đi làm,,7510601,ga_can_bang_lop,1
8/15/2026 19:37,Quản lý Công nghiệp,Nu,A00,4,4,3,5,4,1,2,1,2,2,,,,5.5,,,,8.0,8.0,,1,Đi làm,,7510601,ga_can_bang_lop,1
7/22/2026 18:18,Quản lý Công nghiệp,Nam,D01,4,3,3,4,3,1,1,1,2,3,8.25,,8.25,6.75,,,,,,,1,Đi làm,,7510601,ga_can_bang_lop,1
7/22/2026 18:16,Quản lý Công nghiệp,Nam,D07,4,2,4,2,2,1,1,2,4,2,,,5.25,5.0,,,,,7.5,,1,Đi làm,,7510601,ga_can_bang_lop,1
8/14/2026 10:14,Quản lý Công nghiệp,Nu,A00,3,2,5,3,3,1,1,2,3,2,,,,6.25,,,,5.5,7.0,,3,Kinh doanh,,7510601,ga_can_bang_lop,1
8/11/2026 17:17,Quản lý Công nghiệp,Nam,D07,3,2,5,3,3,1,1,2,3,2,,,9.0,9.25,,,,,6.25,,1,Đi làm,,7510601,ga_can_bang_lop,1
7/22/2026 18:18,Quản lý Công nghiệp,Nam,D01,5,3,3,5,2,1,2,1,3,2,8.25,,8.25,6.75,,,,,,,1,Đi làm,,7510601,ga_can_bang_lop,1
8/11/2026 17:17,Quản lý Công nghiệp,Nu,D07,5,3,5,3,2,1,1,1,3,2,,,9.0,9.25,,,,,6.25,,3,Kinh doanh,,7510601,ga_can_bang_lop,1
8/11/2026 17:17,Quản lý Công nghiệp,Nam,D07,5,3,5,3,2,1,1,1,3,2,,,9.0,9.25,,,,,6.25,,3,Kinh doanh,,7510601,ga_can_bang_lop,1
8/11/2026 17:17,Quản lý Công nghiệp,Nam,D07,5,3,3,5,3,1,2,2,3,2,,,9.0,9.25,,,,,6.25,,1,Đi làm,,7510601,ga_can_bang_lop,1
8/14/2026 11:17,Quản lý Công nghiệp,Nu,A00,4,2,5,5,2,1,1,2,5,3,,,,6.0,,,,9.25,9.0,,1,Đi làm,,7510601,ga_can_bang_lop,1
8/11/2026 17:17,Quản lý Công nghiệp,Nam,D07,4,3,3,5,3,2,2,1,3,2,,,9.0,9.25,,,,,6.25,,1,Đi làm,,7510601,ga_can_bang_lop,1
7/22/2026 18:18,Quản lý Công nghiệp,Nam,D01,4,3,3,4,3,1,1,2,3,3,8.25,,8.25,6.75,,,,,,,3,Kinh doanh,,7510601,ga_can_bang_lop,1
8/15/2026 19:37,Quản lý Công nghiệp,Nam,A00,5,3,4,4,3,1,1,2,2,3,,,,5.5,,,,8.0,8.0,,1,Đi làm,,7510601,ga_can_bang_lop,1
8/14/2026 11:17,Quản lý Công nghiệp,Nam,A00,4,4,3,5,4,1,2,1,2,2,,,,6.0,,,,9.25,9.0,,1,Đi làm,,7510601,ga_can_bang_lop,1
8/11/2026 17:17,Quản lý Công nghiệp,Nam,D07,4,2,3,3,3,2,1,1,4,2,,,9.0,9.25,,,,,6.25,,3,Kinh doanh,,7510601,ga_can_bang_lop,1
8/14/2026 10:14,Quản lý Công nghiệp,Nam,A00,4,2,5,5,2,1,1,2,5,3,,,,6.25,,,,5.5,7.0,,1,Đi làm,,7510601,ga_can_bang_lop,1
8/14/2026 11:17,Quản lý Công nghiệp,Nam,A00,5,2,2,5,3,1,1,1,3,2,,,,6.0,,,,9.25,9.0,,3,Kinh doanh,,7510601,ga_can_bang_lop,1
8/15/2026 19:37,Quản lý Công nghiệp,Nu,A00,4,2,3,3,2,2,2,1,4,3,,,,5.5,,,,8.0,8.0,,1,Đi làm,,7510601,ga_can_bang_lop,1
8/14/2026 11:17,Quản lý Công nghiệp,Nam,A00,5,3,5,5,2,1,1,2,5,1,,,,6.0,,,,9.25,9.0,,1,Đi làm,,7510601,ga_can_bang_lop,1
7/22/2026 18:18,Quản lý Công nghiệp,Nam,D01,5,3,5,5,2,1,1,1,3,3,8.25,,8.25,6.75,,,,,,,1,Đi làm,,7510601,ga_can_bang_lop,1
8/14/2026 11:17,Quản lý Công nghiệp,Nam,A00,4,2,3,4,3,1,1,2,2,2,,,,6.0,,,,9.25,9.0,,1,Đi làm,,7510601,ga_can_bang_lop,1
8/11/2026 17:17,Quản lý Công nghiệp,Nam,D07,4,2,5,5,3,1,2,1,3,3,,,9.0,9.25,,,,,6.25,,1,Đi làm,,7510601,ga_can_bang_lop,1
7/22/2026 18:18,Quản lý Công nghiệp,Nam,D01,5,2,4,4,3,1,2,2,2,2,8.25,,8.25,6.75,,,,,,,1,Đi làm,,7510601,ga_can_bang_lop,1
8/14/2026 10:14,Quản lý Công nghiệp,Nam,A00,4,3,3,4,3,1,1,1,2,3,,,,6.25,,,,5.5,7.0,,1,Đi làm,,7510601,ga_can_bang_lop,1
7/22/2026 18:18,Quản lý Công nghiệp,Nam,D01,4,2,3,4,3,1,1,2,2,2,8.25,,8.25,6.75,,,,,,,3,Kinh doanh,,7510601,ga_can_bang_lop,1
8/14/2026 10:14,Quản lý Công nghiệp,Nam,A00,5,2,5,5,2,3,1,3,2,2,,,,6.25,,,,5.5,7.0,,3,Kinh doanh,,7510601,ga_can_bang_lop,1
8/11/2026 17:17,Quản lý Công nghiệp,Nam,D07,5,2,3,5,2,2,1,1,4,3,,,9.0,9.25,,,,,6.25,,1,Đi làm,,7510601,ga_can_bang_lop,1
8/14/2026 11:17,Quản lý Công nghiệp,Nam,A00,4,2,3,3,2,2,2,1,4,3,,,,6.0,,,,9.25,9.0,,1,Đi làm,,7510601,ga_can_bang_lop,1
8/14/2026 10:14,Quản lý Công nghiệp,Nam,A00,5,3,3,5,2,1,2,1,3,2,,,,6.25,,,,5.5,7.0,,1,Đi làm,,7510601,ga_can_bang_lop,1
8/11/2026 17:17,Quản lý Công nghiệp,Nu,D07,4,2,3,4,3,2,1,2,2,2,,,9.0,9.25,,,,,6.25,,1,Đi làm,,7510601,ga_can_bang_lop,1
8/15/2026 19:37,Quản lý Công nghiệp,Nu,A00,5,3,4,4,3,1,1,2,2,3,,,,5.5,,,,8.0,8.0,,1,Đi làm,,7510601,ga_can_bang_lop,1
7/22/2026 18:18,Quản lý Công nghiệp,Nu,D01,4,2,3,3,3,2,1,1,4,2,8.25,,8.25,6.75,,,,,,,1,Đi làm,,7510601,ga_can_bang_lop,1
7/22/2026 18:18,Quản lý Công nghiệp,Nu,D01,5,3,3,4,4,1,1,1,2,3,8.25,,8.25,6.75,,,,,,,3,Kinh doanh,,7510601,ga_can_bang_lop,1
8/15/2026 19:37,Quản lý Công nghiệp,Nam,A00,4,2,3,3,2,2,2,1,4,3,,,,5.5,,,,8.0,8.0,,1,Đi làm,,7510601,ga_can_bang_lop,1
7/22/2026 18:16,Quản lý Công nghiệp,Nu,D07,5,3,4,4,3,1,1,2,2,3,,,5.25,5.0,,,,,7.5,,1,Đi làm,,7510601,ga_can_bang_lop,1
8/15/2026 19:37,Quản lý Công nghiệp,Nam,A00,4,3,3,4,3,1,1,1,2,2,,,,5.5,,,,8.0,8.0,,1,Đi làm,,7510601,ga_can_bang_lop,1
8/13/2026 9:08,Logistics và quản lý chuỗi cung ứng,Nam,A00,1,3,4,2,1,3,4,4,2,3,,,,9.0,,,,5.75,5.75,,3,Kinh doanh,,7510605,ga_can_bang_lop,1
8/13/2026 10:33,Logistics và quản lý chuỗi cung ứng,Nu,A00,4,1,2,4,3,4,3,3,3,2,,,,6.1,,,,6.35,6.25,,3,Kinh doanh,,7510605,ga_can_bang_lop,1
8/14/2026 10:20,Logistics và quản lý chuỗi cung ứng,Nam,D15,4,1,5,2,3,3,2,4,3,4,6.5,7.75,5.25,,,,,,,,3,Kinh doanh,,7510605,ga_can_bang_lop,1
8/14/2026 10:20,Logistics và quản lý chuỗi cung ứng,Nam,D15,4,2,3,4,3,3,2,3,3,3,6.5,7.75,5.25,,,,,,,,3,Kinh doanh,,7510605,ga_can_bang_lop,1
8/14/2026 10:20,Logistics và quản lý chuỗi cung ứng,Nu,D15,4,3,3,3,3,1,5,5,5,3,6.5,7.75,5.25,,,,,,,,1,Đi làm,,7510605,ga_can_bang_lop,1
8/13/2026 10:14,Logistics và quản lý chuỗi cung ứng,Nu,A00,4,2,4,3,3,1,2,3,4,3,,,,6.75,,,,4.25,6.35,,1,Đi làm,,7510605,ga_can_bang_lop,1
8/11/2026 17:25,Logistics và quản lý chuỗi cung ứng,Nam,A01,4,2,3,4,3,3,2,3,3,3,,,8.5,9.0,,,,8.25,,,1,Đi làm,,7510605,ga_can_bang_lop,1
8/11/2026 17:25,Logistics và quản lý chuỗi cung ứng,Nu,A01,1,2,3,5,3,2,3,1,1,4,,,8.5,9.0,,,,8.25,,,1,Đi làm,,7510605,ga_can_bang_lop,1
8/13/2026 10:14,Logistics và quản lý chuỗi cung ứng,Nam,A00,4,1,5,2,2,3,2,1,4,1,,,,6.75,,,,4.25,6.35,,3,Kinh doanh,,7510605,ga_can_bang_lop,1
8/13/2026 9:08,Logistics và quản lý chuỗi cung ứng,Nam,A00,4,3,3,3,5,3,2,5,4,2,,,,9.0,,,,5.75,5.75,,1,Đi làm,,7510605,ga_can_bang_lop,1
8/14/2026 10:20,Logistics và quản lý chuỗi cung ứng,Nam,D15,1,1,3,4,1,5,5,2,3,4,6.5,7.75,5.25,,,,,,,,1,Đi làm,,7510605,ga_can_bang_lop,1
