to_hop_thi,diem_Van,diem_Dia,diem_Anh,diem_Toan,diem_Gdktpl,diem_Tin,diem_Su,diem_Ly,diem_Hoa,diem_Sinh,nguon,ma_nganh,j_nganh,ma_nhom,i_trong_nganh
D01,7.4,,7.0,7.75,,,,,,,ttth,7340122,5,1,47
A01,,,7.2,8.25,,,,8.0,,,ttth,7340122,5,1,48
D01,7.8,,7.0,8.0,,,,,,,ttth,7340122,5,1,49
D01,8.0,,7.0,8.5,,,,,,,ttth,7340122,5,1,50
A00,,,,6.75,,,,7.75,7.6,,ttth,7340122,5,1,51
A00,,,,7.5,,,,7.5,7.6,,ttth,7340122,5,1,52
A00,,,,7.75,,,,8.0,7.4,,ttth,7340122,5,1,53
D01,6.6,,7.0,8.5,,,,,,,ttth,7340122,5,1,54
A00,,,,7.25,,,,8.0,7.6,,ttth,7340122,5,1,55
A00,,,,7.5,,,,7.75,7.8,,ttth,7340122,5,1,56
D01,6.8,,7.2,7.75,,,,,,,ttth,7340122,5,1,57
A00,,,,7.25,,,,7.75,7.6,,ttth,7340122,5,1,58
A00,,,,7.0,,,,8.0,6.6,,ttth,7340122,5,1,59
A00,,,,8.25,,,,8.0,7.6,,ttth,7340122,5,1,60
A00,,,,8.0,,,,7.75,7.6,,ttth,7340122,5,1,61
A00,,,,7.25,,,,8.25,8.0,,ttth,7340122,5,1,62
D01,9.2,,7.4,7.25,,,,,,,ttth,7340122,5,1,63
A00,,,,8.25,,,,6.75,7.8,,ttth,7340122,5,1,64
D01,6.2,,8.0,8.25,,,,,,,ttth,7340122,5,1,65
D01,7.0,,6.6,8.5,,,,,,,ttth,7340122,5,1,66
D01,7.8,,6.0,7.25,,,,,,,ttth,7340123,6,1,0
A01,,,7.8,7.6,,,,6.75,,,ttth,7340123,6,1,1
A00,,,,7.5,,,,6.25,6.6,,ttth,7340123,6,1,2
A00,,,,6.0,,,,7.25,7.0,,ttth,7340123,6,1,3
D01,6.5,,4.8,7.0,,,,,,,ttth,7340123,6,1,4
D01,5.6,,6.4,7.0,,,,,,,ttth,7340123,6,1,5
A00,,,,5.0,,,,7.5,6.6,,ttth,7340123,6,1,6
D01,7.0,,6.2,8.25,,,,,,,ttth,7340123,6,1,7
A01,,,7.8,7.5,,,,6.6,,,ttth,7340123,6,1,8
D01,5.5,,5.6,7.4,,,,,,,ttth,7340123,6,1,9
A00,,,,4.25,,,,6.25,7.2,,ttth,7340123,6,1,10
D01,7.25,,7.2,7.8,,,,,,,ttth,7340123,6,1,11
D01,5.4,,7.6,7.0,,,,,,,ttth,7340123,6,1,12
A00,,,,8.0,,,,7.25,7.6,,ttth,7340123,6,1,13
D01,7.25,,4.2,5.4,,,,,,,ttth,7340123,6,1,14
A00,,,,5.5,,,,8.25,7.8,,ttth,7340123,6,1,15
A01,,,7.2,6.75,,,,6.4,,,ttth,7340123,6,1,16
A00,,,,7.0,,,,7.0,8.0,,ttth,7340123,6,1,17
D01,7.0,,6.6,8.25,,,,,,,ttth,7340123,6,1,18
A00,,,,6.25,,,,4.5,7.6,,ttth,7340123,6,1,19
D01,6.6,,7.6,8.5,,,,,,,ttth,7340123,6,1,20
D01,7.75,,5.8,5.4,,,,,,,ttth,7340123,6,1,21
A01,,,8.0,7.0,,,,6.0,,,ttth,7340123,6,1,22
D01,5.0,,6.4,6.75,,,,,,,ttth,7340123,6,1,23
D01,3.6,,7.0,8.0,,,,,,,ttth,7340123,6,1,24
D01,6.6,,7.8,8.25,,,,,,,ttth,7340123,6,1,25
D01,6.6,,7.4,7.75,,,,,,,ttth,7340123,6,1,26
D01,4.6,,5.2,7.75,,,,,,,ttth,7340123,6,1,27
D01,7.25,,4.6,7.4,,,,,,,ttth,7340123,6,1,28
D01,6.25,,3.2,7.0,,,,,,,ttth,7340123,6,1,29
D01,4.4,,6.0,6.5,,,,,,,ttth,7340123,6,1,30
D01,6.2,,7.4,7.5,,,,,,,ttth,7340123,6,1,31
A00,,,,5.25,,,,6.25,8.0,,ttth,7340123,6,1,32
A01,,,7.2,7.2,,,,6.5,,,ttth,7340123,6,1,33
D01,7.5,,5.0,6.8,,,,,,,ttth,7340123,6,1,34
D01,6.5,,8.6,4.8,,,,,,,ttth,7340123,6,1,35
D01,8.0,,6.4,7.0,,,,,,,ttth,7340123,6,1,36
D01,7.0,,6.6,7.0,,,,,,,ttth,7340123,6,1,37
A00,,,,5.0,,,,6.5,6.8,,ttth,7340123,6,1,38
A00,,,,7.25,,,,6.25,7.6,,ttth,7340123,6,1,39
D01,5.2,,7.8,7.25,,,,,,,ttth,7340123,6,1,40
D01,7.0,,6.8,7.6,,,,,,,ttth,7340123,6,1,41
D01,6.5,,7.4,7.6,,,,,,,ttth,7340123,6,1,42
D01,5.0,,7.4,8.5,,,,,,,ttth,7340123,6,1,43
D01,7.0,,4.4,6.2,,,,,,,ttth,7340123,6,1,44
D01,6.5,,5.6,7.8,,,,,,,ttth,7340123,6,1,45
A00,,,,6.25,,,,8.0,8.0,,ttth,7340123,6,1,46
A00,,,,6.5,,,,6.75,7.4,,ttth,7340123,6,1,47
D01,7.2,,7.4,5.75,,,,,,,ttth,7340123,6,1,48
A00,,,,8.4,,,,7.0,6.25,,ttth,7340123,6,1,49
A00,,,,7.25,,,,7.25,7.2,,ttth,7340123,6,1,50
D01,4.2,,5.6,8.0,,,,,,,ttth,7340123,6,1,51
D01,7.4,,5.4,7.25,,,,,,,ttth,7340123,6,1,52
D01,5.4,,7.2,7.5,,,,,,,ttth,7340123,6,1,53
D01,5.0,,4.2,6.5,,,,,,,ttth,7340123,6,1,54
A00,,,,8.0,,,,8.5,7.8,,ttth,7340123,6,1,55
D01,6.2,,7.0,6.75,,,,,,,ttth,7340123,6,1,56
A00,,,,7.25,,,,6.0,7.6,,ttth,7340123,6,1,57
D01,6.8,,6.2,7.25,,,,,,,ttth,7340123,6,1,58
A00,,,,7.0,,,,7.5,7.0,,ttth,7340123,6,1,59
A00,,,,7.2,,,,6.25,6.5,,ttth,7340123,6,1,60
D01,7.8,,7.0,7.0,,,,,,,ttth,7340123,6,1,61
A00,,,,6.75,,,,6.0,7.4,,ttth,7340123,6,1,62
A00,,,,7.0,,,,6.5,6.5,,ttth,7340123,6,1,63
D01,7.4,,7.6,6.0,,,,,,,ttth,7340123,6,1,64
D01,7.8,,7.0,7.0,,,,,,,ttth,7340123,6,1,65
D01,5.8,,5.8,6.25,,,,,,,ttth,7340123,6,1,66
A00,,,,6.75,,,,7.25,8.0,,ttth,7340129,7,4,0
A00,,,,7.0,,,,6.75,7.6,,ttth,7340129,7,4,1
D01,5.0,,7.8,8.5,,,,,,,ttth,7340129,7,4,2
D01,8.0,,5.0,7.2,,,,,,,ttth,7340129,7,4,3
D01,7.2,,7.6,6.5,,,,,,,ttth,7340129,7,4,4
D01,5.75,,7.6,7.4,,,,,,,ttth,7340129,7,4,5
A01,,,6.0,8.2,,,,7.0,,,ttth,7340129,7,4,6
A00,,,,7.8,,,,6.75,6.25,,ttth,7340129,7,4,7
D01,6.6,,7.6,6.75,,,,,,,ttth,7340129,7,4,8
D01,8.5,,4.4,7.2,,,,,,,ttth,7340129,7,4,9
D01,6.0,,6.8,6.75,,,,,,,ttth,7340129,7,4,10
D01,6.5,,8.6,5.2,,,,,,,ttth,7340129,7,4,11
D01,7.5,,7.0,7.6,,,,,,,ttth,7340129,7,4,12
D01,5.8,,6.8,7.5,,,,,,,ttth,7340129,7,4,13
D01,6.2,,7.8,8.25,,,,,,,ttth,7340129,7,4,14
A00,,,,6.75,,,,8.0,8.0,,ttth,7340129,7,4,15
D01,6.6,,7.6,7.75,,,,,,,ttth,7340129,7,4,16
D01,8.0,,7.8,7.25,,,,,,,ttth,7340129,7,4,17
D01,7.5,,7.0,7.8,,,,,,,ttth,7340129,7,4,18
A00,,,,7.0,,,,7.0,7.8,,ttth,7340129,7,4,19
A01,,,6.8,8.25,,,,5.4,,,ttth,7340129,7,4,20
D01,7.75,,8.0,6.8,,,,,,,ttth,7340129,7,4,21
D01,4.0,,6.8,7.25,,,,,,,ttth,7340129,7,4,22
D01,7.2,,6.6,8.0,,,,,,,ttth,7340129,7,4,23
A00,,,,4.5,,,,7.25,6.4,,ttth,7340129,7,4,24
D01,5.2,,7.8,6.75,,,,,,,ttth,7340129,7,4,25
D01,7.0,,5.8,6.8,,,,,,,ttth,7340129,7,4,26
A00,,,,7.0,,,,7.25,7.8,,ttth,7340129,7,4,27
A00,,,,5.75,,,,7.75,6.2,,ttth,7340129,7,4,28
D01,5.0,,7.4,7.5,,,,,,,ttth,7340129,7,4,29
D01,7.0,,9.2,7.0,,,,,,,ttth,7340129,7,4,30
D01,7.5,,8.0,7.0,,,,,,,ttth,7340129,7,4,31
D01,6.2,,8.2,8.25,,,,,,,ttth,7340129,7,4,32
A01,,,7.4,6.75,,,,7.6,,,ttth,7340129,7,4,33
A00,,,,7.25,,,,8.0,8.0,,ttth,7340129,7,4,34
A00,,,,6.5,,,,7.5,7.0,,ttth,7340129,7,4,35
A00,,,,7.0,,,,7.75,7.6,,ttth,7340129,7,4,36
D01,5.4,,7.8,8.25,,,,,,,ttth,7340129,7,4,37
A00,,,,6.25,,,,7.25,7.6,,ttth,7340129,7,4,38
A01,,,6.8,8.0,,,,6.25,,,ttth,7340129,7,4,39
D01,3.4,,7.4,7.25,,,,,,,ttth,7340129,7,4,40
A00,,,,5.75,,,,8.0,8.0,,ttth,7340129,7,4,41
A00,,,,7.0,,,,6.5,7.6,,ttth,7340129,7,4,42
D01,4.2,,6.0,8.0,,,,,,,ttth,7340129,7,4,43
A00,,,,6.25,,,,7.75,8.2,,ttth,7340129,7,4,44
D01,7.5,,6.6,6.6,,,,,,,ttth,7340129,7,4,45
D01,6.75,,6.4,7.0,,,,,,,ttth,7340129,7,4,46
D01,5.4,,7.0,7.5,,,,,,,ttth,7340129,7,4,47
A01,,,8.2,8.0,,,,8.4,,,ttth,7340129,7,4,48
A00,,,,6.0,,,,6.25,7.6,,ttth,7340129,7,4,49
D01,7.5,,6.2,7.6,,,,,,,ttth,7340129,7,4,50
A00,,,,6.25,,,,8.0,7.4,,ttth,7340129,7,4,51
A00,,,,7.4,,,,6.75,6.5,,ttth,7340129,7,4,52
D01,6.4,,8.0,7.75,,,,,,,ttth,7340129,7,4,53
D01,7.0,,5.4,7.25,,,,,,,ttth,7340129,7,4,54
D01,3.6,,6.4,8.25,,,,,,,ttth,7340129,7,4,55
D01,4.6,,7.4,8.75,,,,,,,ttth,7340129,7,4,56
D01,7.2,,8.0,6.75,,,,,,,ttth,7340129,7,4,57
A01,,,7.2,7.25,,,,5.8,,,ttth,7340129,7,4,58
D01,5.6,,7.4,8.5,,,,,,,ttth,7340129,7,4,59
D01,6.25,,7.8,6.4,,,,,,,ttth,7340129,7,4,60
D01,8.0,,7.2,7.0,,,,,,,ttth,7340129,7,4,61
A01,,,7.8,7.25,,,,7.8,,,ttth,7340129,7,4,62
A00,,,,7.6,,,,7.0,7.0,,ttth,7340129,7,4,63
A00,,,,6.75,,,,6.75,8.0,,ttth,7340129,7,4,64
D01,6.5,,7.2,6.4,,,,,,,ttth,7340129,7,4,65
A00,,,,7.0,,,,7.75,8.0,,ttth,7340129,7,4,66
D01,6.75,,7.8,7.8,,,,,,,ttth,7340201,8,1,0
D01,7.0,,9.4,6.6,,,,,,,ttth,7340201,8,1,1
A01,,,8.4,8.4,,,,7.5,,,ttth,7340201,8,1,2
D01,4.8,,7.8,7.5,,,,,,,ttth,7340201,8,1,3
A01,,,6.4,6.5,,,,8.6,,,ttth,7340201,8,1,4
D01,6.0,,6.4,8.0,,,,,,,ttth,7340201,8,1,5
A01,,,8.6,8.0,,,,7.75,,,ttth,7340201,8,1,6
A01,,,9.0,7.8,,,,8.0,,,ttth,7340201,8,1,7
D01,6.75,,8.0,8.6,,,,,,,ttth,7340201,8,1,8
A01,,,9.0,7.8,,,,6.75,,,ttth,7340201,8,1,9
D01,5.4,,7.0,8.0,,,,,,,ttth,7340201,8,1,10
A01,,,8.4,8.8,,,,7.0,,,ttth,7340201,8,1,11
A00,,,,8.6,,,,7.0,7.0,,ttth,7340201,8,1,12
A00,,,,6.75,,,,7.25,8.6,,ttth,7340201,8,1,13
A00,,,,6.5,,,,6.25,7.6,,ttth,7340201,8,1,14
A00,,,,7.5,,,,7.5,7.2,,ttth,7340201,8,1,15
D01,5.6,,6.2,8.75,,,,,,,ttth,7340201,8,1,16
A01,,,7.6,8.25,,,,7.0,,,ttth,7340201,8,1,17
A00,,,,7.0,,,,8.0,7.75,,ttth,7340201,8,1,18
A01,,,7.2,7.8,,,,7.25,,,ttth,7340201,8,1,19
A00,,,,7.75,,,,7.25,6.8,,ttth,7340201,8,1,20
A00,,,,7.25,,,,7.75,7.2,,ttth,7340201,8,1,21
D01,7.0,,8.6,7.6,,,,,,,ttth,7340201,8,1,22
A00,,,,8.2,,,,6.5,8.25,,ttth,7340201,8,1,23
A00,,,,7.25,,,,7.75,8.6,,ttth,7340201,8,1,24
A00,,,,7.5,,,,8.75,7.6,,ttth,7340201,8,1,25
A00,,,,6.5,,,,7.5,8.0,,ttth,7340201,8,1,26
A00,,,,8.4,,,,6.75,8.0,,ttth,7340201,8,1,27
A00,,,,7.75,,,,6.5,7.2,,ttth,7340201,8,1,28
A01,,,7.6,7.25,,,,6.8,,,ttth,7340201,8,1,29
D01,7.75,,8.2,6.8,,,,,,,ttth,7340201,8,1,30
D01,8.0,,7.0,7.8,,,,,,,ttth,7340201,8,1,31
D01,7.0,,8.0,7.6,,,,,,,ttth,7340201,8,1,32
A00,,,,6.25,,,,6.75,7.2,,ttth,7340201,8,1,33
A00,,,,7.5,,,,8.5,7.6,,ttth,7340201,8,1,34
D01,7.0,,8.6,7.8,,,,,,,ttth,7340201,8,1,35
A00,,,,6.5,,,,7.0,7.6,,ttth,7340201,8,1,36
D01,7.4,,7.8,6.25,,,,,,,ttth,7340201,8,1,37
A01,,,8.0,6.5,,,,8.2,,,ttth,7340201,8,1,38
A00,,,,8.6,,,,7.25,7.75,,ttth,7340201,8,1,39
A00,,,,7.75,,,,7.0,7.0,,ttth,7340201,8,1,40
A00,,,,7.25,,,,8.0,8.0,,ttth,7340201,8,1,41
D01,7.75,,8.6,6.8,,,,,,,ttth,7340201,8,1,42
A00,,,,8.8,,,,7.75,8.25,,ttth,7340201,8,1,43
D01,7.4,,7.2,8.0,,,,,,,ttth,7340201,8,1,44
D01,7.0,,7.4,8.5,,,,,,,ttth,7340201,8,1,45
A00,,,,6.25,,,,6.5,7.0,,ttth,7340201,8,1,46
D01,7.0,,9.0,7.2,,,,,,,ttth,7340201,8,1,47
A00,,,,6.75,,,,6.5,8.4,,ttth,7340201,8,1,48
A00,,,,7.25,,,,7.0,7.0,,ttth,7340201,8,1,49
A00,,,,8.0,,,,7.75,8.0,,ttth,7340201,8,1,50
D01,7.5,,8.0,8.0,,,,,,,ttth,7340201,8,1,51
D01,8.5,,7.0,7.6,,,,,,,ttth,7340201,8,1,52
A00,,,,8.2,,,,7.75,7.0,,ttth,7340201,8,1,53
A00,,,,8.0,,,,7.75,7.8,,ttth,7340201,8,1,54
A00,,,,6.5,,,,8.25,7.2,,ttth,7340201,8,1,55
D01,5.2,,7.6,7.5,,,,,,,ttth,7340201,8,1,56
A01,,,6.6,8.4,,,,8.0,,,ttth,7340201,8,1,57
A01,,,7.4,7.75,,,,7.6,,,ttth,7340201,8,1,58
A00,,,,7.25,,,,7.5,6.2,,ttth,7340201,8,1,59
D01,7.0,,7.2,6.5,,,,,,,ttth,7340201,8,1,60
A00,,,,8.2,,,,7.0,8.25,,ttth,7340201,8,1,61
A00,,,,7.75,,,,8.0,6.6,,ttth,7340201,8,1,62
D01,6.4,,6.8,8.0,,,,,,,ttth,7340201,8,1,63
A01,,,7.8,7.8,,,,7.25,,,ttth,7340201,8,1,64
A00,,,,6.0,,,,8.5,7.8,,ttth,7340201,8,1,65
A01,,,7.4,6.75,,,,7.0,,,ttth,7340201,8,1,66
D01,5.0,,6.8,6.75,,,,,,,ttth,7340205,9,1,0
D01,6.4,,6.6,7.0,,,,,,,ttth,7340205,9,1,1
A00,,,,7.5,,,,6.0,5.2,,ttth,7340205,9,1,2
D01,5.0,,5.6,8.0,,,,,,,ttth,7340205,9,1,3
A00,,,,6.5,,,,8.0,5.6,,ttth,7340205,9,1,4
A01,,,7.2,5.25,,,,7.0,,,ttth,7340205,9,1,5
D01,6.6,,7.2,7.0,,,,,,,ttth,7340205,9,1,6
A01,,,7.4,7.5,,,,7.6,,,ttth,7340205,9,1,7
D01,5.2,,6.8,6.75,,,,,,,ttth,7340205,9,1,8
D01,4.8,,7.0,7.25,,,,,,,ttth,7340205,9,1,9
D01,5.8,,7.6,7.0,,,,,,,ttth,7340205,9,1,10
D01,6.8,,7.0,6.25,,,,,,,ttth,7340205,9,1,11
A00,,,,7.0,,,,7.75,7.6,,ttth,7340205,9,1,12
D01,5.2,,7.2,6.75,,,,,,,ttth,7340205,9,1,13
D01,5.6,,6.6,6.5,,,,,,,ttth,7340205,9,1,14
A01,,,7.0,7.0,,,,6.6,,,ttth,7340205,9,1,15
D01,6.4,,6.6,7.25,,,,,,,ttth,7340205,9,1,16
A00,,,,6.75,,,,6.0,6.8,,ttth,7340205,9,1,17
D01,5.8,,7.8,6.0,,,,,,,ttth,7340205,9,1,18
D01,6.0,,7.2,7.0,,,,,,,ttth,7340205,9,1,19
D07,,,6.4,7.25,,,,,6.4,,ttth,7340205,9,1,20
D01,7.8,,7.2,8.75,,,,,,,ttth,7340205,9,1,21
D01,7.4,,6.2,6.25,,,,,,,ttth,7340205,9,1,22
D01,7.8,,6.2,6.25,,,,,,,ttth,7340205,9,1,23
D07,,,6.8,8.25,,,,,7.0,,ttth,7340205,9,1,24
D01,6.8,,6.4,6.75,,,,,,,ttth,7340205,9,1,25
A00,,,,5.5,,,,5.75,7.0,,ttth,7340205,9,1,26
D01,8.2,,6.4,6.25,,,,,,,ttth,7340205,9,1,27
A00,,,,7.25,,,,7.25,8.0,,ttth,7340205,9,1,28
A00,,,,7.25,,,,7.75,6.6,,ttth,7340205,9,1,29
A00,,,,7.25,,,,6.5,6.0,,ttth,7340205,9,1,30
D01,4.6,,6.8,7.0,,,,,,,ttth,7340205,9,1,31
D01,5.2,,5.0,8.0,,,,,,,ttth,7340205,9,1,32
D07,,,6.8,6.25,,,,,6.2,,ttth,7340205,9,1,33
A01,,,6.0,7.0,,,,7.0,,,ttth,7340205,9,1,34
A00,,,,6.5,,,,7.5,5.0,,ttth,7340205,9,1,35
D01,6.8,,7.4,6.5,,,,,,,ttth,7340205,9,1,36
A00,,,,6.75,,,,7.25,5.6,,ttth,7340205,9,1,37
D07,,,7.0,7.25,,,,,6.4,,ttth,7340205,9,1,38
D01,6.6,,5.6,6.5,,,,,,,ttth,7340205,9,1,39
A00,,,,6.75,,,,8.5,7.2,,ttth,7340205,9,1,40
A00,,,,6.75,,,,6.0,7.4,,ttth,7340205,9,1,41
A00,,,,6.25,,,,6.0,6.0,,ttth,7340205,9,1,42
A00,,,,6.5,,,,8.5,6.4,,ttth,7340205,9,1,43
D01,7.2,,7.4,6.5,,,,,,,ttth,7340205,9,1,44
D01,7.2,,7.6,8.25,,,,,,,ttth,7340205,9,1,45
D07,,,8.2,8.0,,,,,7.4,,ttth,7340205,9,1,46
A00,,,,6.25,,,,7.75,8.0,,ttth,7340205,9,1,47
D01,7.6,,7.2,8.0,,,,,,,ttth,7340205,9,1,48
D01,6.6,,7.2,7.5,,,,,,,ttth,7340205,9,1,49
A00,,,,5.5,,,,6.5,7.0,,ttth,7340205,9,1,50
D01,7.6,,7.0,6.75,,,,,,,ttth,7340205,9,1,51
D07,,,6.6,7.25,,,,,6.0,,ttth,7340205,9,1,52
A00,,,,7.0,,,,7.5,7.6,,ttth,7340205,9,1,53
D01,4.4,,7.2,7.0,,,,,,,ttth,7340205,9,1,54
A00,,,,7.5,,,,7.0,7.2,,ttth,7340205,9,1,55
A00,,,,6.5,,,,6.75,7.0,,ttth,7340205,9,1,56
A01,,,7.4,7.25,,,,7.6,,,ttth,7340205,9,1,57
A00,,,,6.25,,,,7.0,6.8,,ttth,7340205,9,1,58
A00,,,,7.0,,,,7.0,8.0,,ttth,7340205,9,1,59
D07,,,6.2,7.25,,,,,6.4,,ttth,7340205,9,1,60
A00,,,,4.0,,,,7.75,6.8,,ttth,7340205,9,1,61
D01,6.0,,5.8,6.5,,,,,,,ttth,7340205,9,1,62
A00,,,,7.0,,,,5.75,8.2,,ttth,7340205,9,1,63
A00,,,,6.5,,,,7.0,6.2,,ttth,7340205,9,1,64
A00,,,,5.0,,,,6.0,7.0,,ttth,7340205,9,1,65
D01,4.6,,8.2,7.5,,,,,,,ttth,7340205,9,1,66
A00,,,,7.8,,,,7.0,8.25,,ttth,7340301,10,1,0
D01,7.5,,8.8,7.2,,,,,,,ttth,7340301,10,1,1
D01,7.0,,8.4,8.5,,,,,,,ttth,7340301,10,1,2
D01,8.0,,6.2,8.6,,,,,,,ttth,7340301,10,1,3
A00,,,,6.0,,,,7.0,7.4,,ttth,7340301,10,1,4
D01,7.5,,7.6,7.2,,,,,,,ttth,7340301,10,1,5
A00,,,,8.25,,,,8.5,7.6,,ttth,7340301,10,1,6
D01,6.2,,6.4,8.5,,,,,,,ttth,7340301,10,1,7
D01,7.75,,7.2,7.4,,,,,,,ttth,7340301,10,1,8
A00,,,,8.25,,,,6.25,7.0,,ttth,7340301,10,1,9
A00,,,,8.25,,,,6.5,8.6,,ttth,7340301,10,1,10
A00,,,,7.25,,,,8.25,8.2,,ttth,7340301,10,1,11
A00,,,,7.5,,,,7.25,6.8,,ttth,7340301,10,1,12
A00,,,,7.25,,,,6.25,7.2,,ttth,7340301,10,1,13
D01,8.5,,7.4,7.8,,,,,,,ttth,7340301,10,1,14
D01,7.0,,7.4,8.5,,,,,,,ttth,7340301,10,1,15
D01,8.0,,7.4,7.2,,,,,,,ttth,7340301,10,1,16
A01,,,8.8,7.4,,,,7.5,,,ttth,7340301,10,1,17
A00,,,,8.2,,,,6.75,8.25,,ttth,7340301,10,1,18
A00,,,,7.25,,,,7.25,8.2,,ttth,7340301,10,1,19
D01,5.8,,7.4,7.0,,,,,,,ttth,7340301,10,1,20
D01,8.0,,7.2,7.25,,,,,,,ttth,7340301,10,1,21
A00,,,,8.0,,,,8.0,6.25,,ttth,7340301,10,1,22
A00,,,,8.0,,,,8.0,8.0,,ttth,7340301,10,1,23
A00,,,,7.0,,,,7.25,8.0,,ttth,7340301,10,1,24
A01,,,9.2,7.4,,,,7.5,,,ttth,7340301,10,1,25
A00,,,,7.75,,,,7.75,8.2,,ttth,7340301,10,1,26
A00,,,,6.25,,,,8.25,6.0,,ttth,7340301,10,1,27
D01,7.6,,6.4,6.75,,,,,,,ttth,7340301,10,1,28
A00,,,,6.75,,,,7.5,7.6,,ttth,7340301,10,1,29
D01,7.2,,7.2,6.25,,,,,,,ttth,7340301,10,1,30
D01,8.0,,7.4,8.0,,,,,,,ttth,7340301,10,1,31
A00,,,,7.0,,,,8.5,8.0,,ttth,7340301,10,1,32
D01,6.2,,7.4,8.25,,,,,,,ttth,7340301,10,1,33
A00,,,,8.2,,,,7.75,8.0,,ttth,7340301,10,1,34
A00,,,,8.4,,,,7.5,8.25,,ttth,7340301,10,1,35
A00,,,,8.25,,,,8.5,7.6,,ttth,7340301,10,1,36
D01,8.0,,8.0,7.2,,,,,,,ttth,7340301,10,1,37
A00,,,,7.5,,,,7.0,7.6,,ttth,7340301,10,1,38
A00,,,,7.0,,,,7.5,8.0,,ttth,7340301,10,1,39
A00,,,,8.0,,,,7.0,7.5,,ttth,7340301,10,1,40
D01,8.5,,6.8,7.6,,,,,,,ttth,7340301,10,1,41
D01,8.2,,8.0,7.5,,,,,,,ttth,7340301,10,1,42
D01,6.4,,7.8,7.25,,,,,,,ttth,7340301,10,1,43
A00,,,,7.8,,,,7.0,7.75,,ttth,7340301,10,1,44
A00,,,,8.2,,,,7.75,8.25,,ttth,7340301,10,1,45
D01,8.25,,6.6,7.4,,,,,,,ttth,7340301,10,1,46
A00,,,,7.8,,,,7.5,8.0,,ttth,7340301,10,1,47
D01,7.0,,7.6,7.75,,,,,,,ttth,7340301,10,1,48
D01,6.4,,7.6,7.0,,,,,,,ttth,7340301,10,1,49
A01,,,5.8,7.0,,,,7.2,,,ttth,7340301,10,1,50
A00,,,,7.25,,,,8.25,8.8,,ttth,7340301,10,1,51
A00,,,,6.75,,,,7.25,7.6,,ttth,7340301,10,1,52
D01,5.8,,7.6,7.75,,,,,,,ttth,7340301,10,1,53
A00,,,,7.6,,,,6.75,8.5,,ttth,7340301,10,1,54
D01,7.5,,8.2,7.6,,,,,,,ttth,7340301,10,1,55
D01,7.25,,8.4,7.6,,,,,,,ttth,7340301,10,1,56
A00,,,,7.75,,,,7.5,8.4,,ttth,7340301,10,1,57
A00,,,,5.75,,,,6.75,8.4,,ttth,7340301,10,1,58
A00,,,,7.25,,,,8.25,7.6,,ttth,7340301,10,1,59
D01,8.25,,8.2,8.2,,,,,,,ttth,7340301,10,1,60
A00,,,,7.5,,,,7.75,8.2,,ttth,7340301,10,1,61
A00,,,,8.4,,,,6.5,7.25,,ttth,7340301,10,1,62
A00,,,,8.6,,,,7.75,7.75,,ttth,7340301,10,1,63
D01,6.8,,7.0,7.5,,,,,,,ttth,7340301,10,1,64
A00,,,,5.75,,,,7.25,7.4,,ttth,7340301,10,1,65
A00,,,,7.6,,,,7.25,8.0,,ttth,7340301,10,1,66
X01,9.0,,,5.25,8.75,,,,,,bootstrap_khaosat,7380101,11,5,0
D07,,,6.0,7.0,,,,,7.0,,bootstrap_khaosat,7380101,11,5,1
X01,9.0,,,5.25,8.75,,,,,,bootstrap_khaosat,7380101,11,5,2
D01,8.0,,8.25,7.5,,,,,,,bootstrap_khaosat,7380101,11,5,3
D01,7.25,,7.0,8.0,,,,,,,bootstrap_khaosat,7380101,11,5,4
D07,,,6.0,7.0,,,,,7.0,,bootstrap_khaosat,7380101,11,5,5
X01,9.0,,,5.25,8.75,,,,,,bootstrap_khaosat,7380101,11,5,6
D01,7.25,,8.75,8.25,,,,,,,bootstrap_khaosat,7380101,11,5,7
D01,8.0,,8.25,7.5,,,,,,,bootstrap_khaosat,7380101,11,5,8
D01,7.25,,7.0,8.0,,,,,,,bootstrap_khaosat,7380101,11,5,9
A01,,,8.0,8.0,,,,8.0,,,bootstrap_khaosat,7380101,11,5,10
D01,7.25,,8.75,8.25,,,,,,,bootstrap_khaosat,7380101,11,5,11
C00,7.0,5.0,,,,,6.75,,,,bootstrap_khaosat,7380101,11,5,12
D01,7.25,,7.0,8.0,,,,,,,bootstrap_khaosat,7380101,11,5,13
D01,7.25,,7.0,8.0,,,,,,,bootstrap_khaosat,7380101,11,5,14
A01,,,8.0,8.0,,,,8.0,,,bootstrap_khaosat,7380101,11,5,15
D01,7.25,,7.0,8.0,,,,,,,bootstrap_khaosat,7380101,11,5,16
A01,,,8.0,8.0,,,,8.0,,,bootstrap_khaosat,7380101,11,5,17
X01,9.0,,,5.25,8.75,,,,,,bootstrap_khaosat,7380101,11,5,18
C00,7.0,5.0,,,,,6.75,,,,bootstrap_khaosat,7380101,11,5,19
X01,9.0,,,5.25,8.75,,,,,,bootstrap_khaosat,7380101,11,5,20
D01,7.25,,7.0,8.0,,,,,,,bootstrap_khaosat,7380101,11,5,21
D07,,,6.0,7.0,,,,,7.0,,bootstrap_khaosat,7380101,11,5,22
A01,,,8.0,8.0,,,,8.0,,,bootstrap_khaosat,7380101,11,5,23
X01,9.0,,,5.25,8.75,,,,,,bootstrap_khaosat,7380101,11,5,24
