thoi_gian,nganh_hoc,gioi_tinh,to_hop_thi,likert_nang_dong,likert_huong_noi,likert_sang_tao,likert_logic,likert_to_mo,likert_thi_nghiem,likert_moi_truong,likert_dinh_duong,likert_tranh_luan,likert_thiet_ke,diem_Van,diem_Dia,diem_Anh,diem_Toan,diem_Gdktpl,diem_Tin,diem_Su,diem_Ly,diem_Hoa,diem_Sinh,muc_tieu_ma,muc_tieu_nhan,ghi_chu_thieu_du_lieu
8/11/2026 12:31,Công nghệ tài chính,Nữ,"A00 (Toán, Lý, Hóa)",3,3,4,4,1,3,1,1,3,3,,,,7,,,,7,8,,1,Đi làm,
8/11/2026 12:31,Kế toán,Nam,"A00 (Toán, Lý, Hóa)",3,3,3,3,3,3,3,3,3,3,,,,8,,,,8,8,,1,Đi làm,
8/11/2026 12:32,Công nghệ tài chính,Nữ,"A00 (Toán, Lý, Hóa)",3,3,5,3,3,3,5,4,3,3,,,,8,,,,7,7,,3,Kinh doanh,
8/11/2026 12:34,Kế toán,Nữ,"D09 (Toán, Sử, Anh)",4,2,5,3,3,3,4,5,4,3,,,4,6.5,,,8,,,,3,Kinh doanh,
8/11/2026 12:34,Kế toán,Nữ,"A00 (Toán, Lý, Hóa)",4,2,3,3,4,3,3,2,4,2,,,,9,,,,9,6,,1,Đi làm,
8/11/2026 12:35,Công nghệ sinh học,Nam,"B00 (Toán, Hóa, Sinh)",2,5,2,4,4,4,3,4,3,1,,,,6,,,,,6,7,1,Đi làm,
8/11/2026 12:36,Công nghệ thực phẩm,Nữ,"A00 (Toán, Lý, Hóa)",3,3,4,3,4,3,2,3,3,4,,,,8.8,,,,7,8,,1,Đi làm,
8/11/2026 12:37,Công nghệ sinh học,Nam,"D07 (Toán, Hóa, Anh)",3,4,2,3,3,4,3,4,3,2,,,8.6,7.6,,,,,7,,3,Kinh doanh,
8/11/2026 12:38,Quản trị kinh doanh thực phẩm,Nữ,"D01 (Toán, Văn, Anh)",1,1,1,1,1,1,1,1,1,1,8,,6.8,7,,,,,,,2,Nghiên cứu,
8/11/2026 12:39,Quản trị kinh doanh thực phẩm,Nữ,"C00 (Văn, Sử, Địa)",3,4,4,4,4,4,4,4,4,4,8,7,,,,,7,,,,1,Đi làm,
8/11/2026 12:39,Ngôn ngữ Anh,Nam,"D01 (Toán, Văn, Anh)",3,4,3,3,4,3,3,4,4,3,7.5,,9,7.8,,,,,,,1,Đi làm,
8/11/2026 12:39,Công nghệ sinh học,Nữ,"B00 (Toán, Hóa, Sinh)",3,3,4,3,4,4,5,5,4,4,,,,7,,,,,8,8,1,Đi làm,
8/11/2026 12:40,Công nghệ sinh học,Nam,"B00 (Toán, Hóa, Sinh)",2,5,4,4,4,4,4,5,4,3,,,,8,,,,,8,8.5,1,Đi làm,
8/11/2026 12:41,Công nghệ vật liệu,Nam,"C01 (Văn, Toán, Lý)",4,4,4,2,4,2,4,4,2,4,8,,,5.5,,,,7.75,,,1,Đi làm,
8/11/2026 12:41,Công nghệ kỹ thuật điện - điện tử,Nam,"A00 (Toán, Lý, Hóa)",3,3,3,3,3,3,3,4,3,4,,,,8,,,,7.75,7,,4,Chưa xác định,
8/11/2026 12:42,Công nghệ sinh học,Nữ,"B00 (Toán, Hóa, Sinh)",2,3,3,3,3,3,3,3,3,3,,,,7,,,,,7,7,1,Đi làm,
8/11/2026 12:43,Công nghệ kỹ thuật điện - điện tử,Nam,"A01 (Toán, Lý, Anh)",3,5,4,5,5,4,3,3,3,2,,,7,6.8,,,,7.3,,,1,Đi làm,
8/11/2026 12:44,Công nghệ sinh học,Nam,"B00 (Toán, Hóa, Sinh)",4,2,3,3,4,5,4,3,1,2,,,,8,,,,,6.75,9,2,Nghiên cứu,
8/11/2026 12:44,Công nghệ sinh học,Nam,"B00 (Toán, Hóa, Sinh)",1,5,4,4,4,5,5,4,4,5,,,,8,,,,,8,8.5,4,Chưa xác định,
8/11/2026 12:44,Công nghệ thực phẩm,Nữ,"D07 (Toán, Hóa, Anh)",2,5,3,4,3,2,3,4,3,3,,,7.2,4.5,,,,,4.2,,1,Đi làm,
8/11/2026 12:45,Công nghệ sinh học,Nữ,"B00 (Toán, Hóa, Sinh)",4,4,4,5,4,5,5,5,5,4,,,,7,,,,,8,7.5,3,Kinh doanh,
8/11/2026 12:45,Công nghệ sinh học,Nữ,"B00 (Toán, Hóa, Sinh)",3,5,3,3,3,3,3,3,5,3,,,,7,,,,,7,7.5,4,Chưa xác định,
8/11/2026 12:45,Công nghệ sinh học,Nam,"B00 (Toán, Hóa, Sinh)",2,4,3,2,2,3,3,3,3,3,,,,7.75,,,,,6,5.75,1,Đi làm,
8/11/2026 12:46,An toàn thông tin,Nam,"A01 (Toán, Lý, Anh)",2,1,5,5,5,1,1,1,5,1,,,9,8,,,,8,,,1,Đi làm,
8/11/2026 12:46,Công nghệ sinh học,Nam,"B00 (Toán, Hóa, Sinh)",5,5,5,5,5,5,5,5,5,5,,,,7.8,,,,,8.3,8.3,3,Kinh doanh,
8/11/2026 12:47,Kế toán,Nữ,"A00 (Toán, Lý, Hóa)",5,1,5,3,4,2,5,5,2,2,,,,5.6,,,,8.5,6.8,,1,Đi làm,
8/11/2026 12:48,Kế toán,Nữ,"C01 (Văn, Toán, Lý)",3,4,5,4,5,4,5,5,5,4,9,,,7.75,,,,7,,,1,Đi làm,
8/11/2026 12:49,Công nghệ kỹ thuật hóa học,Nữ,"A00 (Toán, Lý, Hóa)",5,5,5,5,5,5,5,5,5,5,,,,7,,,,7,8,,1,Đi làm,
8/11/2026 12:49,Kế toán,Nữ,"A00 (Toán, Lý, Hóa)",3,3,3,3,3,3,3,3,3,3,,,,8,,,,9,8,,1,Đi làm,
8/11/2026 12:50,Công nghệ kỹ thuật cơ điện tử,Nam,"D01 (Toán, Văn, Anh)",4,4,4,4,4,4,4,4,4,4,6,,6,7.5,,,,,,,3,Kinh doanh,
8/11/2026 12:55,Công nghệ thực phẩm,Nữ,"A00 (Toán, Lý, Hóa)",3,3,3,3,4,4,4,4,4,4,,,,7,,,,8,8,,1,Đi làm,
8/11/2026 12:56,Công nghệ thực phẩm,Nữ,"B00 (Toán, Hóa, Sinh)",3,3,3,3,3,3,3,5,5,5,,,,7,,,,,7,6,4,Chưa xác định,
8/11/2026 12:56,Quản trị dịch vụ du lịch và lữ hành,Nữ,"C03 (Văn, Toán, Sử)",4,3,4,3,4,3,4,4,4,4,8.5,,,7.3,,,7.8,,,,1,Đi làm,
8/11/2026 12:57,Kế toán,Nữ,"A00 (Toán, Lý, Hóa)",3,4,3,3,3,3,3,3,3,3,,,,5.1,,,,7,6.25,,1,Đi làm,
8/11/2026 12:58,Kế toán,Nữ,"C01 (Văn, Toán, Lý)",2,4,2,3,3,3,2,3,3,4,9,,,8.6,,,,7.5,,,1,Đi làm,
8/11/2026 12:59,Kế toán,Nữ,"A00 (Toán, Lý, Hóa)",4,2,5,3,4,1,1,3,4,1,,,,5.5,,,,7.8,6.8,,1,Đi làm,
8/11/2026 12:59,Ngôn ngữ Trung Quốc,Nữ,"D01 (Toán, Văn, Anh)",3,3,3,3,2,2,2,2,2,2,8.5,,6.4,7.2,,,,,,,4,Chưa xác định,
8/11/2026 12:59,Quản trị dịch vụ du lịch và lữ hành,Nam,"A00 (Toán, Lý, Hóa)",5,1,4,4,3,3,3,3,3,3,,,,8,,,,9,9,,1,Đi làm,
8/11/2026 12:59,Kế toán,Nữ,"A00 (Toán, Lý, Hóa)",5,3,4,3,5,4,3,1,5,3,,,,6,,,,5.5,7,,1,Đi làm,
8/11/2026 12:59,Kế toán,Nữ,"D01 (Toán, Văn, Anh)",3,5,3,3,4,2,3,5,5,2,7,,6.5,6.5,,,,,,,1,Đi làm,
8/11/2026 12:59,Công nghệ thông tin,Nữ,"A00 (Toán, Lý, Hóa)",2,5,5,5,5,5,4,4,5,4,,,,8,,,,8,7.5,,1,Đi làm,
8/11/2026 13:01,Công nghệ thực phẩm,Nam,"B00 (Toán, Hóa, Sinh)",3,5,4,3,3,3,3,5,3,4,,,,7,,,,,6,7,1,Đi làm,
8/11/2026 13:03,Ngôn ngữ Trung Quốc,Nữ,"D01 (Toán, Văn, Anh)",5,3,5,5,4,4,4,5,5,5,7.5,,3.25,5.25,,,,,,,1,Đi làm,
8/11/2026 13:04,Ngôn ngữ Trung Quốc,Nữ,"D01 (Toán, Văn, Anh)",3,3,3,3,3,3,3,3,3,3,9,,8,8,,,,,,,1,Đi làm,
8/11/2026 13:05,Quản trị kinh doanh thực phẩm,Nữ,"A00 (Toán, Lý, Hóa)",4,4,4,4,4,4,4,4,4,4,,,,7,,,,5.5,8,,1,Đi làm,
8/11/2026 13:05,Quản trị kinh doanh thực phẩm,Nữ,"D01 (Toán, Văn, Anh)",3,5,5,3,4,4,5,5,4,5,6,,8,7,,,,,,,1,Đi làm,
8/11/2026 13:05,Quản trị kinh doanh thực phẩm,Nữ,"D07 (Toán, Hóa, Anh)",5,4,3,3,4,4,4,3,3,3,,,9,7.75,,,,,8.5,,4,Chưa xác định,
8/11/2026 13:06,Luật kinh tế,Nữ,"D15 (Văn, Địa, Anh)",3,4,3,4,4,3,3,3,3,3,9,9.75,5.6,,,,,,,,1,Đi làm,
8/11/2026 13:06,Luật kinh tế,Nữ,"D01 (Toán, Văn, Anh)",2,4,3,3,3,3,3,3,3,3,8.5,,7,7,,,,,,,1,Đi làm,
8/11/2026 13:07,Kế toán,Nữ,"A01 (Toán, Lý, Anh)",3,3,3,4,4,3,2,4,3,3,,,6,7,,,,8.5,,,1,Đi làm,
8/11/2026 13:08,Ngôn ngữ Trung Quốc,Nữ,"C00 (Văn, Sử, Địa)",4,5,3,3,4,4,4,5,4,4,8.5,9.5,,,,,8.5,,,,1,Đi làm,
8/11/2026 13:08,Công nghệ thực phẩm,Nữ,"A00 (Toán, Lý, Hóa)",4,3,3,4,4,3,4,4,3,4,,,,7,,,,7.5,7.75,,1,Đi làm,
8/11/2026 13:14,Quản trị dịch vụ du lịch và lữ hành,Nữ,"C00 (Văn, Sử, Địa)",5,5,5,5,5,5,5,5,5,5,8.6,9,,,,,8.5,,,,3,Kinh doanh,
8/11/2026 13:15,Ngôn ngữ Anh,Nam,"D14 (Văn, Anh, Sử)",5,5,5,5,4,4,4,4,4,3,8,,7.5,,,,8.5,,,,1,Đi làm,
8/11/2026 13:16,Ngôn ngữ Anh,Nữ,"D14 (Văn, Anh, Sử)",4,4,4,4,4,4,4,4,4,4,8.3,,5.5,,,,7.5,,,,1,Đi làm,
8/11/2026 13:16,Công nghệ kỹ thuật hóa học,Nữ,"A00 (Toán, Lý, Hóa)",3,3,5,3,4,3,3,4,2,5,,,,5.75,,,,6.25,7,,1,Đi làm,
8/11/2026 13:16,Quản trị dịch vụ du lịch và lữ hành,Nữ,"C00 (Văn, Sử, Địa)",3,3,4,3,3,3,4,4,4,4,8.25,8,,,,,8,,,,1,Đi làm,
8/11/2026 13:18,Công nghệ vật liệu,Nữ,"B00 (Toán, Hóa, Sinh)",3,4,4,3,3,4,5,4,3,3,,,,5.5,,,,,8.25,7.5,4,Chưa xác định,
8/11/2026 13:18,Khoa học dữ liệu,Nữ,"A00 (Toán, Lý, Hóa)",3,4,2,4,4,3,4,4,3,5,,,,6,,,,7.5,6.5,,1,Đi làm,
8/11/2026 13:18,Ngôn ngữ Trung Quốc,Nữ,"A01 (Toán, Lý, Anh)",2,5,3,3,3,2,3,2,3,3,,,6.8,8.2,,,,8.5,,,1,Đi làm,
8/11/2026 13:18,Khoa học dữ liệu,Nữ,"A00 (Toán, Lý, Hóa)",3,5,3,2,3,5,5,5,2,5,,,,9.2,,,,8.5,8.2,,4,Chưa xác định,
8/11/2026 13:19,Kế toán,Nữ,"A01 (Toán, Lý, Anh)",1,4,3,4,3,2,3,4,2,4,,,6.3,7.3,,,,7,,,1,Đi làm,
8/11/2026 13:19,Ngôn ngữ Trung Quốc,Nữ,"D15 (Văn, Địa, Anh)",5,5,5,5,4,1,3,5,3,3,8.75,9.75,5.5,,,,,,,,1,Đi làm,
8/11/2026 13:19,Kế toán,Nữ,"A01 (Toán, Lý, Anh)",4,2,4,4,4,1,1,4,5,2,,,7.75,8.2,,,,8,,,1,Đi làm,
8/11/2026 13:19,Kế toán,Nữ,"A00 (Toán, Lý, Hóa)",3,5,3,4,5,4,4,5,5,4,,,,8,,,,7.6,9,,1,Đi làm,
8/11/2026 13:20,Quản trị dịch vụ du lịch và lữ hành,Nữ,"D01 (Toán, Văn, Anh)",5,5,5,5,5,5,5,5,5,5,8,,8,8,,,,,,,1,Đi làm,
8/11/2026 13:21,Quản trị dịch vụ du lịch và lữ hành,Nữ,"A00 (Toán, Lý, Hóa)",5,5,5,5,5,5,5,5,5,5,,,,8,,,,8,8,,3,Kinh doanh,
8/11/2026 13:30,Công nghệ thông tin,Nam,"A01 (Toán, Lý, Anh)",3,3,3,3,2,3,2,1,2,2,,,4,5.46,,,,8.2,,,2,Nghiên cứu,
8/11/2026 13:30,Công nghệ kỹ thuật hóa học,Nam,"D07 (Toán, Hóa, Anh)",3,4,5,5,3,5,3,4,3,3,,,5.5,6.6,,,,,7.4,,2,Nghiên cứu,
8/11/2026 13:32,Kỹ thuật nhiệt,Nam,"A00 (Toán, Lý, Hóa)",5,5,5,5,5,4,5,4,3,5,,,,5,,,,7,8,,4,Chưa xác định,
8/11/2026 13:32,Marketing,Nữ,"D01 (Toán, Văn, Anh)",4,3,4,3,3,3,4,3,4,4,7.5,,5.5,7.8,,,,,,,1,Đi làm,
8/11/2026 13:35,Kinh doanh thời trang và dệt may,Nữ,"D01 (Toán, Văn, Anh)",4,2,3,3,4,3,4,3,3,4,8.5,,7,7,,,,,,,3,Kinh doanh,
8/11/2026 13:35,Kinh doanh thời trang và dệt may,Nữ,"A00 (Toán, Lý, Hóa)",4,4,4,4,4,3,4,5,4,5,,,,8,,,,8,8,,3,Kinh doanh,
8/11/2026 13:36,Kinh doanh thời trang và dệt may,Nữ,"D01 (Toán, Văn, Anh)",5,1,5,5,5,5,5,4,5,5,7,,4.5,6.74,,,,,,,3,Kinh doanh,
8/11/2026 13:36,Kinh doanh thời trang và dệt may,Nữ,"C00 (Văn, Sử, Địa)",2,4,4,2,3,3,4,3,3,3,8.75,8,,,,,7.75,,,,2,Nghiên cứu,
8/11/2026 13:40,Kỹ thuật nhiệt,Nam,"C01 (Văn, Toán, Lý)",4,3,5,4,5,5,5,5,5,4,7,,,5.25,,,,7.75,,,1,Đi làm,
8/11/2026 13:40,Công nghệ thông tin,Nam,"A00 (Toán, Lý, Hóa)",3,2,4,4,3,4,4,4,3,5,,,,9,,,,9.5,8,,1,Đi làm,
8/11/2026 13:41,Công nghệ kỹ thuật hóa học,Nam,"A00 (Toán, Lý, Hóa)",5,5,5,5,5,5,5,5,5,5,,,,7,,,,7.3,7,,4,Chưa xác định,
8/11/2026 13:41,Công nghệ thông tin,Nam,"A01 (Toán, Lý, Anh)",1,5,4,3,3,2,4,5,2,5,,,8,4,,,,7,,,4,Chưa xác định,
8/11/2026 13:45,Kế toán,Nữ,"A00 (Toán, Lý, Hóa)",3,3,4,2,2,3,3,5,2,5,,,,6,,,,8,6,,1,Đi làm,
8/11/2026 13:45,Kế toán,Nữ,"D01 (Toán, Văn, Anh)",2,4,4,3,3,1,1,4,2,4,7.5,,7.8,8,,,,,,,1,Đi làm,
8/11/2026 13:45,Kinh doanh quốc tế,Nam,"D07 (Toán, Hóa, Anh)",5,5,5,5,5,5,5,5,5,5,,,5,6.5,,,,,5.5,,3,Kinh doanh,
8/11/2026 13:46,Kỹ thuật nhiệt,Nam,"B00 (Toán, Hóa, Sinh)",2,5,4,3,2,2,3,2,3,2,,,,7,,,,,7.75,6.25,1,Đi làm,
8/11/2026 13:49,Kế toán,Nữ,"A00 (Toán, Lý, Hóa)",3,4,4,4,3,3,4,4,3,5,,,,7,,,,8.3,8,,4,Chưa xác định,
8/11/2026 13:49,Công nghệ thực phẩm,Nữ,"D07 (Toán, Hóa, Anh)",1,3,1,1,1,1,4,4,5,2,,,5.75,5.6,,,,,7.25,,1,Đi làm,
8/11/2026 13:50,Công nghệ thực phẩm,Nữ,"B00 (Toán, Hóa, Sinh)",3,4,4,3,4,3,3,4,3,2,,,,6,,,,,5,5,1,Đi làm,
8/11/2026 13:50,Công nghệ thực phẩm,Nữ,"A00 (Toán, Lý, Hóa)",4,4,5,5,3,5,4,5,5,4,,,,5.5,,,,7,6.25,,1,Đi làm,
8/11/2026 13:50,Công nghệ thực phẩm,Nữ,"A00 (Toán, Lý, Hóa)",5,3,5,5,5,4,4,4,5,5,,,,7,,,,7.5,6.5,,1,Đi làm,
8/11/2026 13:50,Công nghệ thực phẩm,Nữ,"A00 (Toán, Lý, Hóa)",4,3,2,3,3,3,4,3,2,3,,,,6,,,,7,6.25,,1,Đi làm,
8/11/2026 13:51,Công nghệ thực phẩm,Nữ,"D07 (Toán, Hóa, Anh)",5,3,3,3,2,3,3,4,3,4,,,5.25,6,,,,,6.75,,2,Nghiên cứu,
8/11/2026 13:51,Công nghệ thực phẩm,Nữ,"B00 (Toán, Hóa, Sinh)",3,4,4,3,2,2,2,5,2,5,,,,6,,,,,6,6,4,Chưa xác định,
8/11/2026 13:57,Kinh doanh quốc tế,Nữ,"A00 (Toán, Lý, Hóa)",3,4,3,4,3,3,4,3,3,3,,,,8,,,,7,8,,4,Chưa xác định,
8/11/2026 13:58,Ngôn ngữ Trung Quốc,Nam,"D01 (Toán, Văn, Anh)",2,4,3,3,4,3,4,3,3,4,8,,7,7,,,,,,,4,Chưa xác định,
8/11/2026 13:58,Công nghệ thực phẩm,Nữ,"A00 (Toán, Lý, Hóa)",2,3,3,3,3,4,3,4,4,4,,,,6,,,,7,8,,1,Đi làm,
8/11/2026 13:59,Công nghệ thực phẩm,Nữ,"B00 (Toán, Hóa, Sinh)",4,2,3,3,4,4,5,4,4,2,,,,6.25,,,,,7.5,7,1,Đi làm,
8/11/2026 14:00,Công nghệ thực phẩm,Nữ,"A00 (Toán, Lý, Hóa)",4,4,4,3,3,3,3,4,3,3,,,,7,,,,7,7,,1,Đi làm,
8/11/2026 14:00,Công nghệ sinh học,Nữ,"B00 (Toán, Hóa, Sinh)",3,2,3,3,4,4,4,2,4,4,,,,5.5,,,,,6.5,7.5,2,Nghiên cứu,
8/11/2026 14:00,Công nghệ sinh học,Nữ,"C02 (Văn, Toán, Hóa)",3,2,5,1,5,3,4,5,3,3,5,,,5,,,,,4,,1,Đi làm,
8/11/2026 14:04,Công nghệ kỹ thuật hóa học,Nữ,"A00 (Toán, Lý, Hóa)",3,4,5,5,5,5,4,5,4,4,,,,7,,,,7.5,6.5,,1,Đi làm,
8/11/2026 14:04,Công nghệ kỹ thuật hóa học,Nữ,"D01 (Toán, Văn, Anh)",3,3,4,3,5,5,3,5,5,3,8,,6,6,,,,,,,1,Đi làm,
8/11/2026 14:06,Công nghệ thực phẩm,Nữ,"D07 (Toán, Hóa, Anh)",3,2,3,3,4,4,3,4,4,3,,,6,8,,,,,8,,3,Kinh doanh,
8/11/2026 14:06,Công nghệ thực phẩm,Nữ,"D07 (Toán, Hóa, Anh)",3,2,3,3,4,3,5,5,5,5,,,6.5,7,,,,,8,,1,Đi làm,
8/11/2026 14:07,Công nghệ thực phẩm,Nữ,"A00 (Toán, Lý, Hóa)",4,1,2,2,4,3,4,4,3,4,,,,5,,,,8,6.8,,1,Đi làm,
8/11/2026 14:09,Công nghệ kỹ thuật điều khiển và TĐH,Nữ,"A01 (Toán, Lý, Anh)",1,4,4,3,4,2,5,4,4,2,,,7,7,,,,7,,,1,Đi làm,
8/11/2026 14:09,Công nghệ chế biến thủy sản,Nữ,"A00 (Toán, Lý, Hóa)",5,5,5,5,5,5,5,5,5,5,,,,5.3,,,,5.6,4.7,,1,Đi làm,
8/11/2026 14:09,Công nghệ thực phẩm,Nữ,"A00 (Toán, Lý, Hóa)",2,4,4,4,4,5,5,4,3,4,,,,6,,,,6.75,6.75,,1,Đi làm,
8/11/2026 14:52,Tài chính ngân hàng,Nữ,"A00 (Toán, Lý, Hóa)",5,5,5,5,5,5,5,5,5,5,,,,8.2,,,,7.75,7.25,,1,Đi làm,
8/11/2026 14:53,Tài chính ngân hàng,Nữ,"D01 (Toán, Văn, Anh)",3,3,3,4,3,3,3,4,4,4,7,,7,7.5,,,,,,,1,Đi làm,
8/11/2026 14:53,Công nghệ sinh học,Nữ,"B00 (Toán, Hóa, Sinh)",5,2,4,4,5,5,5,5,5,5,,,,7.8,,,,,7.5,8.5,2,Nghiên cứu,
8/11/2026 14:56,Luật kinh tế,Nữ,"A00 (Toán, Lý, Hóa)",2,2,2,3,4,3,3,4,4,2,,,,8,,,,8,8,,1,Đi làm,
8/11/2026 14:56,Luật kinh tế,Nữ,"A00 (Toán, Lý, Hóa)",1,4,1,5,4,4,5,5,5,3,,,,8,,,,7.75,8.25,,1,Đi làm,
8/11/2026 14:59,Công nghệ thực phẩm,Nữ,"B00 (Toán, Hóa, Sinh)",5,4,4,4,4,4,4,4,4,4,,,,8,,,,,8.75,8,1,Đi làm,
8/11/2026 14:59,Công nghệ thực phẩm,Nữ,"A00 (Toán, Lý, Hóa)",3,3,3,3,3,3,3,4,4,4,,,,8.2,,,,8.25,9,,4,Chưa xác định,
8/11/2026 15:00,Tài chính ngân hàng,Nữ,"D01 (Toán, Văn, Anh)",5,5,5,4,4,5,5,5,4,5,8,,5.5,7.5,,,,,,,1,Đi làm,
8/11/2026 15:03,Công nghệ kỹ thuật hóa học,Nam,"D07 (Toán, Hóa, Anh)",5,5,5,5,5,5,5,5,5,5,,,5,6,,,,,8,,1,Đi làm,
8/11/2026 15:07,Ngôn ngữ Anh,Nữ,"D01 (Toán, Văn, Anh)",3,3,3,3,3,3,3,3,3,3,8,,8,6,,,,,,,1,Đi làm,
8/11/2026 15:08,Công nghệ thông tin,Nữ,"A01 (Toán, Lý, Anh)",3,4,4,4,4,4,4,4,4,4,,,7,7.5,,,,6.5,,,1,Đi làm,
8/11/2026 15:09,Công nghệ kỹ thuật cơ điện tử,Nam,"A00 (Toán, Lý, Hóa)",5,5,5,5,5,5,4,4,4,4,,,,7,,,,8,9,,1,Đi làm,
8/11/2026 15:12,Công nghệ kỹ thuật hóa học,Nam,"A00 (Toán, Lý, Hóa)",4,2,5,4,4,4,4,4,4,4,,,,7,,,,8,6.5,,1,Đi làm,
8/11/2026 15:13,Công nghệ thực phẩm,Nữ,"D07 (Toán, Hóa, Anh)",2,2,3,4,2,2,2,2,2,3,,,7.2,4.25,,,,,8.75,,1,Đi làm,
8/11/2026 15:18,Công nghệ tài chính,Nam,"D01 (Toán, Văn, Anh)",5,5,5,5,5,5,5,5,5,5,8,,7,7,,,,,,,4,Chưa xác định,
8/11/2026 15:18,Công nghệ tài chính,Nam,"A00 (Toán, Lý, Hóa)",3,3,3,3,3,3,3,3,3,3,,,,7,,,,7,7,,3,Kinh doanh,
8/11/2026 15:18,Công nghệ tài chính,Nam,"D01 (Toán, Văn, Anh)",5,5,5,5,5,5,5,5,5,5,7,,7,8.5,,,,,,,1,Đi làm,
8/11/2026 15:19,Công nghệ tài chính,Nam,"D01 (Toán, Văn, Anh)",3,2,3,3,5,5,5,5,5,5,10,,10,10,,,,,,,3,Kinh doanh,
8/11/2026 15:22,Kế toán,Nữ,"C03 (Văn, Toán, Sử)",3,3,5,1,2,2,4,5,5,5,8,,,6,,,8,,,,4,Chưa xác định,
8/11/2026 15:22,Công nghệ thực phẩm,Nữ,"D07 (Toán, Hóa, Anh)",2,4,4,4,5,5,3,4,5,4,,,6.5,7.8,,,,,8.75,,2,Nghiên cứu,
8/11/2026 15:22,Công nghệ chế biến thủy sản,Nam,"D07 (Toán, Hóa, Anh)",2,4,4,2,5,4,4,4,4,5,,,5.25,6.25,,,,,5.25,,2,Nghiên cứu,
8/11/2026 15:23,Công nghệ chế tạo máy,Nam,"D01 (Toán, Văn, Anh)",3,3,3,3,3,3,3,3,3,3,6,,6,8.6,,,,,,,3,Kinh doanh,
8/11/2026 15:24,Công nghệ thực phẩm,Nam,"A00 (Toán, Lý, Hóa)",5,5,4,4,4,5,5,5,4,5,,,,6.6,,,,8.25,8.25,,1,Đi làm,
8/11/2026 15:26,Công nghệ kỹ thuật cơ điện tử,Nam,"A01 (Toán, Lý, Anh)",3,3,3,3,3,2,3,3,3,3,,,7,5,,,,7,,,4,Chưa xác định,
8/11/2026 15:26,Công nghệ tài chính,Nữ,"A00 (Toán, Lý, Hóa)",3,3,3,3,3,3,3,3,3,3,,,,8,,,,8.5,8,,1,Đi làm,
8/11/2026 15:27,Công nghệ kỹ thuật hóa học,Nam,"A00 (Toán, Lý, Hóa)",5,2,4,4,4,4,4,4,4,4,,,,7.8,,,,6.5,8.8,,1,Đi làm,
8/11/2026 15:28,Tài chính ngân hàng,Nữ,"A00 (Toán, Lý, Hóa)",3,2,4,5,3,2,2,3,4,5,,,,6.35,,,,7.25,7.75,,1,Đi làm,
8/11/2026 15:28,Công nghệ kỹ thuật hóa học,Nam,"A00 (Toán, Lý, Hóa)",3,4,5,3,4,4,4,4,3,3,,,,7,,,,7,7,,3,Kinh doanh,
8/11/2026 15:32,Thương mại điện tử,Nữ,"D01 (Toán, Văn, Anh)",5,4,5,3,4,5,4,5,4,3,8,,5,6,,,,,,,1,Đi làm,
8/11/2026 15:32,Thương mại điện tử,Nữ,"A00 (Toán, Lý, Hóa)",2,4,2,3,2,4,3,2,5,3,,,,8,,,,8,8,,2,Nghiên cứu,
8/11/2026 15:32,Ngôn ngữ Trung Quốc,Nữ,"A01 (Toán, Lý, Anh)",5,5,5,5,1,2,2,5,3,4,,,8,8,,,,8,,,4,Chưa xác định,
8/11/2026 15:33,Thương mại điện tử,Nữ,"A01 (Toán, Lý, Anh)",1,5,5,5,5,5,5,5,5,5,,,9,9,,,,9,,,1,Đi làm,
8/11/2026 15:36,Công nghệ tài chính,Nam,"A01 (Toán, Lý, Anh)",3,5,3,3,3,3,4,3,1,3,,,8,8,,,,7,,,1,Đi làm,
8/11/2026 15:41,Công nghệ sinh học,Nữ,"B00 (Toán, Hóa, Sinh)",3,2,4,3,3,4,3,4,4,2,,,,7,,,,,7,8,1,Đi làm,
8/11/2026 15:41,Công nghệ thực phẩm,Nữ,"C00 (Văn, Sử, Địa)",3,3,4,4,3,1,1,5,2,3,7,7.75,,,,,8.25,,,,3,Kinh doanh,
8/11/2026 15:41,Công nghệ sinh học,Nữ,"B00 (Toán, Hóa, Sinh)",4,3,3,4,4,4,4,5,5,5,,,,6.5,,,,,7,6.5,1,Đi làm,
8/11/2026 15:45,Quản trị kinh doanh,Nữ,"A00 (Toán, Lý, Hóa)",4,1,4,2,3,2,1,4,2,4,,,,8,,,,8,8,,3,Kinh doanh,
8/11/2026 15:47,Marketing,Nữ,"A01 (Toán, Lý, Anh)",2,3,4,2,3,1,3,2,5,5,,,7,6,,,,8,,,4,Chưa xác định,
8/11/2026 15:49,Marketing,Nữ,"A01 (Toán, Lý, Anh)",3,3,4,4,5,4,5,4,4,5,,,7.8,9,,,,7.5,,,3,Kinh doanh,
8/11/2026 15:57,Quản trị nhà hàng và dịch vụ ăn uống,Nữ,"D01 (Toán, Văn, Anh)",5,1,4,3,4,4,3,4,3,5,9,,7,7,,,,,,,1,Đi làm,
8/11/2026 15:57,Công nghệ sinh học,Nữ,"B00 (Toán, Hóa, Sinh)",4,4,4,4,4,4,4,4,4,4,,,,7,,,,,8,7.5,4,Chưa xác định,
8/11/2026 15:57,Công nghệ sinh học,Nữ,"B00 (Toán, Hóa, Sinh)",3,4,3,4,4,4,4,4,4,4,,,,7.8,,,,,7,7.5,1,Đi làm,
