ma_nganh,nganh_hoc,ma_khoi_nganh,ten_khoi_nganh,to_hop_thi,gioi_tinh,likert_nang_dong,likert_huong_noi,likert_sang_tao,likert_logic,likert_to_mo,likert_thi_nghiem,likert_moi_truong,likert_dinh_duong,likert_tranh_luan,likert_thiet_ke,diem_Toan,diem_Ly,diem_Hoa,diem_Anh,diem_Van,diem_Su,diem_Sinh,diem_Dia,diem_Gdktpl,diem_Tin,muc_tieu_ma,muc_tieu_nhan,nguon_du_lieu,is_real,w_nguon,w_lop,sample_weight
7340120,Kinh doanh quốc tế,1,Kinh doanh & Quản lý,A00,Nu,3,2,4,4,4,5,5,4,5,3,7.0,7.5,8.0,,,,,,,,1,Đi làm,synthetic_GA,0,1.0,0.8923815520650734,0.4785334359360591
7340120,Kinh doanh quốc tế,1,Kinh doanh & Quản lý,A00,Nu,4,4,3,3,4,1,2,3,4,4,7.75,8.75,8.2,,,,,,,,1,Đi làm,synthetic_GA,0,1.0,0.8923815520650734,0.4785334359360591
7340120,Kinh doanh quốc tế,1,Kinh doanh & Quản lý,A00,Nam,4,2,2,3,3,1,1,1,4,2,8.6,7.0,7.75,,,,,,,,3,Kinh doanh,synthetic_GA,0,1.0,0.8923815520650734,0.4785334359360591
7340120,Kinh doanh quốc tế,1,Kinh doanh & Quản lý,D01,Nu,4,5,5,2,5,5,5,5,5,3,8.25,,,6.4,6.6,,,,,,3,Kinh doanh,synthetic_GA,0,1.0,0.8923815520650734,0.4785334359360591
7340120,Kinh doanh quốc tế,1,Kinh doanh & Quản lý,A00,Nu,5,3,4,4,4,2,3,2,4,5,8.6,7.75,8.25,,,,,,,,3,Kinh doanh,synthetic_GA,0,1.0,0.8923815520650734,0.4785334359360591
7340120,Kinh doanh quốc tế,1,Kinh doanh & Quản lý,D01,Nam,4,3,2,3,3,1,1,1,4,2,8.5,,,7.4,6.6,,,,,,2,Nghiên cứu,synthetic_GA,0,1.0,0.8923815520650734,0.4785334359360591
7340120,Kinh doanh quốc tế,1,Kinh doanh & Quản lý,D01,Nam,3,2,4,3,3,2,2,2,2,5,7.75,,,8.6,8.0,,,,,,1,Đi làm,synthetic_GA,0,1.0,0.8923815520650734,0.4785334359360591
7340120,Kinh doanh quốc tế,1,Kinh doanh & Quản lý,D01,Nu,3,4,2,3,4,1,2,1,4,3,9.0,,,8.0,7.4,,,,,,1,Đi làm,synthetic_GA,0,1.0,0.8923815520650734,0.4785334359360591
7340120,Kinh doanh quốc tế,1,Kinh doanh & Quản lý,A00,Nu,5,3,5,4,4,5,3,5,5,3,7.5,6.25,7.6,,,,,,,,2,Nghiên cứu,synthetic_GA,0,1.0,0.8923815520650734,0.4785334359360591
7340120,Kinh doanh quốc tế,1,Kinh doanh & Quản lý,A00,Nam,3,4,4,3,5,4,5,5,3,3,7.5,7.5,8.2,,,,,,,,2,Nghiên cứu,synthetic_GA,0,1.0,0.8923815520650734,0.4785334359360591
7340120,Kinh doanh quốc tế,1,Kinh doanh & Quản lý,D01,Nu,2,2,4,4,2,1,1,2,1,4,8.0,,,8.0,7.0,,,,,,1,Đi làm,synthetic_GA,0,1.0,0.8923815520650734,0.4785334359360591
7340120,Kinh doanh quốc tế,1,Kinh doanh & Quản lý,D01,Nu,4,3,4,4,5,2,2,3,4,4,8.25,,,7.2,8.4,,,,,,1,Đi làm,synthetic_GA,0,1.0,0.8923815520650734,0.4785334359360591
7340120,Kinh doanh quốc tế,1,Kinh doanh & Quản lý,A00,Nu,4,1,5,4,2,2,2,2,3,3,8.0,7.0,8.5,,,,,,,,2,Nghiên cứu,synthetic_GA,0,1.0,0.8923815520650734,0.4785334359360591
7340120,Kinh doanh quốc tế,1,Kinh doanh & Quản lý,A01,Nu,2,3,3,4,5,5,5,5,3,5,6.5,9.0,,6.6,,,,,,,3,Kinh doanh,synthetic_GA,0,1.0,0.8923815520650734,0.4785334359360591
7340120,Kinh doanh quốc tế,1,Kinh doanh & Quản lý,A00,Nam,2,1,3,3,5,5,5,5,4,3,6.5,7.75,7.8,,,,,,,,1,Đi làm,synthetic_GA,0,1.0,0.8923815520650734,0.4785334359360591
7340120,Kinh doanh quốc tế,1,Kinh doanh & Quản lý,D01,Nu,4,3,2,3,3,1,2,2,3,3,7.5,,,7.8,7.4,,,,,,1,Đi làm,synthetic_GA,0,1.0,0.8923815520650734,0.4785334359360591
7340120,Kinh doanh quốc tế,1,Kinh doanh & Quản lý,D01,Nu,3,3,4,3,3,2,2,3,2,3,8.4,,,8.8,7.0,,,,,,1,Đi làm,synthetic_GA,0,1.0,0.8923815520650734,0.4785334359360591
7340120,Kinh doanh quốc tế,1,Kinh doanh & Quản lý,A01,Nu,3,4,3,3,4,3,3,3,5,3,7.25,8.8,,7.8,,,,,,,1,Đi làm,synthetic_GA,0,1.0,0.8923815520650734,0.4785334359360591
7340120,Kinh doanh quốc tế,1,Kinh doanh & Quản lý,A00,Nu,5,1,5,3,2,2,1,2,5,2,8.6,7.0,8.0,,,,,,,,1,Đi làm,synthetic_GA,0,1.0,0.8923815520650734,0.4785334359360591
7340120,Kinh doanh quốc tế,1,Kinh doanh & Quản lý,A00,Nu,4,3,4,4,5,4,5,5,5,3,8.0,7.25,7.75,,,,,,,,3,Kinh doanh,synthetic_GA,0,1.0,0.8923815520650734,0.4785334359360591
7340120,Kinh doanh quốc tế,1,Kinh doanh & Quản lý,A01,Nu,3,2,4,3,3,2,1,2,3,4,7.75,8.6,,7.6,,,,,,,1,Đi làm,synthetic_GA,0,1.0,0.8923815520650734,0.4785334359360591
7340120,Kinh doanh quốc tế,1,Kinh doanh & Quản lý,D01,Nu,5,3,4,4,2,1,1,1,4,2,7.8,,,8.4,7.25,,,,,,4,Chưa xác định,synthetic_GA,0,1.0,0.8923815520650734,0.4785334359360591
7340120,Kinh doanh quốc tế,1,Kinh doanh & Quản lý,A00,Nam,2,3,2,4,4,3,3,1,4,2,7.0,7.75,7.6,,,,,,,,1,Đi làm,synthetic_GA,0,1.0,0.8923815520650734,0.4785334359360591
7340120,Kinh doanh quốc tế,1,Kinh doanh & Quản lý,D01,Nu,3,5,4,4,3,2,3,3,4,3,8.5,,,6.6,8.0,,,,,,1,Đi làm,synthetic_GA,0,1.0,0.8923815520650734,0.4785334359360591
7340120,Kinh doanh quốc tế,1,Kinh doanh & Quản lý,A00,Nu,4,2,5,5,3,2,4,4,4,5,8.0,7.5,8.0,,,,,,,,3,Kinh doanh,synthetic_GA,0,1.0,0.8923815520650734,0.4785334359360591
7340120,Kinh doanh quốc tế,1,Kinh doanh & Quản lý,D01,Nu,3,5,3,4,5,2,3,2,5,3,6.75,,,7.0,9.2,,,,,,2,Nghiên cứu,synthetic_GA,0,1.0,0.8923815520650734,0.4785334359360591
7340120,Kinh doanh quốc tế,1,Kinh doanh & Quản lý,A01,Nu,3,3,4,3,5,5,5,5,5,3,7.75,8.2,,8.0,,,,,,,1,Đi làm,synthetic_GA,0,1.0,0.8923815520650734,0.4785334359360591
7340120,Kinh doanh quốc tế,1,Kinh doanh & Quản lý,A00,Nam,4,3,4,4,3,2,1,2,5,3,7.75,7.5,8.2,,,,,,,,4,Chưa xác định,synthetic_GA,0,1.0,0.8923815520650734,0.4785334359360591
7340120,Kinh doanh quốc tế,1,Kinh doanh & Quản lý,A00,Nam,2,5,1,3,4,2,3,3,4,3,7.25,8.0,7.0,,,,,,,,1,Đi làm,synthetic_GA,0,1.0,0.8923815520650734,0.4785334359360591
7340120,Kinh doanh quốc tế,1,Kinh doanh & Quản lý,A00,Nam,4,2,5,4,3,3,3,3,3,2,6.5,8.25,7.0,,,,,,,,4,Chưa xác định,synthetic_GA,0,1.0,0.8923815520650734,0.4785334359360591
7340120,Kinh doanh quốc tế,1,Kinh doanh & Quản lý,D01,Nu,4,2,5,3,3,4,2,3,3,4,8.75,,,7.4,7.0,,,,,,1,Đi làm,synthetic_GA,0,1.0,0.8923815520650734,0.4785334359360591
7340120,Kinh doanh quốc tế,1,Kinh doanh & Quản lý,A00,Nu,4,4,3,5,3,1,3,1,4,2,7.75,9.0,7.4,,,,,,,,1,Đi làm,synthetic_GA,0,1.0,0.8923815520650734,0.4785334359360591
7340120,Kinh doanh quốc tế,1,Kinh doanh & Quản lý,D01,Nu,3,4,3,4,4,5,4,4,3,4,8.0,,,7.6,7.0,,,,,,1,Đi làm,synthetic_GA,0,1.0,0.8923815520650734,0.4785334359360591
7340120,Kinh doanh quốc tế,1,Kinh doanh & Quản lý,A01,Nu,4,1,5,3,4,2,2,2,4,2,8.0,7.25,,9.0,,,,,,,3,Kinh doanh,synthetic_GA,0,1.0,0.8923815520650734,0.4785334359360591
7340120,Kinh doanh quốc tế,1,Kinh doanh & Quản lý,A00,Nu,3,4,4,5,5,4,5,3,4,4,7.0,7.75,7.6,,,,,,,,3,Kinh doanh,synthetic_GA,0,1.0,0.8923815520650734,0.4785334359360591
7340120,Kinh doanh quốc tế,1,Kinh doanh & Quản lý,A00,Nu,5,2,3,3,3,1,2,1,4,2,8.0,7.5,8.0,,,,,,,,4,Chưa xác định,synthetic_GA,0,1.0,0.8923815520650734,0.4785334359360591
7340120,Kinh doanh quốc tế,1,Kinh doanh & Quản lý,A00,Nu,4,3,5,4,5,4,4,5,3,5,6.75,8.0,8.2,,,,,,,,1,Đi làm,synthetic_GA,0,1.0,0.8923815520650734,0.4785334359360591
7340120,Kinh doanh quốc tế,1,Kinh doanh & Quản lý,A01,Nu,4,3,5,4,2,1,1,1,4,4,7.8,7.0,,9.2,,,,,,,1,Đi làm,synthetic_GA,0,1.0,0.8923815520650734,0.4785334359360591
7340120,Kinh doanh quốc tế,1,Kinh doanh & Quản lý,A00,Nu,3,3,3,4,4,3,3,4,5,4,8.0,7.5,8.0,,,,,,,,2,Nghiên cứu,synthetic_GA,0,1.0,0.8923815520650734,0.4785334359360591
7340120,Kinh doanh quốc tế,1,Kinh doanh & Quản lý,A00,Nu,2,4,3,4,4,2,3,3,4,2,8.25,8.0,7.8,,,,,,,,1,Đi làm,synthetic_GA,0,1.0,0.8923815520650734,0.4785334359360591
7340120,Kinh doanh quốc tế,1,Kinh doanh & Quản lý,A01,Nu,5,2,5,4,4,2,2,3,5,3,7.75,8.8,,7.8,,,,,,,1,Đi làm,synthetic_GA,0,1.0,0.8923815520650734,0.4785334359360591
7340120,Kinh doanh quốc tế,1,Kinh doanh & Quản lý,D01,Nu,3,3,3,4,5,4,5,5,5,4,8.75,,,7.6,5.6,,,,,,4,Chưa xác định,synthetic_GA,0,1.0,0.8923815520650734,0.4785334359360591
7340120,Kinh doanh quốc tế,1,Kinh doanh & Quản lý,A01,Nam,4,2,5,5,2,3,4,1,4,2,6.25,7.6,,8.0,,,,,,,1,Đi làm,synthetic_GA,0,1.0,0.8923815520650734,0.4785334359360591
7340120,Kinh doanh quốc tế,1,Kinh doanh & Quản lý,A01,Nu,3,2,5,3,5,5,4,5,5,4,6.0,7.2,,8.2,,,,,,,3,Kinh doanh,synthetic_GA,0,1.0,0.8923815520650734,0.4785334359360591
7340120,Kinh doanh quốc tế,1,Kinh doanh & Quản lý,D01,Nu,5,3,4,3,4,3,4,3,4,1,7.8,,,7.8,7.75,,,,,,1,Đi làm,synthetic_GA,0,1.0,0.8923815520650734,0.4785334359360591
7340120,Kinh doanh quốc tế,1,Kinh doanh & Quản lý,A00,Nam,4,3,4,4,5,5,5,5,4,4,8.4,7.75,7.5,,,,,,,,1,Đi làm,synthetic_GA,0,1.0,0.8923815520650734,0.4785334359360591
7340120,Kinh doanh quốc tế,1,Kinh doanh & Quản lý,A00,Nam,4,2,4,4,3,3,2,1,4,3,8.5,8.0,7.6,,,,,,,,2,Nghiên cứu,synthetic_GA,0,1.0,0.8923815520650734,0.4785334359360591
7340120,Kinh doanh quốc tế,1,Kinh doanh & Quản lý,A01,Nu,4,2,4,3,2,1,1,2,4,3,7.5,8.0,,7.0,,,,,,,4,Chưa xác định,synthetic_GA,0,1.0,0.8923815520650734,0.4785334359360591
7340120,Kinh doanh quốc tế,1,Kinh doanh & Quản lý,A01,Nu,3,2,4,5,3,2,2,1,2,4,7.5,8.0,,8.0,,,,,,,2,Nghiên cứu,synthetic_GA,0,1.0,0.8923815520650734,0.4785334359360591
7340120,Kinh doanh quốc tế,1,Kinh doanh & Quản lý,D01,Nu,2,2,5,3,4,3,4,5,3,5,7.8,,,7.8,7.5,,,,,,4,Chưa xác định,synthetic_GA,0,1.0,0.8923815520650734,0.4785334359360591
7340120,Kinh doanh quốc tế,1,Kinh doanh & Quản lý,A01,Nu,2,3,5,3,3,5,4,5,2,4,7.75,8.2,,7.8,,,,,,,3,Kinh doanh,synthetic_GA,0,1.0,0.8923815520650734,0.4785334359360591
7340120,Kinh doanh quốc tế,1,Kinh doanh & Quản lý,A00,Nam,4,3,4,4,4,2,3,1,4,3,7.0,8.25,7.0,,,,,,,,2,Nghiên cứu,synthetic_GA,0,1.0,0.8923815520650734,0.4785334359360591
7340120,Kinh doanh quốc tế,1,Kinh doanh & Quản lý,D01,Nu,3,1,3,3,3,1,1,2,2,2,7.5,,,7.8,7.2,,,,,,1,Đi làm,synthetic_GA,0,1.0,0.8923815520650734,0.4785334359360591
7340120,Kinh doanh quốc tế,1,Kinh doanh & Quản lý,A00,Nam,5,2,5,3,3,3,3,4,3,3,7.0,8.25,8.0,,,,,,,,1,Đi làm,synthetic_GA,0,1.0,0.8923815520650734,0.4785334359360591
7340120,Kinh doanh quốc tế,1,Kinh doanh & Quản lý,D01,Nam,3,3,5,3,4,3,4,5,5,3,7.0,,,7.4,8.6,,,,,,1,Đi làm,synthetic_GA,0,1.0,0.8923815520650734,0.4785334359360591
7340120,Kinh doanh quốc tế,1,Kinh doanh & Quản lý,A00,Nu,5,1,5,4,3,5,3,3,5,4,6.75,7.5,6.8,,,,,,,,3,Kinh doanh,synthetic_GA,0,1.0,0.8923815520650734,0.4785334359360591
7340120,Kinh doanh quốc tế,1,Kinh doanh & Quản lý,D01,Nam,4,3,2,5,2,1,1,1,1,3,7.0,,,7.8,6.6,,,,,,1,Đi làm,synthetic_GA,0,1.0,0.8923815520650734,0.4785334359360591
7340120,Kinh doanh quốc tế,1,Kinh doanh & Quản lý,A01,Nu,4,3,3,2,4,2,3,3,4,1,7.5,7.4,,7.4,,,,,,,1,Đi làm,synthetic_GA,0,1.0,0.8923815520650734,0.4785334359360591
7340120,Kinh doanh quốc tế,1,Kinh doanh & Quản lý,A00,Nam,4,3,2,5,3,1,1,1,3,4,7.25,8.0,8.4,,,,,,,,1,Đi làm,synthetic_GA,0,1.0,0.8923815520650734,0.4785334359360591
7340120,Kinh doanh quốc tế,1,Kinh doanh & Quản lý,A00,Nu,5,1,5,4,3,2,1,3,5,3,8.6,7.75,8.25,,,,,,,,1,Đi làm,synthetic_GA,0,1.0,0.8923815520650734,0.4785334359360591
7340120,Kinh doanh quốc tế,1,Kinh doanh & Quản lý,D01,Nam,3,2,5,4,5,5,5,5,4,3,7.75,,,7.6,8.8,,,,,,4,Chưa xác định,synthetic_GA,0,1.0,0.8923815520650734,0.4785334359360591
7340120,Kinh doanh quốc tế,1,Kinh doanh & Quản lý,D01,Nu,3,2,5,4,3,1,1,1,5,3,8.25,,,7.4,5.8,,,,,,3,Kinh doanh,synthetic_GA,0,1.0,0.8923815520650734,0.4785334359360591
7340120,Kinh doanh quốc tế,1,Kinh doanh & Quản lý,D01,Nu,5,3,4,3,4,3,2,1,4,4,8.5,,,7.6,7.6,,,,,,1,Đi làm,synthetic_GA,0,1.0,0.8923815520650734,0.4785334359360591
7340120,Kinh doanh quốc tế,1,Kinh doanh & Quản lý,D01,Nu,3,2,5,3,3,2,3,3,3,3,9.0,,,6.8,6.4,,,,,,2,Nghiên cứu,synthetic_GA,0,1.0,0.8923815520650734,0.4785334359360591
7340120,Kinh doanh quốc tế,1,Kinh doanh & Quản lý,D01,Nam,4,2,5,3,3,5,4,5,4,5,8.2,,,8.6,7.75,,,,,,1,Đi làm,synthetic_GA,0,1.0,0.8923815520650734,0.4785334359360591
7340120,Kinh doanh quốc tế,1,Kinh doanh & Quản lý,D01,Nu,4,1,5,4,2,3,3,4,4,4,8.25,,,7.2,6.4,,,,,,1,Đi làm,synthetic_GA,0,1.0,0.8923815520650734,0.4785334359360591
7340120,Kinh doanh quốc tế,1,Kinh doanh & Quản lý,D01,Nam,2,4,3,4,3,3,3,4,4,4,6.25,,,7.8,8.6,,,,,,1,Đi làm,synthetic_GA,0,1.0,0.8923815520650734,0.4785334359360591
7340120,Kinh doanh quốc tế,1,Kinh doanh & Quản lý,A01,Nam,4,4,4,4,4,4,3,4,3,5,8.0,7.5,,8.6,,,,,,,3,Kinh doanh,synthetic_GA,0,1.0,0.8923815520650734,0.4785334359360591
7340120,Kinh doanh quốc tế,1,Kinh doanh & Quản lý,D01,Nam,4,3,4,4,3,2,3,1,3,2,8.75,,,7.4,6.6,,,,,,3,Kinh doanh,synthetic_GA,0,1.0,0.8923815520650734,0.4785334359360591
7340120,Kinh doanh quốc tế,1,Kinh doanh & Quản lý,D01,Nu,4,2,5,4,5,5,4,5,4,4,8.4,,,9.0,6.25,,,,,,1,Đi làm,synthetic_GA,0,1.0,0.8923815520650734,0.4785334359360591
7340120,Kinh doanh quốc tế,1,Kinh doanh & Quản lý,D01,Nu,4,2,5,3,3,3,3,4,4,2,8.25,,,7.6,8.0,,,,,,3,Kinh doanh,synthetic_GA,0,1.0,0.8923815520650734,0.4785334359360591
7340120,Kinh doanh quốc tế,1,Kinh doanh & Quản lý,A00,Nu,3,4,3,4,3,1,1,2,3,4,7.0,7.5,7.8,,,,,,,,1,Đi làm,synthetic_GA,0,1.0,0.8923815520650734,0.4785334359360591
7340120,Kinh doanh quốc tế,1,Kinh doanh & Quản lý,D01,Nam,3,3,3,4,4,3,3,2,4,3,8.0,,,7.8,7.6,,,,,,1,Đi làm,synthetic_GA,0,1.0,0.8923815520650734,0.4785334359360591
7340120,Kinh doanh quốc tế,1,Kinh doanh & Quản lý,A01,Nu,3,3,3,3,4,3,4,3,5,3,7.25,7.6,,8.4,,,,,,,4,Chưa xác định,synthetic_GA,0,1.0,0.8923815520650734,0.4785334359360591
7340120,Kinh doanh quốc tế,1,Kinh doanh & Quản lý,A00,Nam,3,3,4,4,4,1,2,1,3,1,6.5,7.75,7.6,,,,,,,,1,Đi làm,synthetic_GA,0,1.0,0.8923815520650734,0.4785334359360591
7340120,Kinh doanh quốc tế,1,Kinh doanh & Quản lý,A01,Nam,2,4,3,3,5,5,5,2,3,2,6.75,7.6,,7.6,,,,,,,3,Kinh doanh,synthetic_GA,0,1.0,0.8923815520650734,0.4785334359360591
7340120,Kinh doanh quốc tế,1,Kinh doanh & Quản lý,D01,Nu,4,2,4,3,3,1,1,1,4,1,8.0,,,7.0,8.25,,,,,,1,Đi làm,synthetic_GA,0,1.0,0.8923815520650734,0.4785334359360591
7340120,Kinh doanh quốc tế,1,Kinh doanh & Quản lý,D01,Nam,2,2,3,4,5,4,5,5,3,5,7.25,,,7.8,7.0,,,,,,1,Đi làm,synthetic_GA,0,1.0,0.8923815520650734,0.4785334359360591
7340120,Kinh doanh quốc tế,1,Kinh doanh & Quản lý,A00,Nu,2,2,4,4,3,4,2,3,2,5,7.25,8.5,8.4,,,,,,,,1,Đi làm,synthetic_GA,0,1.0,0.8923815520650734,0.4785334359360591
7340120,Kinh doanh quốc tế,1,Kinh doanh & Quản lý,D01,Nam,4,2,4,3,4,2,1,2,2,3,7.0,,,7.2,7.0,,,,,,1,Đi làm,synthetic_GA,0,1.0,0.8923815520650734,0.4785334359360591
7340120,Kinh doanh quốc tế,1,Kinh doanh & Quản lý,D01,Nu,4,2,4,4,5,4,4,1,5,1,7.8,,,8.2,8.0,,,,,,1,Đi làm,synthetic_GA,0,1.0,0.8923815520650734,0.4785334359360591
7340120,Kinh doanh quốc tế,1,Kinh doanh & Quản lý,A00,Nam,4,2,4,4,5,5,5,5,4,5,8.0,7.5,7.75,,,,,,,,1,Đi làm,synthetic_GA,0,1.0,0.8923815520650734,0.4785334359360591
7340120,Kinh doanh quốc tế,1,Kinh doanh & Quản lý,A00,Nu,2,4,4,3,5,4,4,5,5,3,6.75,8.0,7.6,,,,,,,,1,Đi làm,synthetic_GA,0,1.0,0.8923815520650734,0.4785334359360591
7340120,Kinh doanh quốc tế,1,Kinh doanh & Quản lý,A00,Nam,5,2,5,4,3,4,4,5,5,4,8.0,7.5,7.6,,,,,,,,1,Đi làm,synthetic_GA,0,1.0,0.8923815520650734,0.4785334359360591
7340120,Kinh doanh quốc tế,1,Kinh doanh & Quản lý,A01,Nu,3,5,4,3,5,3,5,4,4,3,8.0,6.4,,8.2,,,,,,,3,Kinh doanh,synthetic_GA,0,1.0,0.8923815520650734,0.4785334359360591
7340120,Kinh doanh quốc tế,1,Kinh doanh & Quản lý,A01,Nu,3,5,4,3,5,4,5,5,4,2,7.75,7.4,,8.4,,,,,,,1,Đi làm,synthetic_GA,0,1.0,0.8923815520650734,0.4785334359360591
7340120,Kinh doanh quốc tế,1,Kinh doanh & Quản lý,D01,Nu,4,4,5,4,5,3,4,2,3,3,8.25,,,7.8,7.8,,,,,,3,Kinh doanh,synthetic_GA,0,1.0,0.8923815520650734,0.4785334359360591
7340120,Kinh doanh quốc tế,1,Kinh doanh & Quản lý,D01,Nu,4,3,5,3,3,2,1,2,4,3,7.4,,,8.8,8.25,,,,,,1,Đi làm,synthetic_GA,0,1.0,0.8923815520650734,0.4785334359360591
7340120,Kinh doanh quốc tế,1,Kinh doanh & Quản lý,A00,Nu,3,5,4,4,4,1,1,2,5,3,8.4,7.75,7.25,,,,,,,,1,Đi làm,synthetic_GA,0,1.0,0.8923815520650734,0.4785334359360591
7340120,Kinh doanh quốc tế,1,Kinh doanh & Quản lý,A01,Nu,4,2,4,5,2,1,1,1,3,3,8.0,7.5,,8.2,,,,,,,2,Nghiên cứu,synthetic_GA,0,1.0,0.8923815520650734,0.4785334359360591
7340120,Kinh doanh quốc tế,1,Kinh doanh & Quản lý,D01,Nu,4,3,4,3,4,3,3,2,4,3,8.0,,,7.2,7.4,,,,,,1,Đi làm,synthetic_GA,0,1.0,0.8923815520650734,0.4785334359360591
7340120,Kinh doanh quốc tế,1,Kinh doanh & Quản lý,D01,Nu,1,4,2,4,3,1,2,1,2,1,7.5,,,7.8,8.0,,,,,,4,Chưa xác định,synthetic_GA,0,1.0,0.8923815520650734,0.4785334359360591
7340120,Kinh doanh quốc tế,1,Kinh doanh & Quản lý,A00,Nu,4,2,5,4,5,4,4,5,5,3,6.5,7.75,7.2,,,,,,,,3,Kinh doanh,synthetic_GA,0,1.0,0.8923815520650734,0.4785334359360591
7340120,Kinh doanh quốc tế,1,Kinh doanh & Quản lý,A00,Nu,4,2,3,5,5,4,3,3,4,3,8.4,7.5,7.25,,,,,,,,2,Nghiên cứu,synthetic_GA,0,1.0,0.8923815520650734,0.4785334359360591
7340120,Kinh doanh quốc tế,1,Kinh doanh & Quản lý,D01,Nu,2,3,3,4,3,4,2,3,2,3,7.0,,,8.4,8.4,,,,,,4,Chưa xác định,synthetic_GA,0,1.0,0.8923815520650734,0.4785334359360591
7340120,Kinh doanh quốc tế,1,Kinh doanh & Quản lý,D01,Nam,3,4,4,3,4,2,4,3,5,4,8.2,,,8.4,7.0,,,,,,1,Đi làm,synthetic_GA,0,1.0,0.8923815520650734,0.4785334359360591
7340120,Kinh doanh quốc tế,1,Kinh doanh & Quản lý,D01,Nam,3,4,4,4,4,3,3,3,3,5,7.5,,,7.8,5.8,,,,,,3,Kinh doanh,synthetic_GA,0,1.0,0.8923815520650734,0.4785334359360591
7340120,Kinh doanh quốc tế,1,Kinh doanh & Quản lý,A01,Nam,4,3,3,3,3,2,4,4,4,2,8.2,8.0,,8.2,,,,,,,3,Kinh doanh,synthetic_GA,0,1.0,0.8923815520650734,0.4785334359360591
7340120,Kinh doanh quốc tế,1,Kinh doanh & Quản lý,D01,Nu,5,2,5,4,3,2,2,1,4,3,9.25,,,7.6,6.6,,,,,,1,Đi làm,synthetic_GA,0,1.0,0.8923815520650734,0.4785334359360591
7340120,Kinh doanh quốc tế,1,Kinh doanh & Quản lý,A01,Nu,4,2,4,4,4,1,1,1,3,2,7.25,8.6,,7.6,,,,,,,3,Kinh doanh,synthetic_GA,0,1.0,0.8923815520650734,0.4785334359360591
7340120,Kinh doanh quốc tế,1,Kinh doanh & Quản lý,A00,Nam,3,4,3,4,3,1,2,2,2,3,6.75,8.25,8.0,,,,,,,,3,Kinh doanh,synthetic_GA,0,1.0,0.8923815520650734,0.4785334359360591
7340120,Kinh doanh quốc tế,1,Kinh doanh & Quản lý,D01,Nu,4,3,5,3,5,5,5,5,5,5,7.4,,,8.4,8.25,,,,,,4,Chưa xác định,synthetic_GA,0,1.0,0.8923815520650734,0.4785334359360591
7340120,Kinh doanh quốc tế,1,Kinh doanh & Quản lý,A00,Nam,4,3,2,4,5,2,2,3,4,4,8.0,7.5,8.0,,,,,,,,3,Kinh doanh,synthetic_GA,0,1.0,0.8923815520650734,0.4785334359360591
7340120,Kinh doanh quốc tế,1,Kinh doanh & Quản lý,D01,Nu,5,1,4,5,4,3,3,3,4,4,7.25,,,7.4,7.2,,,,,,3,Kinh doanh,synthetic_GA,0,1.0,0.8923815520650734,0.4785334359360591
7340120,Kinh doanh quốc tế,1,Kinh doanh & Quản lý,A00,Nu,4,3,3,4,3,1,1,1,4,2,7.0,8.0,8.4,,,,,,,,1,Đi làm,synthetic_GA,0,1.0,0.8923815520650734,0.4785334359360591
7340120,Kinh doanh quốc tế,1,Kinh doanh & Quản lý,A00,Nu,5,1,5,4,3,1,1,1,2,3,6.25,7.75,7.6,,,,,,,,2,Nghiên cứu,synthetic_GA,0,1.0,0.8923815520650734,0.4785334359360591
7340120,Kinh doanh quốc tế,1,Kinh doanh & Quản lý,A01,Nu,3,4,4,3,3,5,5,5,4,4,7.5,8.2,,7.2,,,,,,,1,Đi làm,synthetic_GA,0,1.0,0.8923815520650734,0.4785334359360591
7340120,Kinh doanh quốc tế,1,Kinh doanh & Quản lý,D01,Nam,2,2,3,4,3,3,2,3,3,4,8.0,,,7.6,6.0,,,,,,4,Chưa xác định,synthetic_GA,0,1.0,0.8923815520650734,0.4785334359360591
7340120,Kinh doanh quốc tế,1,Kinh doanh & Quản lý,A01,Nu,5,4,3,4,4,2,3,2,4,3,8.0,8.2,,7.6,,,,,,,1,Đi làm,synthetic_GA,0,1.0,0.8923815520650734,0.4785334359360591
7340120,Kinh doanh quốc tế,1,Kinh doanh & Quản lý,A01,Nu,2,2,4,4,5,2,3,3,4,3,7.75,7.8,,7.4,,,,,,,4,Chưa xác định,synthetic_GA,0,1.0,0.8923815520650734,0.4785334359360591
7340120,Kinh doanh quốc tế,1,Kinh doanh & Quản lý,D01,Nu,4,4,4,3,4,3,4,4,4,4,8.0,,,7.8,8.0,,,,,,1,Đi làm,synthetic_GA,0,1.0,0.8923815520650734,0.4785334359360591
7340120,Kinh doanh quốc tế,1,Kinh doanh & Quản lý,A00,Nu,5,2,5,5,4,2,2,2,4,2,7.5,7.5,7.4,,,,,,,,1,Đi làm,synthetic_GA,0,1.0,0.8923815520650734,0.4785334359360591
7340120,Kinh doanh quốc tế,1,Kinh doanh & Quản lý,D01,Nu,4,1,5,4,1,1,1,1,4,2,8.0,,,8.2,7.75,,,,,,1,Đi làm,synthetic_GA,0,1.0,0.8923815520650734,0.4785334359360591
7340120,Kinh doanh quốc tế,1,Kinh doanh & Quản lý,D01,Nam,5,2,5,3,3,2,1,3,3,4,8.0,,,9.0,7.25,,,,,,3,Kinh doanh,synthetic_GA,0,1.0,0.8923815520650734,0.4785334359360591
