thoi_gian,nganh_hoc,gioi_tinh,to_hop_thi,likert_nang_dong,likert_huong_noi,likert_sang_tao,likert_logic,likert_to_mo,likert_thi_nghiem,likert_moi_truong,likert_dinh_duong,likert_tranh_luan,likert_thiet_ke,diem_Van,diem_Dia,diem_Anh,diem_Toan,diem_Gdktpl,diem_Tin,diem_Su,diem_Ly,diem_Hoa,diem_Sinh,muc_tieu_ma,muc_tieu_nhan,ghi_chu_thieu_du_lieu,ma_nganh,ma_khoi_nganh,ten_khoi_nganh
8/13/2026 16:29,Công nghệ kỹ thuật điện - điện tử,Nam,D01,4,2,4,5,5,5,5,4,4,3,8.0,,8.0,7.0,,,,,,,1,Đi làm,,7510301,3,Kỹ thuật & Công nghệ
7/18/2026 14:46,Marketing,Nữ,A00,3,3,3,4,4,1,4,4,2,3,,,,7.0,,,,8.0,8.0,,1,Đi làm,,7340115,1,Kinh doanh & Quản lý
8/14/2026 11:10,Công nghệ thực phẩm,Nam,B00,2,2,2,3,2,2,3,2,3,1,,,,7.0,,,,,8.0,8.0,3,Kinh doanh,,7540101,4,"Thực phẩm, Sinh học & Môi trường"
8/12/2026 15:49,Công nghệ thông tin,Nữ,D01,4,3,5,5,5,2,3,3,4,3,7.5,,8.4,7.5,,,,,,,1,Đi làm,,7480201,0,CNTT & Máy tính
8/14/2026 10:20,Logistics và quản lý chuỗi cung ứng,Nam,D15,3,1,5,3,3,3,4,5,4,2,6.5,7.75,5.25,,,,,,,,3,Kinh doanh,,7510605,1,Kinh doanh & Quản lý
8/11/2026 17:24,Du lịch,Nữ,A00,5,1,2,2,2,1,1,5,3,2,,,,5.25,,,,6.75,8.5,,1,Đi làm,,7810101,2,"Du lịch, Khách sạn & Ẩm thực"
7/21/2026 18:54,Công nghệ kỹ thuật điều khiển và TĐH,Nam,A01,3,1,3,4,3,2,2,2,3,1,,,6.75,8.0,,,,7.0,,,3,Kinh doanh,,7510303,3,Kỹ thuật & Công nghệ
8/13/2026 11:34,Đảm bảo chất lượng và an toàn thực phẩm,Nam,A00,2,4,5,5,5,5,4,3,2,4,,,,7.5,,,,5.0,5.25,,4,Chưa xác định,,7540106,4,"Thực phẩm, Sinh học & Môi trường"
7/23/2026 16:03,Công nghệ thông tin,Nam,A01,3,4,4,3,5,4,5,5,5,4,,,8.0,8.4,,,,8.0,,,1,Đi làm,,7480201,0,CNTT & Máy tính
8/11/2026 13:30,Công nghệ thông tin,Nam,A01,3,3,3,3,2,3,2,1,2,2,,,4.0,5.46,,,,8.2,,,2,Nghiên cứu,,7480201,0,CNTT & Máy tính
8/11/2026 12:44,Công nghệ sinh học,Nam,B00,1,5,4,4,4,5,5,4,4,5,,,,8.0,,,,,8.0,8.5,4,Chưa xác định,,7420201,4,"Thực phẩm, Sinh học & Môi trường"
8/10/2026 11:38,Khoa học chế biến món ăn,Nữ,D07,3,3,3,5,5,3,1,5,5,4,,,9.2,8.0,,,,,9.7,,3,Kinh doanh,,7819010,2,"Du lịch, Khách sạn & Ẩm thực"
8/11/2026 13:57,Kinh doanh quốc tế,Nữ,A00,3,4,3,4,3,3,4,3,3,3,,,,8.0,,,,7.0,8.0,,4,Chưa xác định,,7340120,1,Kinh doanh & Quản lý
8/13/2026 11:13,Công nghệ thông tin,Nam,A01,3,4,3,4,4,4,2,5,2,3,,,7.25,8.0,,,,5.0,,,1,Đi làm,,7480201,0,CNTT & Máy tính
8/12/2026 15:22,Marketing,Nữ,A00,4,3,3,4,3,1,1,2,2,2,,,,8.75,,,,7.25,7.25,,1,Đi làm,,7340115,1,Kinh doanh & Quản lý
8/11/2026 13:41,Công nghệ thông tin,Nam,A01,1,5,4,3,3,2,4,5,2,5,,,8.0,4.0,,,,7.0,,,4,Chưa xác định,,7480201,0,CNTT & Máy tính
8/11/2026 13:36,Kinh doanh thời trang và dệt may,Nữ,D01,5,1,5,5,5,5,5,4,5,5,7.0,,4.5,6.74,,,,,,,3,Kinh doanh,,7340123,1,Kinh doanh & Quản lý
8/14/2026 10:49,Tài chính ngân hàng,Nam,A00,4,3,3,3,3,2,1,1,4,2,,,,8.25,,,,8.5,7.5,,1,Đi làm,,7340201,1,Kinh doanh & Quản lý
8/14/2026 20:25,Công nghệ chế biến thủy sản,Nữ,A00,3,2,3,3,3,4,2,5,2,1,,,,5.0,,,,8.0,8.25,,1,Đi làm,,7540105,4,"Thực phẩm, Sinh học & Môi trường"
8/14/2026 10:05,Ngôn ngữ Trung Quốc,Nữ,C00,3,4,3,3,5,5,5,4,2,5,5.0,5.85,,,,,8.0,,,,1,Đi làm,,7220204,6,Ngoại ngữ
8/13/2026 9:32,Logistics và quản lý chuỗi cung ứng,Nam,D01,4,2,3,3,3,1,2,2,3,3,9.5,,8.75,7.5,,,,,,,1,Đi làm,,7510605,1,Kinh doanh & Quản lý
8/14/2026 10:16,Quản trị dịch vụ du lịch và lữ hành,Nam,D14,5,1,3,2,4,2,4,2,3,4,6.5,,6.0,,,,8.8,,,,1,Đi làm,,7810103,2,"Du lịch, Khách sạn & Ẩm thực"
7/20/2026 17:10,Công nghệ kỹ thuật hóa học,Nam,A00,5,2,5,5,5,5,5,5,5,5,,,,8.0,,,,7.0,8.5,,2,Nghiên cứu,,7510401,3,Kỹ thuật & Công nghệ
8/15/2026 19:18,Quản trị kinh doanh thực phẩm,Nam,A01,2,2,3,3,4,5,2,4,2,1,,,8.5,6.0,,,,6.75,,,1,Đi làm,,7340129,4,"Thực phẩm, Sinh học & Môi trường"
8/11/2026 14:59,Công nghệ thực phẩm,Nữ,B00,5,4,4,4,4,4,4,4,4,4,,,,8.0,,,,,8.75,8.0,1,Đi làm,,7540101,4,"Thực phẩm, Sinh học & Môi trường"
8/12/2026 16:31,Marketing,Nữ,A00,3,2,3,3,4,4,3,4,3,4,,,,7.5,,,,7.0,7.25,,1,Đi làm,,7340115,1,Kinh doanh & Quản lý
8/11/2026 13:18,Khoa học dữ liệu,Nữ,A00,3,4,2,4,4,3,4,4,3,5,,,,6.0,,,,7.5,6.5,,1,Đi làm,,7460108,0,CNTT & Máy tính
8/13/2026 11:31,Quản trị kinh doanh,Nam,D14,4,1,5,1,4,3,5,5,4,5,7.5,,2.25,,,,7.0,,,,4,Chưa xác định,,7340101,1,Kinh doanh & Quản lý
8/13/2026 11:25,Công nghệ kỹ thuật hóa học,Nữ,B00,5,3,3,5,3,4,3,5,2,5,,,,7.25,,,,,7.25,6.5,2,Nghiên cứu,,7510401,3,Kỹ thuật & Công nghệ
8/11/2026 17:27,Quản trị kinh doanh,Nam,A01,4,1,5,3,3,1,2,2,2,3,,,5.75,5.0,,,,7.25,,,1,Đi làm,,7340101,1,Kinh doanh & Quản lý
8/13/2026 14:20,Công nghệ kỹ thuật điện - điện tử,Nam,A00,3,5,4,4,4,2,1,1,1,1,,,,5.25,,,,8.75,8.75,,3,Kinh doanh,,7510301,3,Kỹ thuật & Công nghệ
8/13/2026 11:30,Trí tuệ nhân tạo,Nam,A01,5,2,5,4,5,3,2,2,3,1,,,5.25,6.75,,,,5.75,,,1,Đi làm,,7480107,0,CNTT & Máy tính
8/13/2026 13:46,Kế toán,Nam,A01,4,2,4,5,2,2,2,1,2,3,,,8.5,7.5,,,,7.25,,,1,Đi làm,,7340301,1,Kinh doanh & Quản lý
8/13/2026 11:06,Ngôn ngữ Anh,Nữ,A00,4,4,4,4,5,5,5,5,4,5,,,,7.5,,,,8.0,7.75,,2,Nghiên cứu,,7220201,6,Ngoại ngữ
8/11/2026 13:06,Luật kinh tế,Nữ,D01,2,4,3,3,3,3,3,3,3,3,8.5,,7.0,7.0,,,,,,,1,Đi làm,,7380107,5,Luật
8/11/2026 16:10,Công nghệ kỹ thuật cơ điện tử,Nam,D01,2,5,4,3,1,5,5,5,5,5,7.5,,6.0,6.0,,,,,,,1,Đi làm,,7510203,3,Kỹ thuật & Công nghệ
8/14/2026 9:36,Công nghệ vật liệu,Nam,A01,3,3,3,5,5,5,2,2,3,2,,,6.0,5.25,,,,9.5,,,1,Đi làm,,7510402,3,Kỹ thuật & Công nghệ
8/12/2026 15:54,Quản trị khách sạn,Nữ,A00,4,2,3,2,2,1,2,3,2,2,,,,6.0,,,,7.25,8.0,,1,Đi làm,,7810201,2,"Du lịch, Khách sạn & Ẩm thực"
8/12/2026 15:55,Công nghệ thông tin,Nam,A00,5,5,5,3,2,2,2,2,3,4,,,,6.0,,,,6.0,6.0,,4,Chưa xác định,,7480201,0,CNTT & Máy tính
7/21/2026 15:25,Ngôn ngữ Anh,Nam,D01,5,3,5,5,5,4,5,5,4,4,9.0,,8.2,8.0,,,,,,,1,Đi làm,,7220201,6,Ngoại ngữ
8/12/2026 16:22,Khoa học chế biến món ăn,Nữ,D01,3,3,4,3,3,2,2,4,3,4,7.0,,6.5,7.0,,,,,,,1,Đi làm,,7819010,2,"Du lịch, Khách sạn & Ẩm thực"
8/13/2026 10:14,Thương mại điện tử,Nữ,A00,3,3,3,3,2,4,2,1,2,2,,,,8.0,,,,7.8,7.0,,3,Kinh doanh,,7340122,1,Kinh doanh & Quản lý
8/14/2026 21:20,An toàn thông tin,Nữ,A00,1,4,4,4,4,2,2,1,2,2,,,,6.25,,,,7.5,8.5,,1,Đi làm,,7480202,0,CNTT & Máy tính
7/20/2026 14:17,Công nghệ chế tạo máy,Nam,A00,5,1,5,5,5,3,1,1,5,3,,,,8.0,,,,6.0,7.0,,3,Kinh doanh,,7510202,3,Kỹ thuật & Công nghệ
8/11/2026 13:19,Kế toán,Nữ,A00,3,5,3,4,5,4,4,5,5,4,,,,8.0,,,,7.6,9.0,,1,Đi làm,,7340301,1,Kinh doanh & Quản lý
8/12/2026 15:16,Luật kinh tế,Nữ,C00,5,1,3,4,3,5,5,2,2,2,7.75,8.0,,,,,8.0,,,,4,Chưa xác định,,7380107,5,Luật
7/22/2026 18:20,Quản trị dịch vụ du lịch và lữ hành,Nam,A00,4,1,3,2,3,1,2,5,2,2,,,,7.5,,,,5.0,9.5,,1,Đi làm,,7810103,2,"Du lịch, Khách sạn & Ẩm thực"
7/20/2026 14:24,Quản trị khách sạn,Nam,A00,4,2,2,2,2,2,1,4,2,3,,,,5.0,,,,7.25,5.5,,1,Đi làm,,7810201,2,"Du lịch, Khách sạn & Ẩm thực"
7/20/2026 17:25,Công nghệ kỹ thuật điều khiển và TĐH,Nam,A00,1,5,5,4,3,5,3,1,4,4,,,,7.5,,,,9.5,9.0,,1,Đi làm,,7510303,3,Kỹ thuật & Công nghệ
8/14/2026 12:07,Luật,Nữ,D07,2,3,3,2,3,2,3,2,2,2,,,6.0,7.0,,,,,7.0,,1,Đi làm,,7380101,5,Luật
7/20/2026 19:15,Công nghệ thông tin,Nam,A01,2,5,3,4,3,3,3,3,3,3,,,8.0,8.0,,,,8.0,,,1,Đi làm,,7480201,0,CNTT & Máy tính
8/13/2026 16:03,Khoa học dữ liệu,Nam,A01,3,4,5,5,5,4,4,5,5,3,,,10.0,9.0,,,,8.0,,,2,Nghiên cứu,,7460108,0,CNTT & Máy tính
8/11/2026 14:53,Công nghệ sinh học,Nữ,B00,5,2,4,4,5,5,5,5,5,5,,,,7.8,,,,,7.5,8.5,2,Nghiên cứu,,7420201,4,"Thực phẩm, Sinh học & Môi trường"
8/10/2026 11:51,Công nghệ thông tin,Nữ,A00,2,5,3,3,3,3,3,3,3,3,,,,8.0,,,,8.0,8.0,,1,Đi làm,,7480201,0,CNTT & Máy tính
8/11/2026 14:56,Luật kinh tế,Nữ,A00,2,2,2,3,4,3,3,4,4,2,,,,8.0,,,,8.0,8.0,,1,Đi làm,,7380107,5,Luật
8/14/2026 9:47,Tài chính ngân hàng,Nam,A00,4,1,4,4,2,2,2,1,3,3,,,,6.75,,,,5.75,6.25,,1,Đi làm,,7340201,1,Kinh doanh & Quản lý
7/20/2026 12:29,Kỹ thuật nhiệt,Nam,B00,4,1,4,3,3,4,4,4,3,4,,,,5.5,,,,,6.0,6.0,2,Nghiên cứu,,7520115,3,Kỹ thuật & Công nghệ
8/14/2026 10:24,Quản trị kinh doanh,Nữ,A00,3,4,4,4,5,4,2,2,3,5,,,,8.0,,,,4.5,3.8,,1,Đi làm,,7340101,1,Kinh doanh & Quản lý
8/13/2026 10:07,Quản trị nhà hàng và dịch vụ ăn uống,Nữ,A01,5,2,3,2,2,1,2,3,3,3,,,7.0,7.5,,,,7.25,,,1,Đi làm,,7810202,2,"Du lịch, Khách sạn & Ẩm thực"
8/11/2026 15:32,Thương mại điện tử,Nữ,D01,5,4,5,3,4,5,4,5,4,3,8.0,,5.0,6.0,,,,,,,1,Đi làm,,7340122,1,Kinh doanh & Quản lý
7/20/2026 17:07,Công nghệ thông tin,Nam,A00,2,4,3,3,4,4,3,4,2,4,,,,7.0,,,,7.0,6.0,,1,Đi làm,,7480201,0,CNTT & Máy tính
7/19/2026 18:09,Kinh doanh quốc tế,Nam,D01,4,3,4,5,3,1,2,1,3,3,7.25,,9.0,8.5,,,,,,,2,Nghiên cứu,,7340120,1,Kinh doanh & Quản lý
8/12/2026 15:37,Công nghệ kỹ thuật hóa học,Nữ,A00,3,4,3,3,3,3,4,4,3,4,,,,4.25,,,,8.8,8.0,,1,Đi làm,,7510401,3,Kỹ thuật & Công nghệ
8/11/2026 14:09,Công nghệ kỹ thuật điều khiển và TĐH,Nữ,A01,1,4,4,3,4,2,5,4,4,2,,,7.0,7.0,,,,7.0,,,1,Đi làm,,7510303,3,Kỹ thuật & Công nghệ
8/14/2026 10:13,Công nghệ sinh học,Nữ,B08,2,4,3,2,3,4,3,1,2,3,,,5.25,7.5,,,,,,6.35,1,Đi làm,,7420201,4,"Thực phẩm, Sinh học & Môi trường"
8/11/2026 13:07,Kế toán,Nữ,A01,3,3,3,4,4,3,2,4,3,3,,,6.0,7.0,,,,8.5,,,1,Đi làm,,7340301,1,Kinh doanh & Quản lý
8/14/2026 10:25,"Công nghệ dệt, may",Nữ,A00,3,3,4,2,3,1,1,3,3,5,,,,8.75,,,,7.75,6.0,,1,Đi làm,,7540204,3,Kỹ thuật & Công nghệ
8/12/2026 15:20,"Công nghệ dệt, may",Nữ,A00,5,1,5,5,5,5,5,5,3,4,,,,5.5,,,,5.5,5.0,,1,Đi làm,,7540204,3,Kỹ thuật & Công nghệ
8/12/2026 15:23,Công nghệ kỹ thuật hóa học,Nữ,A00,4,2,4,4,3,5,4,3,4,2,,,,6.0,,,,6.75,8.25,,2,Nghiên cứu,,7510401,3,Kỹ thuật & Công nghệ
8/11/2026 12:39,Công nghệ sinh học,Nữ,B00,3,3,4,3,4,4,5,5,4,4,,,,7.0,,,,,8.0,8.0,1,Đi làm,,7420201,4,"Thực phẩm, Sinh học & Môi trường"
8/14/2026 9:55,Quản trị nhà hàng và dịch vụ ăn uống,Nam,C00,5,2,4,4,5,4,5,5,5,5,8.0,9.5,,,,,9.0,,,,3,Kinh doanh,,7810202,2,"Du lịch, Khách sạn & Ẩm thực"
8/14/2026 20:42,Marketing,Nữ,D07,5,1,3,4,3,2,1,2,4,3,,,8.25,8.5,,,,,8.5,,1,Đi làm,,7340115,1,Kinh doanh & Quản lý
8/11/2026 13:40,Kỹ thuật nhiệt,Nam,C01,4,3,5,4,5,5,5,5,5,4,7.0,,,5.25,,,,7.75,,,1,Đi làm,,7520115,3,Kỹ thuật & Công nghệ
8/13/2026 15:39,Công nghệ sinh học,Nữ,B08,4,3,3,2,4,4,3,4,5,3,,,5.0,7.0,,,,,,8.0,2,Nghiên cứu,,7420201,4,"Thực phẩm, Sinh học & Môi trường"
8/14/2026 11:34,Công nghệ thực phẩm,Nam,A00,1,1,2,2,2,4,4,5,5,5,,,,8.0,,,,8.0,8.0,,3,Kinh doanh,,7540101,4,"Thực phẩm, Sinh học & Môi trường"
8/14/2026 10:30,Công nghệ chế tạo máy,Nữ,A01,2,4,4,4,5,1,1,1,1,2,,,8.75,8.75,,,,5.0,,,1,Đi làm,,7510202,3,Kỹ thuật & Công nghệ
8/13/2026 10:28,Công nghệ chế tạo máy,Nam,C01,4,1,4,3,5,5,4,3,4,3,8.0,,,7.75,,,,4.5,,,1,Đi làm,,7510202,3,Kỹ thuật & Công nghệ
8/14/2026 10:12,Khoa học dinh dưỡng và ẩm thực,Nữ,B00,4,2,5,3,3,4,3,3,3,3,,,,5.6,,,,,5.1,4.1,1,Đi làm,,7819009,2,"Du lịch, Khách sạn & Ẩm thực"
8/11/2026 13:58,Ngôn ngữ Trung Quốc,Nam,D01,2,4,3,3,4,3,4,3,3,4,8.0,,7.0,7.0,,,,,,,4,Chưa xác định,,7220204,6,Ngoại ngữ
8/14/2026 11:03,Luật kinh tế,Nam,X01,3,3,2,4,5,2,2,2,5,1,5.75,,,7.0,8.75,,,,,,1,Đi làm,,7380107,5,Luật
8/14/2026 11:33,Công nghệ vật liệu,Nam,C01,5,3,5,4,5,5,5,5,5,5,7.5,,,9.0,,,,8.0,,,3,Kinh doanh,,7510402,3,Kỹ thuật & Công nghệ
8/14/2026 11:27,Kỹ thuật nhiệt,Nữ,D07,1,4,3,5,3,1,1,1,3,2,,,9.5,7.25,,,,,7.25,,1,Đi làm,,7520115,3,Kỹ thuật & Công nghệ
8/13/2026 16:42,Công nghệ kỹ thuật cơ điện tử,Nam,A00,4,3,3,3,4,3,3,4,4,3,,,,7.0,,,,6.0,6.0,,1,Đi làm,,7510203,3,Kỹ thuật & Công nghệ
7/22/2026 18:16,Quản lý Công nghiệp,Nữ,D07,4,2,3,5,3,1,2,2,4,2,,,5.25,5.0,,,,,7.5,,1,Đi làm,,7510601,1,Kinh doanh & Quản lý
7/22/2026 18:18,Quản lý Công nghiệp,Nữ,D01,5,2,5,3,3,1,2,1,4,2,8.25,,8.25,6.75,,,,,,,1,Đi làm,,7510601,1,Kinh doanh & Quản lý
8/13/2026 10:26,Ngôn ngữ Anh,Nam,A00,5,1,3,4,5,5,2,5,4,1,,,,7.5,,,,6.25,7.75,,1,Đi làm,,7220201,6,Ngoại ngữ
8/13/2026 15:39,Công nghệ sinh học,Nữ,A01,2,5,4,3,5,4,5,4,4,5,,,6.0,6.0,,,,9.0,,,2,Nghiên cứu,,7420201,4,"Thực phẩm, Sinh học & Môi trường"
7/20/2026 14:24,Trí tuệ nhân tạo,Nữ,A01,1,4,3,5,3,2,2,2,1,1,,,8.75,6.0,,,,5.0,,,3,Kinh doanh,,7480107,0,CNTT & Máy tính
8/14/2026 10:38,Khoa học chế biến món ăn,Nam,B00,2,3,2,3,3,3,3,4,2,1,,,,8.0,,,,,8.75,5.5,1,Đi làm,,7819010,2,"Du lịch, Khách sạn & Ẩm thực"
8/11/2026 13:50,Công nghệ thực phẩm,Nữ,A00,5,3,5,5,5,4,4,4,5,5,,,,7.0,,,,7.5,6.5,,1,Đi làm,,7540101,4,"Thực phẩm, Sinh học & Môi trường"
8/14/2026 11:15,Công nghệ thông tin,Nam,A00,4,5,5,4,4,4,4,4,4,4,,,,8.0,,,,7.0,7.0,,3,Kinh doanh,,7480201,0,CNTT & Máy tính
7/18/2026 14:36,Quản trị kinh doanh,Nữ,D01,3,4,3,3,3,2,2,3,3,3,8.25,,5.6,7.6,,,,,,,1,Đi làm,,7340101,1,Kinh doanh & Quản lý
7/18/2026 14:25,Công nghệ thông tin,Nữ,A00,4,3,3,3,3,2,2,3,3,3,,,,7.6,,,,6.8,7.2,,1,Đi làm,,7480201,0,CNTT & Máy tính
8/14/2026 9:28,Công nghệ vật liệu,Nữ,A00,3,3,2,3,4,5,2,3,3,1,,,,6.75,,,,7.0,5.0,,1,Đi làm,,7510402,3,Kỹ thuật & Công nghệ
7/21/2026 15:30,Ngôn ngữ Anh,Nam,A01,4,3,3,3,4,3,4,3,4,3,,,10.0,9.0,,,,9.0,,,1,Đi làm,,7220201,6,Ngoại ngữ
7/20/2026 14:26,Ngôn ngữ Trung Quốc,Nam,D14,4,3,5,2,5,1,2,2,2,3,6.75,,9.25,,,,8.5,,,,1,Đi làm,,7220204,6,Ngoại ngữ
8/14/2026 9:34,Trí tuệ nhân tạo,Nữ,A01,2,4,4,3,3,3,4,2,4,4,,,7.2,8.3,,,,6.5,,,1,Đi làm,,7480107,0,CNTT & Máy tính
8/12/2026 15:45,Công nghệ kỹ thuật môi trường,Nam,C01,2,2,3,3,4,3,5,3,3,2,5.0,,,6.0,,,,7.25,,,1,Đi làm,,7510406,4,"Thực phẩm, Sinh học & Môi trường"
7/18/2026 22:48,Tài chính ngân hàng,Nữ,A00,3,3,3,3,3,3,4,3,4,4,,,,7.8,,,,7.5,8.2,,1,Đi làm,,7340201,1,Kinh doanh & Quản lý
8/14/2026 10:38,Kế toán,Nữ,D01,3,3,5,3,4,2,2,4,3,3,7.0,,3.25,7.5,,,,,,,4,Chưa xác định,,7340301,1,Kinh doanh & Quản lý
8/14/2026 10:32,Quản trị kinh doanh thực phẩm,Nữ,C02,3,3,2,3,2,3,4,2,3,3,6.75,,,7.5,,,,,5.5,,4,Chưa xác định,,7340129,4,"Thực phẩm, Sinh học & Môi trường"
7/20/2026 14:22,Khoa học dinh dưỡng và ẩm thực,Nữ,B08,2,3,3,4,3,4,3,4,3,1,,,6.25,8.5,,,,,,7.75,1,Đi làm,,7819009,2,"Du lịch, Khách sạn & Ẩm thực"
8/14/2026 10:23,Quản trị kinh doanh,Nam,A00,3,4,4,2,4,1,1,1,1,1,,,,7.0,,,,8.0,7.5,,3,Kinh doanh,,7340101,1,Kinh doanh & Quản lý
8/13/2026 12:09,Du lịch,Nam,A00,4,1,2,3,2,2,2,5,2,2,,,,7.75,,,,5.0,5.75,,1,Đi làm,,7810101,2,"Du lịch, Khách sạn & Ẩm thực"
8/14/2026 9:37,Công nghệ thực phẩm,Nữ,A00,4,1,4,4,3,3,4,5,5,4,,,,8.0,,,,8.0,8.0,,3,Kinh doanh,,7540101,4,"Thực phẩm, Sinh học & Môi trường"
8/14/2026 20:08,Công nghệ vật liệu,Nam,B00,3,2,3,3,3,4,2,2,3,1,,,,7.5,,,,,5.5,5.5,1,Đi làm,,7510402,3,Kỹ thuật & Công nghệ
8/13/2026 16:34,"Công nghệ dệt, may",Nữ,A00,4,4,4,5,5,3,4,4,5,5,,,,7.0,,,,6.8,7.0,,3,Kinh doanh,,7540204,3,Kỹ thuật & Công nghệ
8/14/2026 9:19,Du lịch,Nam,C00,5,1,5,5,5,5,5,5,5,5,8.0,9.0,,,,,8.0,,,,1,Đi làm,,7810101,2,"Du lịch, Khách sạn & Ẩm thực"
8/14/2026 21:26,"Công nghệ dệt, may",Nữ,D01,2,2,5,2,2,2,2,2,2,5,8.5,,5.25,5.5,,,,,,,1,Đi làm,,7540204,3,Kỹ thuật & Công nghệ
8/13/2026 16:33,"Công nghệ dệt, may",Nữ,A01,4,3,4,4,4,3,5,3,3,5,,,7.0,7.0,,,,6.0,,,3,Kinh doanh,,7540204,3,Kỹ thuật & Công nghệ
8/11/2026 12:42,Công nghệ sinh học,Nữ,B00,2,3,3,3,3,3,3,3,3,3,,,,7.0,,,,,7.0,7.0,1,Đi làm,,7420201,4,"Thực phẩm, Sinh học & Môi trường"
8/11/2026 12:45,Công nghệ sinh học,Nam,B00,2,4,3,2,2,3,3,3,3,3,,,,7.75,,,,,6.0,5.75,1,Đi làm,,7420201,4,"Thực phẩm, Sinh học & Môi trường"
7/20/2026 14:10,Công nghệ kỹ thuật cơ điện tử,Nam,A00,3,3,3,3,3,3,3,3,5,5,,,,7.0,,,,7.0,7.0,,1,Đi làm,,7510203,3,Kỹ thuật & Công nghệ
8/13/2026 11:13,Công nghệ thông tin,Nữ,D07,2,4,4,4,3,4,2,4,3,3,,,7.5,8.8,,,,,7.5,,4,Chưa xác định,,7480201,0,CNTT & Máy tính
8/11/2026 15:57,Quản trị nhà hàng và dịch vụ ăn uống,Nữ,D01,5,1,4,3,4,4,3,4,3,5,9.0,,7.0,7.0,,,,,,,1,Đi làm,,7810202,2,"Du lịch, Khách sạn & Ẩm thực"
8/13/2026 11:27,Ngôn ngữ Trung Quốc,Nữ,C02,2,4,3,3,4,4,2,5,2,3,6.5,,,7.75,,,,,7.0,,3,Kinh doanh,,7220204,6,Ngoại ngữ
8/14/2026 10:53,Công nghệ kỹ thuật hóa học,Nữ,A00,3,2,2,4,5,3,4,4,4,3,,,,8.0,,,,5.6,7.0,,1,Đi làm,,7510401,3,Kỹ thuật & Công nghệ
8/14/2026 10:28,Tài chính ngân hàng,Nữ,A00,5,3,4,4,4,4,4,4,4,4,,,,8.0,,,,8.0,8.0,,1,Đi làm,,7340201,1,Kinh doanh & Quản lý
8/11/2026 13:15,Ngôn ngữ Anh,Nam,D14,5,5,5,5,4,4,4,4,4,3,8.0,,7.5,,,,8.5,,,,1,Đi làm,,7220201,6,Ngoại ngữ
8/14/2026 9:53,Công nghệ kỹ thuật điều khiển và TĐH,Nữ,C01,3,5,5,5,5,2,2,2,3,1,6.75,,,8.25,,,,5.5,,,1,Đi làm,,7510303,3,Kỹ thuật & Công nghệ
7/20/2026 15:24,An toàn thông tin,Nữ,A00,4,3,3,3,3,2,4,5,3,4,,,,9.0,,,,8.0,7.0,,1,Đi làm,,7480202,0,CNTT & Máy tính
8/12/2026 16:17,Thương mại điện tử,Nam,A00,5,3,5,5,3,2,1,2,2,2,,,,8.75,,,,7.5,5.25,,3,Kinh doanh,,7340122,1,Kinh doanh & Quản lý
8/11/2026 15:47,Marketing,Nữ,A01,2,3,4,2,3,1,3,2,5,5,,,7.0,6.0,,,,8.0,,,4,Chưa xác định,,7340115,1,Kinh doanh & Quản lý
7/19/2026 18:06,Đảm bảo chất lượng và an toàn thực phẩm,Nữ,B00,2,3,2,3,4,4,2,4,3,1,,,,6.0,,,,,8.0,8.25,3,Kinh doanh,,7540106,4,"Thực phẩm, Sinh học & Môi trường"
8/11/2026 12:56,Công nghệ thực phẩm,Nữ,B00,3,3,3,3,3,3,3,5,5,5,,,,7.0,,,,,7.0,6.0,4,Chưa xác định,,7540101,4,"Thực phẩm, Sinh học & Môi trường"
8/14/2026 10:18,Công nghệ chế tạo máy,Nam,D01,5,3,5,5,5,5,5,5,5,5,6.75,,3.0,7.25,,,,,,,1,Đi làm,,7510202,3,Kỹ thuật & Công nghệ
7/23/2026 1:57,Công nghệ thông tin,Nam,A00,3,3,1,1,2,1,2,2,2,1,,,,8.0,,,,6.25,8.0,,1,Đi làm,,7480201,0,CNTT & Máy tính
8/12/2026 16:02,Ngôn ngữ Anh,Nam,D01,4,5,5,5,5,5,5,5,5,5,7.75,,7.0,8.2,,,,,,,3,Kinh doanh,,7220201,6,Ngoại ngữ
8/13/2026 15:56,Marketing,Nữ,A01,4,3,4,4,4,3,3,4,4,4,,,6.0,7.0,,,,8.5,,,1,Đi làm,,7340115,1,Kinh doanh & Quản lý
8/13/2026 9:49,Quản trị dịch vụ du lịch và lữ hành,Nữ,C00,1,1,2,1,3,2,2,1,2,1,8.75,7.75,,,,,8.25,,,,1,Đi làm,,7810103,2,"Du lịch, Khách sạn & Ẩm thực"
7/18/2026 13:34,Tài chính ngân hàng,Nam,A01,3,5,3,3,5,3,3,3,3,3,,,8.2,8.0,,,,6.8,,,4,Chưa xác định,,7340201,1,Kinh doanh & Quản lý
8/13/2026 14:07,Công nghệ kỹ thuật điện - điện tử,Nữ,D07,3,2,4,5,5,1,1,2,2,1,,,6.75,8.25,,,,,9.25,,1,Đi làm,,7510301,3,Kỹ thuật & Công nghệ
8/14/2026 11:50,Công nghệ kỹ thuật cơ điện tử,Nam,A01,2,4,4,5,4,3,3,3,3,3,,,5.0,8.0,,,,7.0,,,3,Kinh doanh,,7510203,3,Kỹ thuật & Công nghệ
