SBD,ma_nganh,to_hop_thi,diem_Van,diem_Dia,diem_Anh,diem_Toan,diem_Gdktpl,diem_Tin,diem_Su,diem_Ly,diem_Hoa,diem_Sinh,ma_nhom
45004810,7510303,D07,,,7.0,7.75,,,,,7.0,,3
32005598,7340201,A01,,,7.6,8.25,,,,7.0,,,1
40010686,7510202,D01,5.0,,6.6,6.0,,,,,,,3
2043226,7819010,A00,,,,7.0,,,,7.0,6.8,,2
37016074,7540204,D01,5.8,,7.0,8.0,,,,,,,3
37008605,7220201,D01,6.2,,7.0,7.75,,,,,,,6
2065403,7480201,D07,,,8.0,7.25,,,,,6.2,,0
2048875,7810202,A00,,,,8.4,,,,7.0,8.0,,2
49004910,7340101,A00,,,,7.25,,,,7.5,7.8,,1
2065961,7380107,D01,7.2,,6.8,7.0,,,,,,,5
37005802,7480202,A00,,,,6.0,,,,7.0,6.6,,0
2051459,7420201,D07,,,5.6,7.5,,,,,7.4,,4
46004696,7340120,D01,6.2,,8.4,8.25,,,,,,,1
2048796,7340120,D01,7.25,,9.2,7.6,,,,,,,1
37000556,7340120,A00,,,,7.0,,,,7.5,8.8,,1
35004957,7510202,D01,6.25,,4.6,7.2,,,,,,,3
61003854,7420201,B00,,,,6.5,,,,,6.25,8.0,4
52007598,7810201,D01,6.2,,6.8,6.75,,,,,,,2
2052209,7540106,A01,,,7.4,6.5,,,,7.2,,,4
48002480,7819010,A00,,,,7.25,,,,5.25,7.4,,2
2044326,7220201,D01,7.4,,7.6,7.5,,,,,,,6
2049695,7340201,D01,7.6,,8.0,6.25,,,,,,,1
35005554,7510203,A01,,,6.2,6.5,,,,5.8,,,3
48000712,7340122,A01,,,7.8,8.0,,,,8.4,,,1
2062552,7510203,A00,,,,5.6,,,,7.0,5.0,,3
30003684,7510303,A00,,,,7.2,,,,5.25,6.75,,3
2044627,7510202,D01,5.6,,6.4,6.5,,,,,,,3
63003017,7340201,D01,6.2,,6.8,7.25,,,,,,,1
53006782,7510303,A00,,,,8.75,,,,7.0,7.8,,3
37016115,7220201,A01,,,7.6,7.75,,,,7.6,,,6
35007607,7340120,D01,8.25,,8.4,7.8,,,,,,,1
2034499,7380107,D15,7.25,7.2,7.5,,,,,,,,5
2069614,7510303,D01,7.75,,8.0,6.4,,,,,,,3
45001741,7340129,A00,,,,7.6,,,,6.75,6.75,,4
53008442,7340101,D01,7.4,,7.4,8.0,,,,,,,1
43008857,7810202,A00,,,,6.25,,,,6.75,6.8,,2
40017254,7480202,A00,,,,7.5,,,,8.0,7.8,,0
42010631,7340101,D01,7.2,,5.8,8.25,,,,,,,1
48014003,7510401,A00,,,,6.5,,,,7.75,7.8,,3
30007787,7340115,A00,,,,8.25,,,,7.25,8.0,,1
56009336,7340115,D01,7.8,,8.0,7.0,,,,,,,1
2085156,7510301,A00,,,,7.6,,,,5.0,5.5,,3
2040103,7510203,D01,7.4,,7.4,7.25,,,,,,,3
40003575,7510406,A01,,,7.0,8.0,,,,6.8,,,4
56012640,7510402,A01,,,7.4,7.0,,,,6.5,,,3
37016299,7810202,A01,,,7.0,7.8,,,,7.75,,,2
2080467,7340301,A00,,,,7.0,,,,7.25,6.8,,1
52012643,7340120,A01,,,8.8,7.8,,,,6.75,,,1
2014495,7540101,D07,,,8.8,7.6,,,,,8.25,,4
43009154,7810103,A00,,,,5.0,,,,8.0,7.4,,2
2009679,7340201,D01,6.75,,8.0,8.6,,,,,,,1
61003265,7510303,D01,8.0,,7.6,6.5,,,,,,,3
41012402,7480201,A00,,,,5.75,,,,8.5,7.6,,0
40009843,7340101,A00,,,,7.8,,,,7.5,8.5,,1
53007256,7510401,A00,,,,6.0,,,,7.0,7.75,,3
35007025,7340301,A00,,,,7.8,,,,6.5,8.5,,1
35004225,7810202,D01,7.0,,7.6,7.75,,,,,,,2
2034729,7810202,D15,6.75,9.2,7.0,,,,,,,,2
2043993,7220204,D09,,,7.0,7.25,,,7.4,,,,6
2023180,7510301,D01,6.8,,8.4,7.5,,,,,,,3
2020014,7810103,D01,6.4,,6.2,7.5,,,,,,,2
37016931,7380107,D15,7.5,5.6,7.75,,,,,,,,5
48006243,7540101,A00,,,,7.25,,,,7.5,8.2,,4
52012615,7340120,A00,,,,7.25,,,,7.25,8.2,,1
44002138,7480202,A00,,,,7.25,,,,7.0,6.8,,0
37015642,7480201,A00,,,,7.6,,,,7.0,7.75,,0
2018248,7340101,A01,,,8.2,6.5,,,,7.0,,,1
53016303,7480202,A00,,,,6.2,,,,7.75,6.5,,0
51000058,7810202,D01,5.0,,7.0,8.5,,,,,,,2
50001163,7480201,A00,,,,7.75,,,,8.0,8.2,,0
46003150,7510203,A00,,,,6.2,,,,6.5,4.25,,3
37008267,7810201,D01,6.75,,7.2,8.6,,,,,,,2
44007274,7510303,A00,,,,7.0,,,,6.25,7.6,,3
47010491,7480202,D01,6.75,,4.8,6.6,,,,,,,0
48010286,7810202,D01,8.0,,8.4,6.4,,,,,,,2
38011524,7340120,A00,,,,8.0,,,,7.5,6.2,,1
49002760,7810202,D01,6.0,,7.2,6.0,,,,,,,2
2036268,7520115,D01,6.2,,7.0,6.25,,,,,,,3
48009527,7480201,D01,6.0,,8.8,7.6,,,,,,,0
2038590,7380107,A00,,,,8.0,,,,7.75,7.0,,5
39007849,7340101,D01,6.5,,9.4,7.6,,,,,,,1
42011467,7340120,D01,7.2,,8.0,7.75,,,,,,,1
48021897,7510202,A00,,,,5.75,,,,5.5,7.2,,3
40008977,7340101,A00,,,,7.0,,,,7.75,8.0,,1
52011827,7510401,A00,,,,7.4,,,,7.0,6.5,,3
40018722,7380107,A00,,,,7.5,,,,7.5,7.2,,5
35004336,7340120,D01,6.8,,7.0,8.0,,,,,,,1
43009020,7540101,D07,,,7.8,8.4,,,,,7.5,,4
37017990,7380107,D01,8.4,,7.4,6.5,,,,,,,5
53006416,7340120,A00,,,,7.25,,,,7.75,7.4,,1
2054434,7480201,D07,,,7.8,7.25,,,,,8.8,,0
49015428,7340101,A00,,,,7.25,,,,7.25,7.4,,1
42006558,7340115,A00,,,,8.0,,,,7.5,7.0,,1
40004969,7480201,A01,,,8.2,7.0,,,,6.2,,,0
48019913,7810103,A00,,,,5.0,,,,7.25,8.2,,2
2056163,7540101,D07,,,8.0,8.4,,,,,7.75,,4
40016156,7810201,D01,5.75,,8.8,7.4,,,,,,,2
2010707,7380107,D15,6.75,5.6,7.25,,,,,,,,5
46006251,7340205,A00,,,,6.75,,,,8.5,7.2,,1
30014347,7340115,D01,7.6,,7.6,8.25,,,,,,,1
2039438,7810202,A00,,,,7.6,,,,7.5,9.0,,2
52007270,7480201,A01,,,6.8,7.0,,,,8.4,,,0
41001237,7480201,D07,,,8.2,8.5,,,,,7.0,,0
2060865,7510303,D01,6.6,,7.6,7.5,,,,,,,3
2067128,7340201,D01,8.2,,6.6,7.75,,,,,,,1
52011748,7510301,A00,,,,6.25,,,,5.75,7.4,,3
48029748,7510203,A00,,,,6.0,,,,6.75,7.8,,3
48007380,7340101,A01,,,9.2,8.2,,,,7.5,,,1
31007547,7340115,D01,8.8,,7.4,8.25,,,,,,,1
2022575,7340115,A01,,,8.4,6.75,,,,9.0,,,1
53001100,7510303,D01,4.0,,7.0,7.0,,,,,,,3
2033637,7510203,D01,5.0,,7.2,7.0,,,,,,,3
53014012,7540204,D01,5.0,,5.0,7.2,,,,,,,3
61007739,7480202,A01,,,8.0,8.0,,,,7.8,,,0
30007915,7340122,D01,5.6,,7.4,8.5,,,,,,,1
46005132,7340301,A00,,,,8.6,,,,6.5,7.25,,1
2084611,7340120,A01,,,8.4,7.25,,,,7.8,,,1
40008853,7340101,A01,,,8.6,7.8,,,,6.75,,,1
43000651,7480201,D01,7.8,,7.4,7.75,,,,,,,0
2079769,7810201,D01,5.6,,7.2,6.0,,,,,,,2
53013586,7340115,A00,,,,8.25,,,,7.5,8.0,,1
47001430,7460108,A00,,,,6.0,,,,6.0,6.8,,0
2080107,7340201,D01,6.8,,7.2,7.0,,,,,,,1
46008319,7340201,D01,6.6,,6.2,8.0,,,,,,,1
61002427,7340120,D01,7.0,,7.6,8.75,,,,,,,1
37007024,7340123,D01,6.6,,7.8,8.25,,,,,,,1
2037875,7420201,B00,,,,6.4,,,,,6.75,5.5,4
2069504,7480201,D07,,,7.8,8.25,,,,,8.2,,0
44005710,7220204,D01,8.0,,7.6,7.4,,,,,,,6
57008775,7810201,A00,,,,7.6,,,,8.75,7.25,,2
2031397,7510303,D07,,,7.8,6.8,,,,,6.25,,3
44000890,7340301,D01,8.75,,8.0,8.2,,,,,,,1
56009971,7540101,A00,,,,8.0,,,,7.75,7.0,,4
60001276,7480202,D01,6.4,,8.2,7.75,,,,,,,0
35004943,7480201,D07,,,7.8,8.4,,,,,7.25,,0
2040842,7819010,D07,,,7.6,8.0,,,,,6.8,,2
2080520,7340115,D01,7.4,,7.4,8.0,,,,,,,1
48004109,7340301,A01,,,8.0,7.75,,,,8.4,,,1
52010490,7540204,A00,,,,8.0,,,,6.5,5.0,,3
39008464,7810103,D01,6.0,,6.8,7.0,,,,,,,2
52003463,7480201,D01,7.75,,9.0,7.2,,,,,,,0
35007649,7510301,D01,5.6,,6.6,9.25,,,,,,,3
2021903,7340122,A00,,,,7.0,,,,7.75,8.2,,1
2040567,7540204,D01,7.75,,8.6,6.6,,,,,,,3
42004351,7810201,A00,,,,6.75,,,,8.75,7.2,,2
52008395,7340120,D01,7.75,,8.4,7.2,,,,,,,1
2045449,7340120,D01,8.0,,7.2,7.5,,,,,,,1
48010091,7510303,A01,,,8.6,7.0,,,,6.4,,,3
42013560,7850101,B00,,,,7.2,,,,,7.0,6.0,4
2003814,7480201,A01,,,7.4,7.25,,,,9.2,,,0
37001909,7340120,A01,,,7.8,7.25,,,,7.8,,,1
40017284,7340201,A01,,,7.6,8.6,,,,6.75,,,1
2083350,7510202,D01,7.0,,5.6,7.0,,,,,,,3
44004481,7380107,D01,7.0,,7.0,8.25,,,,,,,5
46009268,7480201,D07,,,7.2,7.8,,,,,7.25,,0
53015045,7540204,A00,,,,6.6,,,,5.75,6.5,,3
59005866,7540105,A00,,,,7.6,,,,6.75,6.75,,4
53009129,7540101,A00,,,,8.0,,,,8.25,8.0,,4
53006171,7480201,A00,,,,8.8,,,,8.25,7.0,,0
56003669,7810202,A00,,,,7.75,,,,6.75,7.6,,2
2012642,7420201,D07,,,7.0,6.5,,,,,7.2,,4
58003027,7340101,A00,,,,7.75,,,,7.75,8.0,,1
43010799,7220204,D09,,,7.8,9.25,,,6.0,,,,6
50009759,7220201,D01,6.2,,6.2,9.0,,,,,,,6
2060685,7480201,A01,,,8.0,5.5,,,,8.6,,,0
47002017,7480201,A01,,,8.4,6.5,,,,7.8,,,0
48031457,7220201,A01,,,7.8,8.0,,,,7.5,,,6
35010779,7510301,A00,,,,7.25,,,,7.75,8.0,,3
2042246,7340120,D01,6.25,,9.0,8.4,,,,,,,1
34012993,7340115,D01,6.4,,7.6,8.5,,,,,,,1
41002682,7540101,A00,,,,8.4,,,,8.0,8.0,,4
2066065,7540106,D07,,,7.8,6.8,,,,,7.75,,4
2063994,7510401,D07,,,7.8,7.8,,,,,8.0,,3
2047475,7220201,A01,,,9.0,8.0,,,,7.25,,,6
2007995,7480201,D07,,,7.4,7.0,,,,,7.2,,0
2067546,7510301,D01,9.0,,7.2,6.25,,,,,,,3
2029077,7220204,D01,7.25,,8.4,7.4,,,,,,,6
48001222,7540101,A00,,,,7.75,,,,7.25,7.2,,4
2054263,7510301,D01,9.0,,7.6,6.25,,,,,,,3
2039381,7510303,A01,,,7.0,6.75,,,,7.4,,,3
47009987,7510303,A00,,,,7.8,,,,6.75,6.0,,3
48006431,7380107,D01,4.6,,7.0,9.0,,,,,,,5
2066013,7810202,A00,,,,8.4,,,,7.25,7.5,,2
2001281,7819009,D07,,,7.0,7.25,,,,,6.6,,2
44006775,7480202,D01,6.6,,7.2,7.5,,,,,,,0
2071268,7340201,D01,7.25,,8.0,8.4,,,,,,,1
63005798,7340101,A00,,,,6.5,,,,8.0,7.8,,1
52008435,7510202,D01,4.2,,6.0,6.75,,,,,,,3
2055380,7510301,A00,,,,5.75,,,,5.75,6.0,,3
51017994,7340115,D01,6.6,,7.4,8.25,,,,,,,1
2061768,7340205,D01,7.8,,6.2,6.5,,,,,,,1
2018685,7520115,A00,,,,6.5,,,,6.0,7.6,,3
2037079,7340129,D01,7.0,,7.0,6.6,,,,,,,4
60003593,7420201,A01,,,6.0,6.75,,,,7.6,,,4
51001686,7340301,A00,,,,6.25,,,,7.0,6.8,,1
39006185,7340115,A00,,,,7.5,,,,8.0,7.2,,1
37011345,7340120,D01,8.0,,7.6,7.75,,,,,,,1
2034036,7510202,D01,5.4,,7.2,6.75,,,,,,,3
52007631,7340120,D01,8.4,,7.6,7.5,,,,,,,1
48005382,7340122,A00,,,,8.0,,,,8.75,7.2,,1
53000486,7220204,D01,7.2,,7.0,8.25,,,,,,,6
49015675,7480201,A00,,,,7.8,,,,7.5,7.75,,0
2016247,7810201,D15,6.5,6.4,5.5,,,,,,,,2
60000136,7850101,A00,,,,7.5,,,,6.75,7.2,,4
39002053,7340101,D01,8.5,,8.8,8.0,,,,,,,1
49004340,7850101,A00,,,,7.6,,,,6.25,5.5,,4
53006077,7340101,A00,,,,9.2,,,,7.75,7.0,,1
2020257,7510401,A00,,,,7.2,,,,6.0,7.25,,3
44001898,7340301,D01,7.8,,7.6,7.5,,,,,,,1
40013670,7510303,A00,,,,8.6,,,,5.5,7.25,,3
40006693,7220204,D01,7.0,,7.0,8.0,,,,,,,6
31010295,7460108,A00,,,,6.5,,,,7.0,6.4,,0
2053715,7420201,B00,,,,8.5,,,,,8.25,8.0,4
35002711,7340301,A00,,,,7.75,,,,7.5,8.0,,1
48026746,7510301,D01,6.0,,7.4,7.0,,,,,,,3
53014610,7480201,D01,7.75,,8.4,7.0,,,,,,,0
60002590,7420201,B00,,,,5.0,,,,,6.5,6.6,4
47002662,7220204,D01,8.25,,6.8,8.0,,,,,,,6
37014697,7380107,A00,,,,6.25,,,,8.0,8.0,,5
42012228,7480201,A00,,,,7.6,,,,6.25,8.75,,0
30003069,7510303,A00,,,,7.6,,,,5.5,6.75,,3
35010236,7810202,D15,7.5,5.4,8.5,,,,,,,,2
49012718,7340301,A00,,,,8.0,,,,7.75,7.6,,1
48024993,7340115,A00,,,,7.5,,,,7.5,8.6,,1
2066291,7810103,D01,6.25,,9.2,8.4,,,,,,,2
49008694,7220201,D09,,,6.8,8.5,,,6.4,,,,6
52009253,7340101,D01,7.2,,7.8,7.0,,,,,,,1
40005434,7510203,A00,,,,8.8,,,,7.75,4.25,,3
2048256,7540204,D01,7.0,,8.4,7.0,,,,,,,3
52009678,7510301,A01,,,8.0,7.0,,,,6.0,,,3
41012129,7340101,A00,,,,8.2,,,,7.25,8.25,,1
48017822,7480202,A00,,,,7.8,,,,6.75,7.0,,0
2040626,7850101,A01,,,6.8,6.25,,,,6.6,,,4
29007102,7540101,B00,,,,7.5,,,,,7.0,8.2,4
46003533,7510203,A00,,,,7.5,,,,6.0,7.0,,3
39009574,7510303,D01,5.75,,5.8,5.0,,,,,,,3
33007200,7480201,A00,,,,7.75,,,,7.5,8.4,,0
2022505,7810202,D01,8.2,,7.8,6.0,,,,,,,2
2079492,7420201,D07,,,7.0,5.6,,,,,7.0,,4
2071895,7340122,D01,7.2,,7.6,8.5,,,,,,,1
42009493,7340115,A00,,,,7.25,,,,7.0,7.8,,1
52009467,7340101,A00,,,,8.2,,,,7.25,8.25,,1
29008935,7340122,D01,5.4,,7.4,9.0,,,,,,,1
2056206,7480201,A00,,,,7.25,,,,8.0,8.0,,0
60000497,7380107,A00,,,,7.5,,,,7.5,7.4,,5
51019911,7340120,A00,,,,6.75,,,,7.5,6.8,,1
48023555,7480201,D07,,,8.2,7.5,,,,,8.4,,0
52012116,7480201,A00,,,,7.5,,,,8.25,7.2,,0
53001969,7220204,D01,8.5,,7.2,8.6,,,,,,,6
2003146,7480201,D07,,,7.8,8.0,,,,,8.0,,0
2062955,7340115,A01,,,7.8,8.0,,,,8.8,,,1
42006798,7340122,D01,7.6,,7.0,7.0,,,,,,,1
40016642,7340115,A01,,,7.8,7.5,,,,8.8,,,1
48003938,7480201,D01,6.6,,7.4,7.5,,,,,,,0
2076229,7810201,D01,7.0,,8.2,7.4,,,,,,,2
50007187,7340201,A00,,,,7.8,,,,7.25,8.25,,1
56007437,7220204,D09,,,6.2,9.25,,,6.6,,,,6
2084359,7340101,A00,,,,8.25,,,,7.25,8.0,,1
2025495,7520115,A00,,,,6.5,,,,6.75,6.0,,3
48022817,7480202,D01,6.6,,6.6,6.0,,,,,,,0
47005266,7810103,D01,7.5,,7.6,7.0,,,,,,,2
2030815,7819010,A00,,,,8.25,,,,7.25,7.6,,2
46005451,7810202,D01,8.25,,8.0,7.8,,,,,,,2
61006607,7510301,D01,3.6,,7.0,6.0,,,,,,,3
4006599,7460108,A00,,,,6.75,,,,7.75,8.0,,0
51016043,7510401,B00,,,,7.2,,,,,9.0,9.25,3
39001859,7540101,A00,,,,7.25,,,,7.0,7.4,,4
30015543,7340101,D01,6.8,,8.2,8.0,,,,,,,1
2065438,7510202,D01,5.5,,3.8,6.8,,,,,,,3
37013163,7220204,D09,,,7.4,9.25,,,5.6,,,,6
30002591,7340115,A00,,,,8.25,,,,7.75,7.6,,1
36002552,7480201,A00,,,,8.0,,,,7.25,7.5,,0
40010167,7380107,A00,,,,7.6,,,,5.25,8.0,,5
48024569,7380107,D01,7.0,,7.4,7.4,,,,,,,5
2041948,7510303,A00,,,,7.8,,,,8.5,9.0,,3
40018391,7510301,A00,,,,5.75,,,,7.0,7.8,,3
2030616,7460108,D07,,,7.6,7.25,,,,,5.6,,0
54006828,7510301,D01,6.6,,5.4,6.5,,,,,,,3
2070855,7810201,D01,7.8,,6.6,5.75,,,,,,,2
49011234,7340201,A00,,,,8.25,,,,8.75,7.6,,1
59000859,7510401,B00,,,,6.5,,,,,7.0,6.4,3
34003702,7810201,A00,,,,8.0,,,,7.25,7.75,,2
2030694,7810202,A01,,,8.8,8.4,,,,6.75,,,2
58001879,7340301,D01,8.0,,7.0,8.5,,,,,,,1
2011349,7340123,D01,7.2,,7.4,5.75,,,,,,,1
49015391,7380107,A00,,,,6.8,,,,7.0,7.75,,5
59000957,7540105,B00,,,,8.2,,,,,4.5,5.25,4
35008784,7340301,A00,,,,6.75,,,,7.0,7.8,,1
2082231,7340129,A01,,,8.2,8.0,,,,8.4,,,4
44002512,7340122,A00,,,,8.0,,,,7.0,7.8,,1
52008685,7340301,D01,8.25,,6.2,8.2,,,,,,,1
2005160,7480201,A00,,,,8.6,,,,7.5,7.75,,0
42010996,7340201,D01,7.2,,6.8,7.75,,,,,,,1
2083859,7510303,A01,,,8.8,5.8,,,,5.5,,,3
48015380,7380107,A00,,,,6.0,,,,7.5,7.8,,5
54012024,7340115,A00,,,,8.5,,,,6.75,9.2,,1
41006138,7340129,A00,,,,7.0,,,,7.25,8.0,,4
38010450,7340120,D01,6.4,,7.2,8.25,,,,,,,1
53012028,7480201,A00,,,,7.5,,,,7.5,8.2,,0
53011685,7510401,D07,,,8.4,7.0,,,,,8.0,,3
2018409,7480201,A01,,,6.8,7.5,,,,7.8,,,0
49010290,7340301,D01,6.4,,7.0,8.25,,,,,,,1
2022060,7340301,A00,,,,7.4,,,,7.5,8.0,,1
2038056,7510303,D07,,,6.0,7.5,,,,,4.4,,3
38001520,7480201,A00,,,,8.8,,,,7.0,7.75,,0
52003205,7340201,D01,8.25,,8.0,6.8,,,,,,,1
2032398,7510301,A00,,,,6.0,,,,6.0,7.0,,3
2008348,7510301,D07,,,8.4,6.8,,,,,6.0,,3
2043496,7510401,A01,,,8.2,7.6,,,,6.25,,,3
46009194,7540101,A00,,,,7.25,,,,8.25,8.0,,4
2034210,7420201,A00,,,,6.75,,,,5.0,8.2,,4
2041668,7340120,A00,,,,6.5,,,,7.25,8.0,,1
2077536,7340201,A00,,,,7.5,,,,7.5,8.2,,1
43006936,7340201,A00,,,,7.6,,,,7.75,7.25,,1
2013156,7540101,B00,,,,7.75,,,,,6.5,8.2,4
51000354,7380107,D01,5.0,,5.6,8.5,,,,,,,5
2007117,7380107,D01,5.4,,7.4,8.25,,,,,,,5
2079260,7510401,D07,,,6.8,7.0,,,,,6.75,,3
2067692,7510202,D01,6.5,,6.2,5.6,,,,,,,3
50011444,7540101,A00,,,,7.8,,,,8.0,8.0,,4
2065540,7420201,B00,,,,7.6,,,,,8.75,6.5,4
37014425,7420201,B00,,,,6.5,,,,,7.0,6.8,4
38008845,7540101,B00,,,,8.25,,,,,8.0,8.2,4
40009084,7460108,A00,,,,6.75,,,,7.5,7.2,,0
48028362,7380107,A00,,,,6.5,,,,7.5,7.0,,5
47010029,7480202,A01,,,6.6,6.25,,,,7.0,,,0
49013306,7540101,A00,,,,8.2,,,,8.25,7.75,,4
47006973,7540101,D07,,,8.0,7.25,,,,,7.6,,4
38012718,7510202,A00,,,,7.0,,,,7.25,7.2,,3
52003346,7819010,D07,,,6.4,5.5,,,,,7.8,,2
2011680,7540106,B00,,,,6.8,,,,,7.0,6.25,4
2047696,7510301,D07,,,6.0,6.4,,,,,7.5,,3
2019941,7460108,D01,6.6,,7.2,6.0,,,,,,,0
37016293,7340101,D01,7.2,,7.2,7.5,,,,,,,1
19014671,7340101,A00,,,,8.2,,,,7.75,7.5,,1
44007258,7340201,D01,7.2,,6.2,8.25,,,,,,,1
46000230,7510203,D01,6.75,,5.6,7.6,,,,,,,3
35007464,7340120,A00,,,,8.2,,,,8.5,8.0,,1
37000698,7510303,D01,6.75,,6.0,6.6,,,,,,,3
2008572,7510401,A00,,,,7.2,,,,7.0,8.0,,3
2038558,7340201,D01,7.0,,8.8,7.6,,,,,,,1
2020140,7480201,A01,,,7.6,7.8,,,,7.75,,,0
47002710,7340101,A00,,,,7.25,,,,7.0,7.6,,1
43002327,7220204,D01,7.75,,9.0,7.6,,,,,,,6
2006849,7340129,D01,7.25,,6.8,8.2,,,,,,,4
39008983,7480201,A00,,,,7.8,,,,8.0,7.0,,0
2079560,7540204,A00,,,,7.2,,,,5.75,6.75,,3
35010057,7340120,D01,7.0,,7.6,8.4,,,,,,,1
2034194,7340301,D01,6.8,,7.6,7.25,,,,,,,1
49008140,7340123,D01,7.25,,4.2,5.4,,,,,,,1
2068343,7510203,A00,,,,6.75,,,,8.0,6.8,,3
47010316,7420201,A00,,,,6.75,,,,7.75,7.2,,4
2065028,7480201,D07,,,8.4,7.75,,,,,7.6,,0
35003315,7510203,D01,4.6,,6.4,7.0,,,,,,,3
36002186,7480202,A00,,,,6.25,,,,7.0,7.2,,0
51012359,7810202,D01,4.6,,5.4,8.25,,,,,,,2
49006010,7340129,D01,7.0,,7.8,7.0,,,,,,,4
52012573,7340120,D01,7.0,,7.4,6.75,,,,,,,1
32006776,7810201,A01,,,7.2,7.75,,,,7.6,,,2
2087534,7480201,A00,,,,8.2,,,,7.0,7.5,,0
42005843,7510301,D01,6.25,,4.0,7.0,,,,,,,3
43002913,7510303,A00,,,,7.25,,,,6.25,8.2,,3
2080340,7340115,D01,8.4,,7.2,7.75,,,,,,,1
2063789,7510301,A00,,,,6.5,,,,5.5,6.6,,3
44011833,7540101,B00,,,,7.75,,,,,8.75,7.8,4
43003000,7340101,A00,,,,7.5,,,,7.5,7.4,,1
2036669,7340122,D01,7.4,,6.6,8.0,,,,,,,1
44009814,7340201,A00,,,,5.25,,,,8.25,8.0,,1
48000418,7540101,A01,,,8.8,8.2,,,,7.75,,,4
40008714,7340301,D01,5.2,,7.2,8.25,,,,,,,1
48011352,7819009,A01,,,7.2,7.75,,,,7.8,,,2
2082518,7480201,D01,7.2,,8.2,6.25,,,,,,,0
48020414,7380107,D01,8.75,,7.2,7.4,,,,,,,5
38008844,7340201,A00,,,,7.6,,,,8.25,6.75,,1
49001731,7510401,A00,,,,7.5,,,,7.25,7.0,,3
33011595,7810103,D15,7.5,6.2,8.5,,,,,,,,2
2088729,7510202,A00,,,,6.8,,,,6.5,7.25,,3
58006793,7510301,D01,5.25,,4.8,7.4,,,,,,,3
2036556,7340120,A01,,,8.8,8.2,,,,7.0,,,1
38000444,7340115,A00,,,,7.75,,,,8.0,8.0,,1
51002422,7220204,D01,7.5,,8.2,8.0,,,,,,,6
51001854,7510202,A01,,,7.4,6.75,,,,7.2,,,3
2017334,7510303,D01,6.0,,7.2,5.25,,,,,,,3
58001380,7480201,D01,7.25,,6.6,8.2,,,,,,,0
2038283,7480201,A01,,,7.4,8.6,,,,7.0,,,0
2016714,7510301,A00,,,,7.4,,,,5.75,5.25,,3
2044584,7420201,D07,,,7.2,7.0,,,,,5.8,,4
53010184,7540106,A00,,,,7.6,,,,6.0,7.5,,4
47000489,7480201,D01,7.8,,7.4,7.92,,,,,,,0
2062202,7520115,D07,,,5.8,6.25,,,,,6.8,,3
48023926,7510203,D01,7.2,,6.6,6.25,,,,,,,3
37000841,7340101,A00,,,,7.75,,,,7.75,7.6,,1
2022904,7480201,A01,,,9.0,8.2,,,,6.5,,,0
2056162,7480201,D07,,,8.2,8.25,,,,,9.4,,0
52011620,7819010,B00,,,,6.0,,,,,5.0,6.6,2
51014302,7819010,B00,,,,6.75,,,,,7.5,6.8,2
2067663,7340115,D01,8.4,,7.2,8.5,,,,,,,1
53006546,7540101,A00,,,,7.75,,,,7.5,8.2,,4
42012816,7540101,B00,,,,8.0,,,,,6.75,7.8,4
2040172,7340101,D01,8.0,,7.4,8.0,,,,,,,1
2008747,7850101,B00,,,,7.2,,,,,5.25,4.25,4
2049552,7510301,D01,5.0,,7.6,7.2,,,,,,,3
47005589,7480201,A01,,,7.6,8.8,,,,6.5,,,0
2083709,7380107,D01,7.0,,7.6,8.2,,,,,,,5
40005102,7540101,B00,,,,8.5,,,,,8.25,7.4,4
48000695,7220204,D01,8.25,,7.6,8.0,,,,,,,6
2007614,7819009,A01,,,6.8,6.25,,,,6.0,,,2
44003886,7340101,A00,,,,7.8,,,,8.0,8.5,,1
48006857,7510202,D01,7.8,,5.2,5.5,,,,,,,3
2024542,7540101,D07,,,9.0,7.6,,,,,7.75,,4
54009617,7380107,D01,8.75,,5.6,7.4,,,,,,,5
50007900,7510301,A00,,,,8.0,,,,6.5,6.5,,3
2039061,7340201,D01,7.5,,9.0,7.0,,,,,,,1
47000388,7510303,A00,,,,6.5,,,,5.5,6.8,,3
56001897,7510303,A00,,,,7.0,,,,5.0,5.5,,3
41003276,7340120,D01,6.4,,7.8,7.0,,,,,,,1
47003292,7540101,B00,,,,8.0,,,,,8.5,8.75,4
2077840,7510401,A01,,,7.8,6.0,,,,5.6,,,3
56010845,7220204,D01,6.4,,7.4,7.25,,,,,,,6
53000476,7340120,D01,9.0,,8.4,6.8,,,,,,,1
45002308,7480201,A00,,,,7.25,,,,7.75,7.4,,0
2081936,7480202,A00,,,,6.75,,,,5.0,6.6,,0
2031717,7540101,B00,,,,8.5,,,,,6.5,8.2,4
63002148,7340115,A00,,,,8.0,,,,6.5,8.0,,1
44011089,7340115,A00,,,,7.75,,,,8.5,7.8,,1
2064126,7340115,A00,,,,8.0,,,,7.75,8.2,,1
60005394,7340129,D01,7.5,,7.4,7.0,,,,,,,4
2050201,7510303,D01,7.0,,6.6,8.6,,,,,,,3
43006738,7340301,A00,,,,6.75,,,,6.0,7.4,,1
48024829,7510303,D07,,,6.8,6.0,,,,,6.6,,3
51010097,7340120,D01,6.75,,8.6,7.6,,,,,,,1
34007625,7340115,D01,8.5,,7.4,8.0,,,,,,,1
2015662,7540101,A01,,,7.8,6.25,,,,7.2,,,4
37012385,7810103,D01,7.5,,7.6,7.8,,,,,,,2
